chr	start	end	strand	target_id	gene_name	pval	qval	num_aggregated_transcripts	sum_mean_obs_counts
chr1	161581339	161605662	+	ENSG00000244682.7	FCGR2C	0.0103348267718917	0.848758504552081	8	25.1103070442039
chr6	10694972	10709782	+	ENSG00000111845.5	PAK1IP1	0.0104642059969894	0.855788160741234	1	7.42019249182876
chr12	9418673	9448229	-	ENSG00000214826.5	DDX12P	0.0105736076310295	0.861132228150431	1	4.65310693555701
chr6	27146418	27146798	-	ENSG00000197903.7	H2BC12	0.0110130753756032	0.892229893245392	1	7.62612139610627
chr12	53157663	53180909	-	ENSG00000139631.18	CSAD	0.0111332595334474	0.892229893245392	16	59.1484751417171
chr4	15339818	15446166	+	ENSG00000163145.12	C1QTNF7	0.0111350501520282	0.892229893245392	6	19.2257093970517
chr1	151131685	151146664	-	ENSG00000143434.15	SEMA6C	0.0111380381639147	0.892229893245392	5	14.3510945196954
chr3	43690108	43734371	+	ENSG00000011198.10	ABHD5	0.0112466355859133	0.893577362234026	7	25.7438427227293
chr6	32153845	32171978	+	ENSG00000258388.7	PPT2-EGFL8	0.0112682541113421	0.893577362234026	1	0.985522197232576
chr12	57229573	57234935	+	ENSG00000182199.11	SHMT2	0.0112955673799013	0.893577362234026	8	24.1768204736036
chr5	131159027	131171735	-	ENSG00000169567.12	HINT1	0.011386003658418	0.893577362234026	5	28.4946496338392
chr12	100473708	100564414	+	ENSG00000012504.15	NR1H4	0.011461930710909	0.893577362234026	1	1.68903156928112
chr12	122834453	122862961	+	ENSG00000130787.14	HIP1R	0.0116418817024319	0.893577362234026	8	30.3442847929176
chr15	41320794	41381050	+	ENSG00000137804.14	NUSAP1	0.0116458367228704	0.893577362234026	5	9.99062894769865
chr8	88032011	88328025	-	ENSG00000156103.16	MMP16	0.0116570292075209	0.893577362234026	2	8.63989266887575
chr17	17972813	18016889	+	ENSG00000171962.18	DRC3	0.011695777711785	0.893577362234026	7	18.915441301064
chr3	169793003	169812986	-	ENSG00000171757.17	LRRC34	0.0117596786723741	0.893577362234026	4	10.8916189238722
chr19	3538261	3574290	-	ENSG00000161091.13	MFSD12	0.0117765450356022	0.893577362234026	11	41.0274601592414
chr19	53479350	53480091	+	ENSG00000250731.1	TPM3P6	0.011822605056611	0.893577362234026	1	5.37036144219757
chr5	33986165	34008104	-	ENSG00000242110.8	AMACR	0.0118259872451218	0.893577362234026	8	48.0225078983086
chr21	9068361	9129752	-	ENSG00000188681.11	TEKT4P2	0.0118938817460888	0.893577362234026	2	8.66821825902068
chr14	67533290	67589612	+	ENSG00000054690.14	PLEKHH1	0.0119487386942706	0.893577362234026	12	55.719967061463
chr6	31164337	31180731	-	ENSG00000204531.18	POU5F1	0.0119625739392017	0.893577362234026	3	7.53637697052981
chr3	172039578	172401669	+	ENSG00000075420.13	FNDC3B	0.0119931823286475	0.893577362234026	10	54.9667335934729
chr6	12008762	12164999	+	ENSG00000095951.17	HIVEP1	0.0120378534039374	0.893577362234026	8	38.8656136571574
chrX	38006553	38128819	+	ENSG00000147041.12	SYTL5	0.0120955141252811	0.893577362234026	1	4.7201298987617
chr17	46029916	46225389	-	ENSG00000120071.14	KANSL1	0.0121047550951241	0.893577362234026	23	99.1339601148951
chr11	67642555	67650730	-	ENSG00000132744.8	ACY3	0.0121198881292553	0.893577362234026	1	2.29398254649657
chr1	111346600	111353013	+	ENSG00000173947.14	PIFO	0.0121848177116789	0.893577362234026	4	19.5982109964395
chr14	99971449	100144236	+	ENSG00000196405.13	EVL	0.0122063417433994	0.893577362234026	22	83.0876954480699
chr17	41966763	41977740	+	ENSG00000173786.17	CNP	0.0122848975589187	0.895745775281366	6	28.1438043157279
chr11	134331874	134378341	+	ENSG00000149328.15	GLB1L2	0.0123342497912693	0.895745775281366	3	19.7439341464819
chr9	137086985	137109183	+	ENSG00000177239.15	MAN1B1	0.0123734451716959	0.895745775281366	9	44.6191977775039
chr7	33904308	34156427	+	ENSG00000164619.10	BMPER	0.0126006657252942	0.90117916348063	9	21.0079416067861
chr9	97029677	97039643	-	ENSG00000136943.11	CTSV	0.0126466170745268	0.90117916348063	1	3.07851172120721
chr8	79610814	79666175	+	ENSG00000104435.13	STMN2	0.0126608469422379	0.90117916348063	1	2.71201098550175
chr5	35048756	35230487	-	ENSG00000113494.17	PRLR	0.0126614121875425	0.90117916348063	3	9.81690884093426
chr18	47108188	47176345	-	ENSG00000267228.7	AC012254.2	0.0126790274202995	0.90117916348063	1	3.82111401404928
chr17	61452404	61485110	+	ENSG00000121075.11	TBX4	0.0130522179938674	0.921870001234778	3	8.69842410785648
chr1	27935000	27959157	+	ENSG00000130768.15	SMPDL3B	0.0131074080788597	0.921870001234778	6	21.9320509195418
chr1	151510510	151538692	+	ENSG00000143375.15	CGN	0.0131116269489035	0.921870001234778	8	28.5005620088418
chr6	41921499	41933046	+	ENSG00000112578.10	BYSL	0.0132784760778464	0.927141830312015	4	12.6982279964128
chr2	25377198	25673647	-	ENSG00000138101.18	DTNB	0.0132814751093505	0.927141830312015	22	85.7083573012762
chr22	38084900	38110684	-	ENSG00000128298.17	BAIAP2L2	0.0133871269060621	0.931191396818115	2	5.57146023449756
chr7	43112629	43566001	+	ENSG00000002746.15	HECW1	0.0137137905399606	0.944982337654102	6	16.3040342171203
chr8	73064543	73124088	-	ENSG00000164764.11	SBSPON	0.0138103142067116	0.944982337654102	2	10.9219018559563
chr11	45847118	45883248	+	ENSG00000121671.12	CRY2	0.0138522056873991	0.944982337654102	7	29.2940543003989
chr17	76136333	76141245	-	ENSG00000129654.8	FOXJ1	0.0139001026156226	0.944982337654102	1	3.43458018819793
chr7	73293497	73301161	+	ENSG00000205578.6	POM121B	0.0139163645566969	0.944982337654102	1	2.46783989839313
chr11	76349956	76381132	-	ENSG00000137492.8	THAP12	0.0139495881737924	0.944982337654102	5	26.8779348208524
chr10	88990531	89017059	+	ENSG00000026103.22	FAS	0.0139543485583534	0.944982337654102	12	49.1124123246692
chr18	32937402	33441101	-	ENSG00000166960.16	CCDC178	0.0140070708566728	0.944982337654102	8	18.7776876250613
chr20	52972358	53495330	+	ENSG00000182463.16	TSHZ2	0.0140205094607433	0.944982337654102	4	21.1161946081919
chr14	24239643	24242674	-	ENSG00000092330.18	TINF2	0.01441406630403	0.965531887901436	8	25.6762755962173
chr19	10718079	10833488	+	ENSG00000079805.16	DNM2	0.01442419478498	0.965531887901436	20	87.7397097955904
chr9	128305159	128322447	-	ENSG00000167112.10	TRUB2	0.0144982197852655	0.966093843563613	3	16.3572324159472
chr7	75395063	75410996	+	ENSG00000178809.11	TRIM73	0.0145591564306469	0.966093843563613	4	14.4328727340148
chr20	37903111	37945350	+	ENSG00000132821.12	VSTM2L	0.0146334948547632	0.966093843563613	3	9.58904477487853
chr8	7092102	7187316	+	ENSG00000284620.2	AF228730.5	0.0146492375882164	0.966093843563613	3	16.0801396294908
chr17	27417690	27431623	+	ENSG00000266433.6	TBC1D3P5	0.0146797232957328	0.966093843563613	2	11.0171215841645
chr7	100336079	100351900	+	ENSG00000242294.6	STAG3L5P	0.0147512198793036	0.967541422016338	6	31.1428514445897
chr2	127257290	127294166	-	ENSG00000163161.14	ERCC3	0.01488734464927	0.973204142189403	13	43.3473223624721
chr1	196652043	196747504	+	ENSG00000000971.16	CFH	0.015146872888845	0.983062997061158	3	13.7585730061458
chr18	3496032	4455307	-	ENSG00000170579.17	DLGAP1	0.0152473546559131	0.983062997061158	18	74.5815237858102
chr11	62337448	62393412	+	ENSG00000162174.12	ASRGL1	0.0152624797854851	0.983062997061158	10	38.1396682881878
chrX	71215194	71225516	+	ENSG00000169562.12	GJB1	0.0152966923868811	0.983062997061158	5	20.3454974614759
chr20	35542021	35557634	+	ENSG00000125991.19	ERGIC3	0.0153035365027602	0.983062997061158	18	64.9252956285913
chr15	57953424	58497866	-	ENSG00000128918.15	ALDH1A2	0.0153399270491995	0.983062997061158	19	62.9799834176075
chr10	132186948	132205759	+	ENSG00000151640.13	DPYSL4	0.0154323078873374	0.985751274398355	5	10.2650038123014
chr6	131808016	131895155	+	ENSG00000197594.13	ENPP1	0.0155093681181151	0.986669162733692	6	26.4731044722989
chr12	63142759	63150942	-	ENSG00000166148.3	AVPR1A	0.0155663012717643	0.986669162733692	1	6.6877462498352
chr19	7629796	7643048	+	ENSG00000268400.5	AC008763.2	0.01560924359523	0.986669162733692	2	3.54929644161365
chr1	34712737	34859755	-	ENSG00000163866.9	SMIM12	0.0156869079622279	0.986669162733692	5	23.7465873585076
chr10	116056925	116273467	-	ENSG00000151892.14	GFRA1	0.0157038538822892	0.986669162733692	4	13.1630644878388
chr20	3190350	3204685	-	ENSG00000198171.13	DDRGK1	0.0157495538101357	0.986669162733692	3	15.9323887846387
chr9	137618992	137870016	+	ENSG00000181090.21	EHMT1	0.0158634021711773	0.990626386063358	37	137.225852297808
chr3	174438573	175810548	+	ENSG00000177694.16	NAALADL2	0.0159376770658665	0.992095018883524	11	47.5722159807924
chr2	182833275	182866637	-	ENSG00000162998.5	FRZB	0.0160646315142222	0.996823135165038	1	6.33014021714318
chr15	88621337	88632281	+	ENSG00000181026.15	AEN	0.0161241439314412	0.997349738240345	4	16.8119996609212
chr9	130265882	130434123	+	ENSG00000148357.16	HMCN2	0.0162727351268553	0.999993256694946	4	12.8944914692459
chr1	117929720	117966543	+	ENSG00000065183.16	WDR3	0.0163457201789123	0.999993256694946	3	18.5291697500975
chr8	1763888	1958627	+	ENSG00000283239.1	AC019257.8	0.0163795261679186	0.999993256694946	2	8.01381794010082
chr11	10511673	10541230	-	ENSG00000110315.7	RNF141	0.0164014206066696	0.999993256694946	5	26.7758627170339
chr1	1232237	1235041	+	ENSG00000176022.7	B3GALT6	0.0164666195993168	0.999993256694946	1	6.78199591714747
chr5	69639459	69679259	-	ENSG00000253203.6	GUSBP3	0.0165189211707931	0.999993256694946	2	11.398018360619
chr8	65602458	65634217	-	ENSG00000104442.10	ARMC1	0.016527703832098	0.999993256694946	4	15.4994409018891
chr17	64927634	64934203	+	ENSG00000264057.1	AC103810.1	0.0166159238484245	0.999993256694946	3	9.09829450108265
chr3	78597239	79767998	-	ENSG00000169855.20	ROBO1	0.0166600599434748	0.999993256694946	12	50.7972846015752
chr5	55112995	55173175	-	ENSG00000164287.12	CDC20B	0.0167860945033595	0.999993256694946	1	4.18879918675543
chr12	10372353	10410146	-	ENSG00000255819.7	KLRC4-KLRK1	0.0168223195705712	0.999993256694946	4	5.75395044361247
chrX	105822539	105958610	+	ENSG00000123572.17	NRK	0.017078361334231	0.999993256694946	3	14.3979053981574
chr5	74777574	74866966	-	ENSG00000198780.12	FAM169A	0.0171098204077505	0.999993256694946	6	24.7020694389406
chr10	50799409	50885675	-	ENSG00000148584.15	A1CF	0.0171271552344761	0.999993256694946	2	5.15284626136844
chr12	56360568	56362857	-	ENSG00000175336.10	APOF	0.0171439030332316	0.999993256694946	1	5.63916311800502
chr2	76747719	77593319	-	ENSG00000176204.13	LRRTM4	0.0172054422408674	0.999993256694946	4	14.8537464074552
chr8	143612618	143618048	-	ENSG00000104522.16	TSTA3	0.017206782767462	0.999993256694946	8	23.3328513371025
chr3	101681091	101686718	-	ENSG00000114391.13	RPL24	0.0172681609958745	0.999993256694946	6	30.4860890725034
chr19	50825289	50837213	-	ENSG00000174562.13	KLK15	0.0172800900663636	0.999993256694946	2	6.75503951934485
chr18	56651343	57036606	+	ENSG00000091157.13	WDR7	0.0173909047012405	0.999993256694946	10	44.2892408246492
chr8	85656442	85663497	-	ENSG00000205176.3	REXO1L1P	0.0176153691083978	0.999993256694946	1	6.54680833723973
chr4	121035613	121073021	-	ENSG00000173376.14	NDNF	0.0176302406727791	0.999993256694946	2	9.38651401552892
chr18	36297714	36780055	+	ENSG00000134775.15	FHOD3	0.0178399555273762	0.999993256694946	8	37.7098979942559
chr4	36281622	36345756	+	ENSG00000197057.9	DTHD1	0.0179875111326369	0.999993256694946	4	11.4432410914853
chr22	43039516	43089419	-	ENSG00000100271.17	TTLL1	0.0180216985001777	0.999993256694946	4	12.3187720289873
chr7	140719327	140924928	-	ENSG00000157764.13	BRAF	0.0180678481491432	0.999993256694946	18	91.2138618886553
chr8	14084845	15238431	-	ENSG00000185053.14	SGCZ	0.0180688266092366	0.999993256694946	1	2.98107729039422
chr15	84401807	84408005	-	ENSG00000272887.1	CSPG4P5	0.0180691321942764	0.999993256694946	1	1.752566102368
chr1	37492575	37514774	-	ENSG00000163875.15	MEAF6	0.018234520703098	0.999993256694946	7	36.7328069227159
chr16	29790719	29805385	+	ENSG00000079616.12	KIF22	0.0182474113695067	0.999993256694946	7	28.602605771795
chr14	94592058	94624646	+	ENSG00000273259.3	AL049839.2	0.0182904963136946	0.999993256694946	1	3.2332581914902
chr1	119648411	119744226	+	ENSG00000092621.12	PHGDH	0.0184134418136187	0.999993256694946	23	74.9090421046346
chr13	41566835	41961120	-	ENSG00000102763.18	VWA8	0.0184253513945099	0.999993256694946	4	21.3557590481933
chrX	14529298	14731812	+	ENSG00000101958.14	GLRA2	0.0184608246433877	0.999993256694946	1	2.03639830149723
chr20	58651253	58679526	+	ENSG00000124222.22	STX16	0.0185912352652373	0.999993256694946	15	55.724354723154
chr11	65261928	65326543	+	ENSG00000285816.1	AP000944.5	0.0186583864135998	0.999993256694946	1	5.54831981989436
chr16	1962058	1964841	-	ENSG00000140988.16	RPS2	0.0188272924806137	0.999993256694946	13	60.7929273977361
chr21	33229901	33297160	+	ENSG00000249624.9	AP000295.1	0.0188535673478931	0.999993256694946	3	10.6667771370786
chr9	40223285	40266845	+	ENSG00000183148.7	ANKRD20A2	0.0188999986584603	0.999993256694946	1	4.07835585680608
chr15	62163535	62165285	-	ENSG00000205502.4	C2CD4B	0.0189193450772668	0.999993256694946	1	3.65820132859238
chr15	85191438	85213905	+	ENSG00000259295.6	CSPG4P12	0.0189471010361685	0.999993256694946	2	10.8488595635593
chr4	144646156	144745271	+	ENSG00000164161.10	HHIP	0.0191076897237303	0.999993256694946	7	25.6994672542226
chr11	119044188	119057227	-	ENSG00000149428.19	HYOU1	0.0191592926511657	0.999993256694946	10	39.8571949350962
chr22	30488902	30505711	-	ENSG00000133488.15	SEC14L4	0.0191772137829912	0.999993256694946	1	3.05451191137955
chr4	87975650	87983426	+	ENSG00000118785.14	SPP1	0.0192484626107735	0.999993256694946	4	15.1841191738108
chr12	130872037	130877678	+	ENSG00000132341.12	RAN	0.0194165646858443	0.999993256694946	11	50.6992344492015
chr7	100888721	100889715	-	ENSG00000176125.6	UFSP1	0.0194206045443502	0.999993256694946	1	4.24538064400292
chr5	112861188	112898371	+	ENSG00000153037.15	SRP19	0.0195317865825307	0.999993256694946	8	34.1682886853718
chr17	47323290	47441312	+	ENSG00000178852.16	EFCAB13	0.0196163857001529	0.999993256694946	10	34.3375458758332
chr16	47077703	47143945	-	ENSG00000171208.10	NETO2	0.0196694175060473	0.999993256694946	2	9.42859063502097
chr9	127706988	127716002	+	ENSG00000160401.15	CFAP157	0.0197231235347414	0.999993256694946	2	4.9717152400053
chr15	82445719	82454837	+	ENSG00000275695.1	UBE2Q2P6	0.0197563055965843	0.999993256694946	1	3.12820845704621
chr17	46590669	46757464	+	ENSG00000073969.18	NSF	0.0199715703399564	0.999993256694946	7	25.9200304082469
chr12	54016931	54056030	+	ENSG00000198353.8	HOXC4	0.0202120010983723	0.999993256694946	3	12.3209169244554
chr9	137241287	137243707	+	ENSG00000188229.6	TUBB4B	0.0202964373264217	0.999993256694946	2	14.5674167963407
chr16	56682470	56684196	+	ENSG00000187193.9	MT1X	0.0204519312523967	0.999993256694946	3	12.3186072084752
chr19	48445841	48457022	+	ENSG00000105447.13	GRWD1	0.0206044216935833	0.999993256694946	2	7.41891346806001
chr5	176143078	176156989	-	ENSG00000283559.2	AC139491.6	0.0208402767468109	0.999993256694946	2	3.35488417737638
chr1	183186238	183245127	+	ENSG00000058085.15	LAMC2	0.0208711599103779	0.999993256694946	2	7.2659812342773
chr14	91869412	91947987	-	ENSG00000140092.14	FBLN5	0.0208829709893256	0.999993256694946	7	28.3936720928857
chr6	26114873	26123926	-	ENSG00000180596.7	H2BC4	0.0212109563016857	0.999993256694946	2	15.0445808474673
chr9	129094794	129111189	-	ENSG00000095321.17	CRAT	0.0214870679015159	0.999993256694946	5	25.1033152541392
chr17	49495293	49515008	+	ENSG00000064300.9	NGFR	0.0215614890392762	0.999993256694946	1	5.86961453059577
chrX	85277396	85379717	-	ENSG00000124429.18	POF1B	0.0215968179111293	0.999993256694946	1	5.57597284743516
chr11	131370478	132336822	+	ENSG00000182667.14	NTM	0.0216238320022207	0.999993256694946	7	18.3585109631128
chr6	42963865	42979181	-	ENSG00000124587.14	PEX6	0.0217127194313321	0.999993256694946	2	11.4124791863204
chr9	127815012	127854756	-	ENSG00000106991.13	ENG	0.0218152249758716	0.999993256694946	5	21.4067623445169
chr13	32400723	32428311	-	ENSG00000139597.18	N4BP2L1	0.0218185311645366	0.999993256694946	10	39.4347893108169
chr15	34978341	34988287	-	ENSG00000198146.4	ZNF770	0.0218711773302459	0.999993256694946	2	13.3484802685161
chr11	66593153	66606019	+	ENSG00000173992.9	CCS	0.0218810971429023	0.999993256694946	9	29.9333361936024
chr19	1491166	1497927	+	ENSG00000115255.11	REEP6	0.0219279870642621	0.999993256694946	3	12.4617081839317
chr1	76867480	77067546	+	ENSG00000117069.15	ST6GALNAC5	0.0219363807294327	0.999993256694946	3	10.6274824615204
chrX	136146702	136211359	+	ENSG00000022267.19	FHL1	0.0221495456602519	0.999993256694946	10	43.2597787689926
chr5	70516387	70555266	-	ENSG00000196302.5	AC146944.1	0.0222647672477525	0.999993256694946	1	8.02487585324519
chr3	37861880	37984469	+	ENSG00000144677.15	CTDSPL	0.0223029124952546	0.999993256694946	7	32.8764368408556
chrX	35919734	36385317	+	ENSG00000165164.14	CFAP47	0.0223621737381154	0.999993256694946	3	6.35210666428196
chr2	86440647	86492716	+	ENSG00000115548.17	KDM3A	0.022373537627809	0.999993256694946	12	51.4380317896434
chr1	154983338	154993111	+	ENSG00000160688.19	FLAD1	0.0225237528738662	0.999993256694946	11	36.2492711423746
chr16	2496032	2520218	+	ENSG00000260272.1	AC093525.2	0.0225612664958454	0.999993256694946	1	1.3744446992239
chr1	215005775	215237093	+	ENSG00000082482.13	KCNK2	0.0225762974508137	0.999993256694946	1	4.06718522704924
chr5	151771045	151812785	+	ENSG00000145907.15	G3BP1	0.0229460459490399	0.999993256694946	9	53.6028130112974
chr7	74796144	74851551	-	ENSG00000196275.14	GTF2IRD2	0.0230008355674684	0.999993256694946	7	36.4678020416016
chr2	130680050	130685863	+	ENSG00000214081.8	CYP4F30P	0.0233669158509755	0.999993256694946	3	17.3790286685483
chr3	62369681	62374324	-	ENSG00000153266.13	FEZF2	0.0235569948880244	0.999993256694946	1	1.96013123693141
chr19	49340595	49362457	-	ENSG00000074219.13	TEAD2	0.0236275556668237	0.999993256694946	6	25.0742342705787
chr6	24544104	24646191	-	ENSG00000137261.14	KIAA0319	0.0238383865739018	0.999993256694946	2	4.2144271253329
chr10	93591687	93601744	-	ENSG00000138207.14	RBP4	0.0239452956941549	0.999993256694946	2	3.3875816011651
chr15	65092770	65115197	-	ENSG00000246922.8	UBAP1L	0.0240503249481278	0.999993256694946	2	10.6560090203903
chr17	3802158	3846246	-	ENSG00000074356.17	NCBP3	0.0241838845812139	0.999993256694946	6	30.0900856166123
chr10	79068966	79316528	+	ENSG00000108175.17	ZMIZ1	0.0242997458725979	0.999993256694946	5	26.5231361184996
chr4	1793293	1808872	+	ENSG00000068078.18	FGFR3	0.0243085124317254	0.999993256694946	8	29.6010147645682
chr3	74262568	74521140	-	ENSG00000113805.8	CNTN3	0.0243959782297182	0.999993256694946	2	12.7728640977585
chr6	28080568	28089563	+	ENSG00000197279.4	ZNF165	0.0246225987144919	0.999993256694946	1	5.40980237652835
chr8	132685007	132760712	-	ENSG00000165071.14	TMEM71	0.0246500488157112	0.999993256694946	5	12.8872884156299
chr14	100291116	100306547	-	ENSG00000197119.13	SLC25A29	0.0246740223645859	0.999993256694946	13	49.5571907028628
chr16	58025754	58046901	+	ENSG00000102996.5	MMP15	0.0247344894701547	0.999993256694946	1	6.49815573334076
chr6	133889138	133895553	+	ENSG00000118526.6	TCF21	0.0250655816667421	0.999993256694946	2	11.4601179477936
chr9	5450503	5470566	+	ENSG00000120217.14	CD274	0.025103854422768	0.999993256694946	2	7.33701545273614
chr3	31532638	31637616	+	ENSG00000163527.10	STT3B	0.025273149485046	0.999993256694946	6	25.8158810135506
chrX	11111301	11123086	+	ENSG00000004961.15	HCCS	0.0256762268387366	0.999993256694946	3	14.9591396585272
