chr_x	start_x	end_x	chr_y	start_y	end_y	loopID	Benign	Malignant
chr11	63460000	63500000	chr11	63730000	63750000	11312_11316	3	1
chr11	63810000	63840000	chr11	63940000	63960000	11318_11319	4	2
chr11	63990000	64020000	chr11	64130000	64160000	11320_11321	5	9
chr11	64350000	64380000	chr11	64640000	64680000	11322_11325	1	4
chr11	65340000	65400000	chr11	65500000	65530000	11328_11330	5	12
chr11	65690000	65730000	chr11	65970000	66010000	11332_11336	2	6
chr11	66550000	66590000	chr11	66670000	66710000	11344_11345	5	3
chr11	66670000	66710000	chr11	66820000	66850000	11345_11346	5	12
chr11	68020000	68060000	chr11	68190000	68210000	11349_11350	3	7
chr11	68240000	68270000	chr11	68420000	68450000	11351_11352	5	9
chr11	69090000	69130000	chr11	69630000	69710000	11363_11368	4	12
chr11	69250000	69300000	chr11	69630000	69710000	11366_11368	4	6
chr11	69630000	69710000	chr11	69870000	69930000	11368_11370	5	11
chr11	69630000	69710000	chr11	70180000	70210000	11368_11371	5	11
chr1	176350000	176390000	chr1	176840000	176920000	1136_1141	3	10
chr11	69870000	69930000	chr11	70180000	70210000	11370_11371	5	12
chr11	70450000	70490000	chr11	70750000	70770000	11372_11374	5	8
chr11	71080000	71120000	chr11	71350000	71380000	11377_11380	3	1
chr1	176540000	176570000	chr1	176840000	176920000	1137_1141	4	9
chr11	71990000	72030000	chr11	72100000	72150000	11387_11388	3	4
chr11	72460000	72490000	chr11	72660000	72690000	11392_11394	2	5
chr11	72710000	72740000	chr11	73150000	73180000	11395_11400	5	4
chr11	72830000	72850000	chr11	73150000	73180000	11397_11400	5	12
chr11	72830000	72850000	chr11	73230000	73270000	11397_11401	2	6
chr1	12450000	12480000	chr1	12590000	12680000	113_114	3	5
chr11	73380000	73410000	chr11	73640000	73660000	11404_11406	2	5
chr11	74240000	74270000	chr11	74430000	74470000	11410_11412	4	8
chr11	74240000	74270000	chr11	74560000	74590000	11410_11413	1	4
chr11	74430000	74470000	chr11	74560000	74590000	11412_11413	3	6
chr1	176840000	176920000	chr1	177160000	177190000	1141_1143	3	2
chr1	176840000	176920000	chr1	177760000	177800000	1141_1148	3	7
chr1	176840000	176920000	chr1	177910000	177970000	1141_1150	3	11
chr11	75270000	75290000	chr11	75380000	75410000	11420_11421	1	3
chr11	75420000	75450000	chr11	75520000	75550000	11422_11423	4	9
chr11	75880000	75910000	chr11	76140000	76170000	11426_11427	5	11
chr11	75880000	75910000	chr11	76300000	76330000	11426_11429	5	3
chr11	76720000	76740000	chr11	76910000	76930000	11431_11434	3	2
chr11	77180000	77220000	chr11	77530000	77560000	11439_11441	5	11
chr11	78210000	78230000	chr11	78550000	78570000	11443_11445	2	5
chr11	78410000	78430000	chr11	78550000	78570000	11444_11445	4	8
chr11	78630000	78660000	chr11	78950000	78980000	11446_11450	4	7
chr11	78630000	78660000	chr11	79060000	79110000	11446_11451	5	8
chr11	78630000	78660000	chr11	79490000	79510000	11446_11456	3	5
chr1	177240000	177270000	chr1	177760000	177800000	1145_1148	4	5
chr11	81630000	81670000	chr11	82680000	82730000	11465_11474	3	6
chr11	82850000	82930000	chr11	83210000	83270000	11475_11478	6	9
chr11	82850000	82930000	chr11	83780000	83850000	11475_11482	4	6
chr11	83210000	83270000	chr11	83780000	83850000	11478_11482	1	4
chr11	83280000	83320000	chr11	83710000	83730000	11479_11481	2	3
chr11	83280000	83320000	chr11	83780000	83850000	11479_11482	4	8
chr11	84560000	84580000	chr11	84710000	84730000	11486_11487	1	4
chr11	85840000	85870000	chr11	86190000	86230000	11494_11497	3	2
chr11	85940000	85960000	chr11	86190000	86230000	11495_11497	2	7
chr11	86030000	86050000	chr11	86190000	86230000	11496_11497	5	3
chr11	86430000	86470000	chr11	86590000	86620000	11499_11500	3	1
chr11	86430000	86470000	chr11	86800000	86840000	11499_11502	5	10
chr11	86590000	86620000	chr11	86800000	86840000	11500_11502	3	4
chr11	86940000	86980000	chr11	87270000	87300000	11504_11507	5	9
chr1	178020000	178060000	chr1	178270000	178320000	1151_1152	3	2
chr11	93220000	93250000	chr11	93530000	93560000	11520_11522	3	4
chr11	93220000	93250000	chr11	93630000	93660000	11520_11523	5	6
chr11	94610000	94630000	chr11	94870000	94900000	11529_11532	4	4
chr1	178270000	178320000	chr1	178490000	178560000	1152_1153	4	2
chr1	178270000	178320000	chr1	178980000	179020000	1152_1158	3	1
chr11	95070000	95080000	chr11	95740000	95780000	11536_11540	3	1
chr11	95140000	95160000	chr11	95740000	95780000	11537_11540	4	8
chr1	178490000	178560000	chr1	178740000	178780000	1153_1155	5	11
chr1	178490000	178560000	chr1	178980000	179020000	1153_1158	5	12
chr11	95820000	95850000	chr11	96340000	96410000	11541_11543	5	6
chr11	96020000	96070000	chr11	96340000	96410000	11542_11543	5	4
chr11	100570000	100590000	chr11	100840000	100860000	11547_11549	3	3
chr11	100970000	101010000	chr11	101410000	101470000	11552_11553	1	4
chr11	101410000	101470000	chr11	101840000	101870000	11553_11554	5	3
chr11	101410000	101470000	chr11	101970000	102020000	11553_11555	4	1
chr11	101840000	101870000	chr11	101970000	102020000	11554_11555	3	2
chr11	102300000	102350000	chr11	102490000	102510000	11558_11559	4	3
chr1	178740000	178780000	chr1	178980000	179020000	1155_1158	4	8
chr11	107560000	107590000	chr11	107680000	107700000	11572_11573	1	5
chr11	109940000	109960000	chr11	110180000	110210000	11584_11585	1	3
chr11	109940000	109960000	chr11	110360000	110390000	11584_11587	1	3
chr11	110180000	110210000	chr11	110360000	110390000	11585_11587	5	7
chr11	110420000	110480000	chr11	111210000	111260000	11588_11598	5	11
chr11	110420000	110480000	chr11	111420000	111460000	11588_11600	5	4
chr11	110700000	110720000	chr11	111210000	111260000	11591_11598	4	5
chr11	111280000	111300000	chr11	111420000	111460000	11599_11600	5	12
chr1	179070000	179100000	chr1	179350000	179380000	1159_1163	5	8
chr1	13650000	13690000	chr1	13800000	13830000	115_116	4	8
chr1	13650000	13690000	chr1	13940000	13990000	115_117	5	9
chr11	111580000	111600000	chr11	111760000	111860000	11601_11602	9	20
chr11	112270000	112310000	chr11	112550000	112610000	11606_11608	4	4
chr11	112270000	112310000	chr11	113260000	113330000	11606_11612	5	10
chr11	112550000	112610000	chr11	113100000	113140000	11608_11610	4	7
chr11	112550000	112610000	chr11	113260000	113330000	11608_11612	5	11
chr11	113260000	113330000	chr11	113530000	113540000	11612_11613	4	5
chr11	113260000	113330000	chr11	113720000	113750000	11612_11614	5	9
chr11	113880000	113900000	chr11	114230000	114270000	11616_11620	5	11
chr11	113990000	114080000	chr11	114160000	114200000	11618_11619	4	9
chr11	113990000	114080000	chr11	114230000	114270000	11618_11620	6	14
chr1	179240000	179260000	chr1	179350000	179380000	1161_1163	1	5
chr11	114330000	114360000	chr11	114750000	114770000	11621_11623	5	3
chr11	115310000	115360000	chr11	115480000	115520000	11629_11631	4	10
chr11	115310000	115360000	chr11	116220000	116290000	11629_11641	5	10
chr11	116760000	116800000	chr11	117090000	117130000	11644_11647	5	5
chr11	116760000	116800000	chr11	117210000	117240000	11644_11648	3	5
chr11	116850000	116890000	chr11	117090000	117130000	11645_11647	5	8
chr11	116850000	116890000	chr11	117210000	117240000	11645_11648	3	3
chr11	117410000	117450000	chr11	117790000	117850000	11650_11651	4	8
chr11	117410000	117450000	chr11	117930000	117970000	11650_11652	3	4
chr11	117410000	117450000	chr11	118040000	118090000	11650_11653	3	9
chr11	117790000	117850000	chr11	117930000	117970000	11651_11652	4	5
chr11	117790000	117850000	chr11	118040000	118090000	11651_11653	1	5
chr11	118170000	118210000	chr11	118330000	118360000	11654_11656	4	2
chr11	118380000	118400000	chr11	118480000	118510000	11657_11658	2	3
chr1	179700000	179720000	chr1	179800000	179820000	1165_1166	2	6
chr11	118680000	118700000	chr11	118940000	118970000	11661_11664	5	5
chr11	119470000	119500000	chr11	120090000	120140000	11668_11675	4	11
chr11	119640000	119670000	chr11	120090000	120140000	11670_11675	5	11
chr11	119730000	119750000	chr11	120090000	120140000	11672_11675	1	5
chr11	120160000	120180000	chr11	120290000	120310000	11676_11679	3	2
chr1	179840000	179880000	chr1	180150000	180210000	1167_1169	1	3
chr11	120490000	120530000	chr11	120670000	120700000	11683_11684	4	12
chr11	120490000	120530000	chr11	120940000	120970000	11683_11687	3	7
chr11	120490000	120530000	chr11	121100000	121130000	11683_11689	3	7
chr11	121300000	121330000	chr11	121520000	121600000	11694_11696	5	13
chr11	121630000	121680000	chr11	122100000	122110000	11697_11701	3	3
chr11	121630000	121680000	chr11	122190000	122230000	11697_11703	5	8
chr11	121630000	121680000	chr11	122480000	122520000	11697_11706	5	10
chr1	13800000	13830000	chr1	13940000	13990000	116_117	3	6
chr11	122190000	122230000	chr11	122480000	122520000	11703_11706	4	6
chr11	122610000	122640000	chr11	122770000	122790000	11708_11709	4	5
chr11	122830000	122890000	chr11	123020000	123050000	11710_11711	5	10
chr11	123100000	123120000	chr11	123240000	123260000	11712_11713	5	10
chr11	123280000	123310000	chr11	123460000	123490000	11714_11715	2	4
chr11	124050000	124080000	chr11	124570000	124610000	11720_11724	3	1
chr11	124400000	124420000	chr11	124570000	124610000	11722_11724	5	5
chr11	124640000	124670000	chr11	124760000	124790000	11725_11726	4	5
chr11	124640000	124670000	chr11	124830000	124870000	11725_11727	5	11
chr11	124950000	124970000	chr11	125110000	125170000	11729_11731	2	5
chr11	124950000	124970000	chr11	125390000	125430000	11729_11733	4	6
chr11	125070000	125100000	chr11	125390000	125430000	11730_11733	3	5
chr11	125110000	125170000	chr11	125340000	125360000	11731_11732	1	6
chr11	125110000	125170000	chr11	125390000	125430000	11731_11733	2	3
chr11	125560000	125630000	chr11	125860000	125890000	11734_11737	2	6
chr11	125910000	125940000	chr11	126030000	126080000	11738_11739	2	3
chr11	125910000	125940000	chr11	126170000	126210000	11738_11740	5	12
chr1	180510000	180540000	chr1	180840000	180910000	1173_1175	4	6
chr1	180510000	180540000	chr1	181140000	181170000	1173_1177	5	6
chr11	126300000	126320000	chr11	126410000	126510000	11742_11743	4	9
chr11	126410000	126510000	chr11	126970000	127010000	11743_11748	3	9
chr11	126590000	126630000	chr11	126970000	127010000	11745_11748	2	3
chr11	126710000	126730000	chr11	126970000	127010000	11747_11748	2	6
chr11	128020000	128040000	chr11	128810000	128860000	11753_11761	5	7
chr11	128150000	128200000	chr11	128620000	128650000	11754_11758	5	12
chr11	128150000	128200000	chr11	128810000	128860000	11754_11761	5	12
chr11	128280000	128310000	chr11	128540000	128570000	11755_11757	1	4
chr11	128280000	128310000	chr11	128620000	128650000	11755_11758	5	10
chr1	180840000	180910000	chr1	181140000	181170000	1175_1177	5	6
chr11	129100000	129130000	chr11	129320000	129380000	11764_11766	5	9
chr11	129320000	129380000	chr11	129680000	129700000	11766_11767	1	5
chr11	129320000	129380000	chr11	129720000	129770000	11766_11768	5	11
chr11	129910000	129940000	chr11	130120000	130150000	11770_11771	5	11
chr11	130190000	130230000	chr11	130390000	130450000	11772_11774	2	6
chr11	130190000	130230000	chr11	130840000	130900000	11772_11777	5	9
chr11	130390000	130450000	chr11	130840000	130900000	11774_11777	5	12
chr11	131040000	131080000	chr11	131660000	131690000	11780_11784	3	7
chr1	181190000	181200000	chr1	181410000	181430000	1178_1179	5	12
chr11	133060000	133160000	chr11	133810000	133850000	11794_11797	7	15
chr11	133920000	133950000	chr11	134030000	134060000	11798_11799	3	6
chr11	133920000	133950000	chr11	134130000	134150000	11798_11800	3	8
chr1	13940000	13990000	chr1	15020000	15060000	117_126	4	5
chr11	134360000	134390000	chr11	134710000	134740000	11801_11803	2	5
chr11	134560000	134600000	chr11	134710000	134740000	11802_11803	1	3
chr12	440000	460000	chr12	540000	590000	11806_11807	5	9
chr12	540000	590000	chr12	720000	760000	11807_11808	2	4
chr12	540000	590000	chr12	800000	840000	11807_11810	5	9
chr1	181460000	181510000	chr1	182050000	182070000	1180_1184	5	12
chr1	181460000	181510000	chr1	182380000	182450000	1180_1187	1	4
chr12	1110000	1130000	chr12	1560000	1600000	11814_11817	5	11
chr12	1640000	1660000	chr12	1780000	1830000	11818_11819	5	9
chr12	1640000	1660000	chr12	1920000	1950000	11818_11820	5	10
chr12	1780000	1830000	chr12	1920000	1950000	11819_11820	5	11
chr12	2030000	2070000	chr12	2560000	2610000	11822_11826	3	2
chr12	3100000	3150000	chr12	3260000	3280000	11831_11833	5	10
chr12	3290000	3330000	chr12	3630000	3670000	11834_11836	4	9
chr12	3290000	3330000	chr12	3770000	3800000	11834_11838	5	11
chr12	3880000	3900000	chr12	3970000	4050000	11841_11843	4	6
chr12	3880000	3900000	chr12	4260000	4290000	11841_11845	5	7
chr12	3970000	4050000	chr12	4260000	4290000	11843_11845	5	8
chr12	4850000	4870000	chr12	4990000	5010000	11848_11849	4	7
chr12	5150000	5190000	chr12	5420000	5450000	11851_11853	5	10
chr12	5980000	6000000	chr12	6270000	6300000	11857_11860	3	5
chr12	6060000	6080000	chr12	6180000	6200000	11858_11859	2	6
chr12	6060000	6080000	chr12	6270000	6300000	11858_11860	5	9
chr12	6180000	6200000	chr12	6270000	6300000	11859_11860	3	9
chr1	182080000	182120000	chr1	182380000	182450000	1185_1187	5	10
chr12	6320000	6350000	chr12	6460000	6470000	11861_11863	1	4
chr12	6930000	6960000	chr12	7100000	7120000	11869_11870	2	7
chr1	182140000	182150000	chr1	182380000	182450000	1186_1187	2	3
chr12	7210000	7240000	chr12	7450000	7470000	11872_11874	4	6
chr12	7210000	7240000	chr12	7620000	7650000	11872_11876	5	10
chr12	7850000	7870000	chr12	7980000	8010000	11880_11881	5	9
chr12	8650000	8690000	chr12	8860000	8900000	11882_11883	5	9
chr12	8650000	8690000	chr12	9030000	9050000	11882_11885	5	7
chr12	10220000	10250000	chr12	10530000	10580000	11891_11894	4	7
chr12	10730000	10790000	chr12	11450000	11510000	11897_11901	4	7
chr12	11190000	11240000	chr12	11450000	11510000	11899_11901	1	7
chr1	182580000	182610000	chr1	182760000	182800000	1189_1190	5	12
chr12	11560000	11600000	chr12	12020000	12050000	11902_11906	5	12
chr12	11560000	11600000	chr12	12320000	12340000	11902_11908	5	4
chr12	12060000	12090000	chr12	12320000	12340000	11907_11908	4	6
chr12	12350000	12390000	chr12	12560000	12580000	11909_11910	3	1
chr12	12350000	12390000	chr12	12620000	12720000	11909_11912	5	14
chr12	12910000	12930000	chr12	13200000	13230000	11914_11917	2	6
chr12	13000000	13030000	chr12	13200000	13230000	11915_11917	3	7
chr12	13090000	13110000	chr12	13200000	13230000	11916_11917	3	9
chr12	13250000	13280000	chr12	13650000	13670000	11918_11922	1	3
chr12	13850000	13880000	chr12	14140000	14180000	11924_11925	3	3
chr12	14210000	14260000	chr12	14360000	14380000	11926_11927	1	7
chr12	14210000	14260000	chr12	14410000	14430000	11926_11928	1	3
chr12	14210000	14260000	chr12	14620000	14640000	11926_11932	2	4
chr12	14820000	14860000	chr12	14990000	15000000	11938_11939	4	8
chr12	15260000	15300000	chr12	15510000	15530000	11942_11943	3	7
chr12	15260000	15300000	chr12	15840000	15870000	11942_11946	2	3
chr12	15570000	15610000	chr12	15840000	15870000	11944_11946	5	10
chr12	18860000	18880000	chr12	19170000	19210000	11962_11964	1	6
chr1	183650000	183670000	chr1	183900000	183930000	1196_1197	5	11
chr12	19740000	19770000	chr12	20360000	20390000	11970_11974	1	5
chr12	21690000	21710000	chr12	21980000	22020000	11982_11983	5	10
chr12	22070000	22110000	chr12	22320000	22360000	11984_11985	3	6
chr12	24980000	25000000	chr12	25120000	25150000	11992_11993	5	8
chr12	25200000	25260000	chr12	25380000	25400000	11994_11995	4	7
chr12	25420000	25450000	chr12	26010000	26060000	11996_11999	4	5
chr1	184060000	184090000	chr1	184570000	184590000	1199_1203	3	2
chr1	184060000	184090000	chr1	184660000	184710000	1199_1206	5	7
chr1	14090000	14130000	chr1	15020000	15060000	119_126	1	8
chr12	26090000	26130000	chr12	26630000	26670000	12000_12003	2	6
chr12	27020000	27040000	chr12	27290000	27320000	12006_12008	4	4
chr12	27420000	27450000	chr12	27620000	27670000	12009_12011	4	8
chr1	184210000	184260000	chr1	184660000	184710000	1200_1206	4	7
chr12	27720000	27750000	chr12	27930000	27970000	12012_12013	3	2
chr12	29070000	29090000	chr12	29300000	29340000	12020_12021	2	4
chr12	29500000	29570000	chr12	29740000	29760000	12022_12023	1	3
chr12	29500000	29570000	chr12	30260000	30310000	12022_12026	3	6
chr12	29500000	29570000	chr12	30810000	30870000	12022_12033	3	9
chr12	30810000	30870000	chr12	30980000	31000000	12033_12034	5	8
chr12	30810000	30870000	chr12	31230000	31270000	12033_12035	3	4
chr12	31390000	31420000	chr12	31610000	31640000	12036_12037	5	10
chr12	31650000	31690000	chr12	32050000	32070000	12038_12042	1	3
chr12	31650000	31690000	chr12	32300000	32330000	12038_12047	5	9
chr12	32050000	32070000	chr12	32300000	32330000	12042_12047	3	3
chr12	32350000	32380000	chr12	32640000	32680000	12048_12052	5	6
chr12	32440000	32480000	chr12	32640000	32680000	12050_12052	3	6
chr12	32750000	32790000	chr12	32910000	32960000	12053_12055	2	3
chr12	32750000	32790000	chr12	34000000	34030000	12053_12058	4	5
chr12	32910000	32960000	chr12	34000000	34030000	12055_12058	1	4
chr12	38910000	38930000	chr12	39090000	39110000	12061_12062	2	6
chr12	39760000	39790000	chr12	39970000	40000000	12068_12069	4	4
chr12	40610000	40640000	chr12	40900000	40980000	12071_12073	5	8
chr12	40900000	40980000	chr12	42010000	42040000	12073_12080	4	6
chr12	41260000	41300000	chr12	42010000	42040000	12075_12080	5	5
chr1	184800000	184820000	chr1	184970000	185000000	1207_1208	5	8
chr12	42120000	42150000	chr12	42320000	42360000	12081_12082	5	8
chr12	42470000	42500000	chr12	43260000	43330000	12085_12090	4	7
chr12	42560000	42600000	chr12	43260000	43330000	12086_12090	1	4
chr12	43760000	43780000	chr12	43870000	43890000	12094_12095	1	4
chr12	45150000	45190000	chr12	45380000	45410000	12103_12105	5	2
chr12	46100000	46110000	chr12	46920000	46980000	12111_12117	2	3
chr12	46120000	46170000	chr12	46290000	46370000	12112_12113	1	4
chr12	46120000	46170000	chr12	46640000	46690000	12112_12116	1	4
chr12	46290000	46370000	chr12	46640000	46690000	12113_12116	5	7
chr12	46290000	46370000	chr12	46920000	46980000	12113_12117	3	4
chr1	185300000	185340000	chr1	185660000	185700000	1211_1212	2	3
chr12	47710000	47740000	chr12	47830000	47850000	12125_12126	2	3
chr12	48220000	48250000	chr12	48610000	48630000	12132_12134	3	1
chr12	49070000	49100000	chr12	49230000	49250000	12137_12138	3	5
chr1	185710000	185730000	chr1	186200000	186230000	1213_1214	2	3
chr12	49340000	49370000	chr12	49500000	49530000	12140_12141	5	12
chr12	49860000	49880000	chr12	50050000	50070000	12144_12146	2	7
chr12	49960000	49970000	chr12	50050000	50070000	12145_12146	4	6
chr12	50470000	50510000	chr12	50630000	50660000	12152_12153	5	9
chr12	50470000	50510000	chr12	50710000	50740000	12152_12155	3	2
chr12	50810000	50840000	chr12	50970000	51000000	12157_12158	5	7
chr12	50810000	50840000	chr12	51330000	51360000	12157_12161	1	3
chr12	51040000	51080000	chr12	51330000	51360000	12159_12161	3	3
chr1	186390000	186420000	chr1	186950000	187000000	1215_1220	3	5
chr12	51410000	51430000	chr12	51800000	51850000	12162_12164	2	8
