loop_chr_x	loop_start_x	loop_end_x	loop_chr_y	loop_start_y	loop_end_y	loop_anchor_ID_x	loop_anchor_ID_y	loop_loopID	loop_Loop_Type	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr21	38490000	38530000	chr21	38700000	38760000	16910	16914	16910_16914	nonT2E-specific	chr21	38497961	38498462	5.04	2.64	2.4	2.41e-06	0.000177
chr3	193770000	193810000	chr3	194060000	194090000	4286	4289	4286_4289	shared	chr3	193797858	193798359	4.82	2.96	1.87	2.55e-06	0.000185
chr3	193770000	193810000	chr3	194120000	194160000	4286	4290	4286_4290	shared	chr3	193797858	193798359	4.82	2.96	1.87	2.55e-06	0.000185
chr3	193770000	193810000	chr3	194290000	194360000	4286	4291	4286_4291	shared	chr3	193797858	193798359	4.82	2.96	1.87	2.55e-06	0.000185
chr21	31850000	31890000	chr21	32240000	32320000	16862	16863	16862_16863	shared	chr21	31874905	31875406	5.81	4.34	1.48	2.6e-06	0.000188
chr1	113120000	113160000	chr1	113660000	113700000	817	822	817_822	shared	chr1	113154657	113155158	2.12	4.81	-2.7	2.66e-06	0.000191
chr1	235510000	235540000	chr1	235760000	235800000	1546	1547	1546_1547	shared	chr1	235523727	235524228	2.74	5.33	-2.59	2.67e-06	0.000191
chr11	86590000	86620000	chr11	86800000	86840000	11500	11502	11500_11502	shared	chr11	86596885	86597386	5.47	3.5	1.97	2.74e-06	0.000194
chr12	124340000	124380000	chr12	124740000	124800000	12693	12700	12693_12700	shared	chr12	124343920	124344421	5.14	3.23	1.92	2.97e-06	0.000208
chr7	107860000	107900000	chr7	108130000	108150000	8060	8061	8060_8061	nonT2E-specific	chr7	107867459	107867960	3.22	5.46	-2.24	3.07e-06	0.000213
chr1	19900000	19960000	chr1	20150000	20170000	178	180	178_180	shared	chr1	19925238	19925739	4.61	2.02	2.59	3.13e-06	0.000217
chr1	19900000	19960000	chr1	20470000	20500000	178	183	178_183	shared	chr1	19925238	19925739	4.61	2.02	2.59	3.13e-06	0.000217
chr8	27420000	27480000	chr8	27580000	27620000	8515	8516	8515_8516	shared	chr8	27477905	27478406	3.76	5.35	-1.6	3.16e-06	0.000218
chr15	72700000	72730000	chr15	73240000	73280000	14064	14067	14064_14067	T2E-specific	chr15	72728679	72729180	2.4	5.08	-2.69	3.2e-06	0.000221
chr3	138900000	138960000	chr3	139320000	139340000	3933	3935	3933_3935	shared	chr3	138946432	138946933	7.13	5.55	1.58	3.32e-06	0.000226
chr8	52100000	52130000	chr8	52390000	52420000	8645	8647	8645_8647	shared	chr8	52114421	52114922	3.41	5.31	-1.9	3.35e-06	0.000227
chr4	105140000	105150000	chr4	105460000	105480000	4796	4797	4796_4797	shared	chr4	105143102	105143603	3.85	5.33	-1.48	3.36e-06	0.000228
chr2	99330000	99360000	chr2	99480000	99500000	2222	2223	2222_2223	shared	chr2	99349618	99350119	1.24	4.42	-3.18	3.36e-06	0.000228
chr1	24650000	24700000	chr1	24820000	24870000	222	223	222_223	shared	chr1	24655795	24656296	3.97	5.44	-1.47	3.59e-06	0.000241
chr1	24650000	24700000	chr1	25200000	25230000	222	227	222_227	shared	chr1	24655795	24656296	3.97	5.44	-1.47	3.59e-06	0.000241
chr12	14820000	14860000	chr12	14990000	15000000	11938	11939	11938_11939	shared	chr12	14824868	14825369	3.85	5.4	-1.55	3.68e-06	0.000246
chr6	20280000	20310000	chr6	20500000	20530000	6371	6373	6371_6373	shared	chr6	20289924	20290425	-0.1	4.32	-4.42	3.7e-06	0.000247
chr10	92060000	92100000	chr10	92420000	92450000	10571	10574	10571_10574	shared	chr10	92092327	92092828	2.5	4.97	-2.47	3.95e-06	0.000259
chr10	30390000	30420000	chr10	30550000	30590000	10142	10144	10142_10144	shared	chr10	30418279	30418780	5.61	4.15	1.47	3.95e-06	0.000259
chr1	207070000	207110000	chr1	207390000	207420000	1316	1319	1316_1319	shared	chr1	207077213	207077714	3.8	5.43	-1.63	4.21e-06	0.000272
chr1	12380000	12420000	chr1	12590000	12680000	112	114	112_114	shared	chr1	12383840	12384341	5.3	3.53	1.77	4.3e-06	0.000275
chr9	89530000	89630000	chr9	89920000	89940000	9485	9489	9485_9489	shared	chr9	89557463	89557964	4.64	1.2	3.44	4.72e-06	0.000296
chr9	89530000	89630000	chr9	90080000	90110000	9485	9492	9485_9492	shared	chr9	89557463	89557964	4.64	1.2	3.44	4.72e-06	0.000296
chr9	89530000	89630000	chr9	90850000	90930000	9485	9498	9485_9498	shared	chr9	89557463	89557964	4.64	1.2	3.44	4.72e-06	0.000296
chr7	154900000	154930000	chr7	155330000	155370000	8305	8307	8305_8307	shared	chr7	154911520	154912021	5.25	3.07	2.18	5.31e-06	0.000325
chr9	112060000	112120000	chr9	112330000	112380000	9673	9675	9673_9675	shared	chr9	112078043	112078544	5.78	4.6	1.18	5.31e-06	0.000325
chr22	43240000	43270000	chr22	43350000	43410000	17225	17226	17225_17226	shared	chr22	43257849	43258350	4.99	2.73	2.26	5.44e-06	0.000331
chr9	89530000	89630000	chr9	89920000	89940000	9485	9489	9485_9489	shared	chr9	89598763	89599264	3.52	5.14	-1.62	5.9e-06	0.000354
chr9	89530000	89630000	chr9	90080000	90110000	9485	9492	9485_9492	shared	chr9	89598763	89599264	3.52	5.14	-1.62	5.9e-06	0.000354
chr9	89530000	89630000	chr9	90850000	90930000	9485	9498	9485_9498	shared	chr9	89598763	89599264	3.52	5.14	-1.62	5.9e-06	0.000354
chr5	55320000	55350000	chr5	55670000	55700000	5363	5368	5363_5368	shared	chr5	55343782	55344283	3.86	5.4	-1.54	6.02e-06	0.000359
chr10	33180000	33220000	chr10	34620000	34650000	10167	10182	10167_10182	shared	chr10	33196900	33197401	4.87	6.19	-1.32	6.26e-06	0.000369
chr5	95640000	95660000	chr5	95820000	95880000	5643	5645	5643_5645	shared	chr5	95652925	95653426	3.49	5.24	-1.75	6.32e-06	0.000371
chr8	52920000	52980000	chr8	53710000	53740000	8652	8662	8652_8662	shared	chr8	52971740	52972241	2.91	4.79	-1.88	6.52e-06	0.000379
chr8	52920000	52980000	chr8	53790000	53830000	8652	8663	8652_8663	shared	chr8	52971740	52972241	2.91	4.79	-1.88	6.52e-06	0.000379
chr8	27420000	27480000	chr8	27580000	27620000	8515	8516	8515_8516	shared	chr8	27426274	27426775	3.96	5.34	-1.38	6.57e-06	0.000381
chr3	42080000	42130000	chr3	42190000	42220000	3336	3337	3336_3337	shared	chr3	42129151	42129652	5.18	6.45	-1.27	6.64e-06	0.000385
chr2	105340000	105380000	chr2	105510000	105540000	2267	2268	2267_2268	shared	chr2	105378238	105378739	5.31	3.83	1.49	6.81e-06	0.000392
chr12	107750000	107770000	chr12	107870000	107940000	12539	12540	12539_12540	shared	chr12	107764267	107764768	3.98	5.53	-1.54	7.04e-06	0.000403
chr16	84710000	84770000	chr16	84940000	84970000	14754	14755	14754_14755	shared	chr16	84758674	84759175	6.34	5.3	1.04	7.2e-06	0.00041
chr10	42740000	42780000	chr10	43070000	43120000	10213	10217	10213_10217	shared	chr10	42749577	42750078	1.11	4.56	-3.45	7.33e-06	0.000416
chr21	38490000	38530000	chr21	39110000	39160000	16910	16919	16910_16919	shared	chr21	38494622	38495123	5.17	3.09	2.07	7.51e-06	0.000425
chr21	38490000	38530000	chr21	38700000	38760000	16910	16914	16910_16914	nonT2E-specific	chr21	38494622	38495123	5.17	3.09	2.07	7.51e-06	0.000425
chr7	107860000	107900000	chr7	108130000	108150000	8060	8061	8060_8061	nonT2E-specific	chr7	107865979	107866480	4.17	5.9	-1.73	7.81e-06	0.000439
chr5	96740000	96770000	chr5	97150000	97170000	5650	5653	5650_5653	shared	chr5	96753323	96753824	4.84	3	1.84	8.07e-06	0.000451
chr12	93100000	93170000	chr12	93380000	93410000	12406	12407	12406_12407	shared	chr12	93104348	93104849	3.39	5.28	-1.89	8.26e-06	0.000461
chr22	48560000	48600000	chr22	49280000	49320000	17272	17279	17272_17279	shared	chr22	48576199	48576700	5.82	3.99	1.83	8.49e-06	0.000471
chr1	228670000	228740000	chr1	229130000	229160000	1480	1484	1480_1484	shared	chr1	228731262	228731763	3.72	5.29	-1.56	8.69e-06	0.00048
chr1	228670000	228740000	chr1	229220000	229280000	1480	1486	1480_1486	shared	chr1	228731262	228731763	3.72	5.29	-1.56	8.69e-06	0.00048
chr17	5570000	5620000	chr17	6270000	6290000	14842	14846	14842_14846	shared	chr17	5583996	5584497	6.75	5.54	1.21	8.7e-06	0.00048
chr17	5570000	5620000	chr17	6400000	6440000	14842	14847	14842_14847	shared	chr17	5583996	5584497	6.75	5.54	1.21	8.7e-06	0.00048
chr17	5570000	5620000	chr17	6600000	6650000	14842	14849	14842_14849	shared	chr17	5583996	5584497	6.75	5.54	1.21	8.7e-06	0.00048
chr13	30090000	30160000	chr13	30420000	30460000	12802	12806	12802_12806	shared	chr13	30108681	30109182	5.96	4.5	1.46	8.72e-06	0.000481
chr13	30090000	30160000	chr13	30550000	30590000	12802	12807	12802_12807	shared	chr13	30108681	30109182	5.96	4.5	1.46	8.72e-06	0.000481
chr13	30090000	30160000	chr13	30780000	30820000	12802	12809	12802_12809	shared	chr13	30108681	30109182	5.96	4.5	1.46	8.72e-06	0.000481
chr13	30090000	30160000	chr13	31020000	31050000	12802	12812	12802_12812	shared	chr13	30108681	30109182	5.96	4.5	1.46	8.72e-06	0.000481
chr3	58140000	58200000	chr3	58290000	58310000	3481	3482	3481_3482	shared	chr3	58169427	58169928	5.54	4.09	1.45	9.13e-06	0.000497
chr7	131050000	131110000	chr7	131300000	131320000	8185	8186	8185_8186	shared	chr7	131061196	131061697	6.22	5.01	1.21	9.28e-06	0.000504
chr7	131050000	131110000	chr7	131410000	131430000	8185	8187	8185_8187	shared	chr7	131061196	131061697	6.22	5.01	1.21	9.28e-06	0.000504
chr18	32260000	32300000	chr18	32460000	32490000	15662	15664	15662_15664	shared	chr18	32276824	32277325	5.07	3.09	1.98	9.82e-06	0.000527
chr18	32260000	32300000	chr18	32520000	32560000	15662	15665	15662_15665	shared	chr18	32276824	32277325	5.07	3.09	1.98	9.82e-06	0.000527
chr15	89740000	89760000	chr15	89870000	89910000	14186	14187	14186_14187	shared	chr15	89741153	89741654	2.82	4.99	-2.17	9.95e-06	0.000533
chr15	89740000	89760000	chr15	90070000	90090000	14186	14188	14186_14188	shared	chr15	89741153	89741654	2.82	4.99	-2.17	9.95e-06	0.000533
chr1	228670000	228740000	chr1	229130000	229160000	1480	1484	1480_1484	shared	chr1	228732363	228732864	3.65	5.15	-1.5	1e-05	0.000536
chr1	228670000	228740000	chr1	229220000	229280000	1480	1486	1480_1486	shared	chr1	228732363	228732864	3.65	5.15	-1.5	1e-05	0.000536
chr12	93510000	93590000	chr12	93730000	93770000	12410	12412	12410_12412	shared	chr12	93526833	93527334	3.89	5.61	-1.72	1.03e-05	0.000548
chr12	93510000	93590000	chr12	94070000	94110000	12410	12418	12410_12418	shared	chr12	93526833	93527334	3.89	5.61	-1.72	1.03e-05	0.000548
chr16	21140000	21180000	chr16	21290000	21320000	14410	14411	14410_14411	shared	chr16	21163174	21163675	4.75	5.92	-1.17	1.05e-05	0.000553
chr16	21140000	21180000	chr16	21540000	21580000	14410	14412	14410_14412	shared	chr16	21163174	21163675	4.75	5.92	-1.17	1.05e-05	0.000553
chr3	126240000	126270000	chr3	126370000	126400000	3825	3826	3825_3826	shared	chr3	126259797	126260298	5.45	3.8	1.65	1.05e-05	0.000554
chr11	12020000	12070000	chr11	12250000	12350000	10962	10963	10962_10963	shared	chr11	12068992	12069493	6.09	4.71	1.38	1.07e-05	0.000562
chr15	72700000	72730000	chr15	73240000	73280000	14064	14067	14064_14067	T2E-specific	chr15	72729299	72729800	1.61	4.68	-3.08	1.08e-05	0.000566
chr4	76720000	76790000	chr4	77190000	77240000	4635	4642	4635_4642	shared	chr4	76778824	76779325	5.39	4.06	1.33	1.1e-05	0.000573
chr12	3970000	4050000	chr12	4260000	4290000	11843	11845	11843_11845	shared	chr12	3999140	3999641	5.67	4.05	1.62	1.13e-05	0.000588
chr18	76390000	76410000	chr18	76680000	76710000	15873	15875	15873_15875	shared	chr18	76401530	76402031	5.17	3.43	1.74	1.15e-05	0.000593
chr2	109110000	109140000	chr2	109490000	109520000	2289	2293	2289_2293	shared	chr2	109128270	109128771	7.58	6.58	1	1.16e-05	0.000596
chr7	26340000	26390000	chr7	26640000	26700000	7480	7483	7480_7483	shared	chr7	26346430	26346931	3.55	5.6	-2.05	1.16e-05	0.000597
chr7	26340000	26390000	chr7	27120000	27180000	7480	7487	7480_7487	shared	chr7	26346430	26346931	3.55	5.6	-2.05	1.16e-05	0.000597
chr2	237580000	237610000	chr2	237740000	237770000	3039	3041	3039_3041	shared	chr2	237604456	237604957	5.48	4.08	1.4	1.18e-05	0.000603
chr20	51350000	51390000	chr20	51580000	51660000	16666	16667	16666_16667	shared	chr20	51365679	51366180	5.36	3.76	1.6	1.19e-05	0.000606
chr20	51350000	51390000	chr20	52050000	52090000	16666	16672	16666_16672	shared	chr20	51365679	51366180	5.36	3.76	1.6	1.19e-05	0.000606
chr1	228670000	228740000	chr1	229130000	229160000	1480	1484	1480_1484	shared	chr1	228693035	228693536	3.73	5.15	-1.42	1.2e-05	0.000612
chr1	228670000	228740000	chr1	229220000	229280000	1480	1486	1480_1486	shared	chr1	228693035	228693536	3.73	5.15	-1.42	1.2e-05	0.000612
chr6	46830000	46860000	chr6	46980000	47000000	6590	6591	6590_6591	shared	chr6	46837896	46838397	5.04	3.47	1.57	1.23e-05	0.00062
chr6	46830000	46860000	chr6	47030000	47070000	6590	6592	6590_6592	shared	chr6	46837896	46838397	5.04	3.47	1.57	1.23e-05	0.00062
chr11	7550000	7570000	chr11	7660000	7710000	10911	10912	10911_10912	shared	chr11	7555403	7555904	4.93	6.01	-1.08	1.24e-05	0.000624
chr1	24650000	24700000	chr1	24820000	24870000	222	223	222_223	shared	chr1	24657287	24657788	3.45	5.2	-1.75	1.24e-05	0.000627
chr1	24650000	24700000	chr1	25200000	25230000	222	227	222_227	shared	chr1	24657287	24657788	3.45	5.2	-1.75	1.24e-05	0.000627
chr3	193770000	193810000	chr3	194060000	194090000	4286	4289	4286_4289	shared	chr3	193782321	193782822	5.63	4.27	1.36	1.26e-05	0.000634
chr3	193770000	193810000	chr3	194120000	194160000	4286	4290	4286_4290	shared	chr3	193782321	193782822	5.63	4.27	1.36	1.26e-05	0.000634
chr3	193770000	193810000	chr3	194290000	194360000	4286	4291	4286_4291	shared	chr3	193782321	193782822	5.63	4.27	1.36	1.26e-05	0.000634
chr12	93510000	93590000	chr12	93730000	93770000	12410	12412	12410_12412	shared	chr12	93546146	93546647	2.73	4.87	-2.13	1.28e-05	0.000641
chr12	93510000	93590000	chr12	94070000	94110000	12410	12418	12410_12418	shared	chr12	93546146	93546647	2.73	4.87	-2.13	1.28e-05	0.000641
chr19	30210000	30240000	chr19	30630000	30660000	16066	16069	16066_16069	shared	chr19	30215391	30215892	5.61	2.36	3.24	1.34e-05	0.000665
chr12	114630000	114700000	chr12	114900000	114940000	12601	12604	12601_12604	shared	chr12	114696342	114696843	3.42	5.09	-1.67	1.34e-05	0.000666
chr12	114630000	114700000	chr12	115310000	115340000	12601	12607	12601_12607	shared	chr12	114696342	114696843	3.42	5.09	-1.67	1.34e-05	0.000666
chr12	114630000	114700000	chr12	115380000	115400000	12601	12608	12601_12608	shared	chr12	114696342	114696843	3.42	5.09	-1.67	1.34e-05	0.000666
chr12	114630000	114700000	chr12	115610000	115640000	12601	12610	12601_12610	shared	chr12	114696342	114696843	3.42	5.09	-1.67	1.34e-05	0.000666
chr12	114630000	114700000	chr12	115750000	115800000	12601	12612	12601_12612	shared	chr12	114696342	114696843	3.42	5.09	-1.67	1.34e-05	0.000666
chr12	114630000	114700000	chr12	115890000	115930000	12601	12614	12601_12614	shared	chr12	114696342	114696843	3.42	5.09	-1.67	1.34e-05	0.000666
chr12	130030000	130060000	chr12	130320000	130340000	12716	12718	12716_12718	shared	chr12	130050777	130051278	4.35	1.44	2.91	1.36e-05	0.000674
chr12	130030000	130060000	chr12	130170000	130190000	12716	12717	12716_12717	T2E-specific	chr12	130050777	130051278	4.35	1.44	2.91	1.36e-05	0.000674
chr3	42230000	42260000	chr3	42430000	42450000	3338	3339	3338_3339	shared	chr3	42251571	42252072	3.92	5.64	-1.72	1.44e-05	0.000703
chr3	42230000	42260000	chr3	42520000	42550000	3338	3340	3338_3340	shared	chr3	42251571	42252072	3.92	5.64	-1.72	1.44e-05	0.000703
chr21	45270000	45310000	chr21	45430000	45460000	16974	16975	16974_16975	shared	chr21	45308639	45309140	6.42	5.05	1.37	1.47e-05	0.000716
chr15	36870000	36900000	chr15	37090000	37140000	13809	13810	13809_13810	shared	chr15	36880265	36880766	5.27	2.86	2.41	1.48e-05	0.000718
chr17	50830000	50870000	chr17	50950000	50970000	15196	15197	15196_15197	shared	chr17	50858866	50859367	3.73	5.25	-1.52	1.49e-05	0.000718
chr20	51350000	51390000	chr20	51580000	51660000	16666	16667	16666_16667	shared	chr20	51366757	51367258	5.15	3.24	1.91	1.56e-05	0.000745
chr20	51350000	51390000	chr20	52050000	52090000	16666	16672	16666_16672	shared	chr20	51366757	51367258	5.15	3.24	1.91	1.56e-05	0.000745
chr8	52100000	52130000	chr8	52390000	52420000	8645	8647	8645_8647	shared	chr8	52119391	52119892	3.05	5.05	-2	1.58e-05	0.000751
chr14	37420000	37440000	chr14	37560000	37590000	13291	13292	13291_13292	shared	chr14	37428148	37428649	5.65	6.79	-1.14	1.58e-05	0.000753
chr20	12920000	12990000	chr20	13100000	13140000	16335	16336	16335_16336	shared	chr20	12947403	12947904	3.53	5.59	-2.06	1.59e-05	0.000755
chr11	69250000	69300000	chr11	69630000	69710000	11366	11368	11366_11368	shared	chr11	69293045	69293546	4.99	3.38	1.62	1.59e-05	0.000755
chr17	47210000	47240000	chr17	47310000	47330000	15166	15167	15166_15167	shared	chr17	47239646	47240147	6.23	4.87	1.35	1.59e-05	0.000755
chr1	153340000	153360000	chr1	153480000	153500000	922	923	922_923	shared	chr1	153357229	153357730	5.53	3.44	2.09	1.6e-05	0.000758
chr1	153340000	153360000	chr1	153560000	153600000	922	925	922_925	shared	chr1	153357229	153357730	5.53	3.44	2.09	1.6e-05	0.000758
chr1	19900000	19960000	chr1	20150000	20170000	178	180	178_180	shared	chr1	19923458	19923959	4.62	1.75	2.87	1.63e-05	0.00077
chr1	19900000	19960000	chr1	20470000	20500000	178	183	178_183	shared	chr1	19923458	19923959	4.62	1.75	2.87	1.63e-05	0.00077
chr12	93510000	93590000	chr12	93730000	93770000	12410	12412	12410_12412	shared	chr12	93530246	93530747	5.27	6.46	-1.18	1.64e-05	0.000772
chr12	93510000	93590000	chr12	94070000	94110000	12410	12418	12410_12418	shared	chr12	93530246	93530747	5.27	6.46	-1.18	1.64e-05	0.000772
chr12	53750000	53780000	chr12	53980000	54030000	12188	12189	12188_12189	shared	chr12	53778467	53778968	3.26	5.1	-1.83	1.66e-05	0.000778
chr12	53750000	53780000	chr12	54190000	54250000	12188	12190	12188_12190	shared	chr12	53778467	53778968	3.26	5.1	-1.83	1.66e-05	0.000778
chr18	51110000	51130000	chr18	51370000	51390000	15749	15750	15749_15750	T2E-specific	chr18	51117064	51117565	3.63	5.38	-1.75	1.69e-05	0.00079
chr4	89470000	89490000	chr4	89870000	89920000	4745	4749	4745_4749	shared	chr4	89489522	89490023	5.36	3.68	1.68	1.7e-05	0.000791
chr12	79400000	79430000	chr12	79720000	79750000	12339	12343	12339_12343	shared	chr12	79415817	79416318	4.84	5.97	-1.13	1.7e-05	0.000791
chr1	228670000	228740000	chr1	229130000	229160000	1480	1484	1480_1484	shared	chr1	228691619	228692120	2.84	4.97	-2.12	1.72e-05	0.000797
chr1	228670000	228740000	chr1	229220000	229280000	1480	1486	1480_1486	shared	chr1	228691619	228692120	2.84	4.97	-2.12	1.72e-05	0.000797
chr11	27670000	27720000	chr11	28500000	28540000	11068	11071	11068_11071	shared	chr11	27718838	27719339	6.23	4.99	1.25	1.76e-05	0.00081
chr11	27670000	27720000	chr11	28690000	28710000	11068	11072	11068_11072	shared	chr11	27718838	27719339	6.23	4.99	1.25	1.76e-05	0.00081
chr11	27670000	27720000	chr11	29150000	29180000	11068	11073	11068_11073	shared	chr11	27718838	27719339	6.23	4.99	1.25	1.76e-05	0.00081
chr11	75420000	75450000	chr11	75520000	75550000	11422	11423	11422_11423	shared	chr11	75429624	75430125	6.22	4.81	1.42	1.8e-05	0.000825
chr5	93570000	93600000	chr5	93780000	93810000	5636	5637	5636_5637	shared	chr5	93593594	93594095	5.3	3.31	1.99	1.83e-05	0.000833
chr1	63750000	63790000	chr1	64130000	64150000	574	575	574_575	shared	chr1	63774035	63774536	6.98	5.86	1.12	1.83e-05	0.000834
chr22	48560000	48600000	chr22	49280000	49320000	17272	17279	17272_17279	shared	chr22	48574866	48575367	5.38	3.74	1.65	1.94e-05	0.000872
chr12	93510000	93590000	chr12	93730000	93770000	12410	12412	12410_12412	shared	chr12	93541461	93541962	5.11	6.27	-1.16	1.99e-05	0.000886
chr12	93510000	93590000	chr12	94070000	94110000	12410	12418	12410_12418	shared	chr12	93541461	93541962	5.11	6.27	-1.16	1.99e-05	0.000886
chr8	37120000	37190000	chr8	37690000	37740000	8570	8576	8570_8576	shared	chr8	37145570	37146071	4.8	2.47	2.33	2.02e-05	0.000894
chr12	58840000	58870000	chr12	59080000	59120000	12229	12230	12229_12230	shared	chr12	58855306	58855807	3.94	5.52	-1.58	2.04e-05	0.000903
chr12	93100000	93170000	chr12	93380000	93410000	12406	12407	12406_12407	shared	chr12	93156977	93157478	5.3	6.39	-1.1	2.09e-05	0.000922
chr2	85700000	85750000	chr2	85800000	85850000	2184	2185	2184_2185	shared	chr2	85711559	85712060	6.33	5.05	1.28	2.11e-05	0.000927
chr2	85700000	85750000	chr2	86060000	86170000	2184	2189	2184_2189	shared	chr2	85711559	85712060	6.33	5.05	1.28	2.11e-05	0.000927
chr22	24310000	24340000	chr22	24510000	24540000	17031	17033	17031_17033	shared	chr22	24324418	24324919	3.93	5.39	-1.45	2.13e-05	0.000933
chr14	37220000	37260000	chr14	37420000	37440000	13289	13291	13289_13291	shared	chr14	37251007	37251508	4.99	6.21	-1.22	2.14e-05	0.000938
chr14	37220000	37260000	chr14	37560000	37590000	13289	13292	13289_13292	shared	chr14	37251007	37251508	4.99	6.21	-1.22	2.14e-05	0.000938
chr14	37220000	37260000	chr14	37860000	37890000	13289	13294	13289_13294	shared	chr14	37251007	37251508	4.99	6.21	-1.22	2.14e-05	0.000938
chr8	98160000	98180000	chr8	98450000	98490000	8885	8887	8885_8887	shared	chr8	98178634	98179135	5.33	3.76	1.57	2.15e-05	0.000939
chr12	92980000	93020000	chr12	93380000	93410000	12405	12407	12405_12407	shared	chr12	93007597	93008098	5.23	6.64	-1.41	2.23e-05	0.000967
chr22	37280000	37330000	chr22	37440000	37480000	17165	17166	17165_17166	shared	chr22	37283825	37284326	5.3	3.81	1.49	2.25e-05	0.000975
chr1	19900000	19960000	chr1	20150000	20170000	178	180	178_180	shared	chr1	19924628	19925129	4.77	2.44	2.33	2.3e-05	0.000991
chr1	19900000	19960000	chr1	20470000	20500000	178	183	178_183	shared	chr1	19924628	19925129	4.77	2.44	2.33	2.3e-05	0.000991
chr12	92980000	93020000	chr12	93380000	93410000	12405	12407	12405_12407	shared	chr12	93011940	93012441	2.16	4.67	-2.51	2.34e-05	0.001
chr1	228670000	228740000	chr1	229130000	229160000	1480	1484	1480_1484	shared	chr1	228730129	228730630	4.87	5.98	-1.12	2.34e-05	0.001
chr1	228670000	228740000	chr1	229220000	229280000	1480	1486	1480_1486	shared	chr1	228730129	228730630	4.87	5.98	-1.12	2.34e-05	0.001
