anchor_chr	anchor_start	anchor_end	anchor_anchor_ID	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr15	39570000	39600000	13822	chr15	39580355	39580856	7.85	7.03	0.83	5.86e-06	0.000352
chr9	89530000	89630000	9485	chr9	89598763	89599264	3.52	5.14	-1.62	5.9e-06	0.000354
chr12	79720000	79750000	12343	chr12	79737768	79738269	3.89	5.6	-1.7	5.94e-06	0.000356
chr22	50020000	50040000	17287	chr22	50036050	50036551	4.94	2.95	1.98	5.95e-06	0.000357
chr2	64470000	64520000	2027	chr2	64494008	64494509	3.15	5.15	-2	5.97e-06	0.000357
chr17	50680000	50710000	15194	chr17	50697175	50697676	2.66	4.91	-2.25	5.97e-06	0.000357
chr2	178400000	178420000	2628	chr2	178418647	178419148	3.06	4.95	-1.89	6.02e-06	0.000359
chr7	91020000	91060000	7928	chr7	91035289	91035790	2.17	4.6	-2.43	6.02e-06	0.000359
chr5	55320000	55350000	5363	chr5	55343782	55344283	3.86	5.4	-1.54	6.02e-06	0.000359
chr18	76680000	76710000	15875	chr18	76697330	76697831	5.69	4.2	1.49	6.04e-06	0.000359
chr5	142540000	142560000	5900	chr5	142551581	142552082	6.38	4.93	1.45	6.11e-06	0.000363
chr1	9460000	9490000	82	chr1	9467202	9467703	6.29	4.99	1.3	6.18e-06	0.000366
chr2	64470000	64520000	2027	chr2	64477931	64478432	3.71	5.37	-1.67	6.23e-06	0.000369
chr1	11710000	11740000	105	chr1	11729327	11729828	6.04	4.88	1.16	6.25e-06	0.000369
chr10	33180000	33220000	10167	chr10	33196900	33197401	4.87	6.19	-1.32	6.26e-06	0.000369
chr5	95640000	95660000	5643	chr5	95652925	95653426	3.49	5.24	-1.75	6.32e-06	0.000371
chr8	52920000	52980000	8652	chr8	52971740	52972241	2.91	4.79	-1.88	6.52e-06	0.000379
chr15	90880000	90920000	14198	chr15	90895448	90895949	5.14	3.71	1.43	6.53e-06	0.00038
chr8	27420000	27480000	8515	chr8	27426274	27426775	3.96	5.34	-1.38	6.57e-06	0.000381
chr3	42080000	42130000	3336	chr3	42129151	42129652	5.18	6.45	-1.27	6.64e-06	0.000385
chr2	210180000	210210000	2805	chr2	210201449	210201950	2.03	4.51	-2.48	6.66e-06	0.000386
chr2	105340000	105380000	2267	chr2	105378238	105378739	5.31	3.83	1.49	6.81e-06	0.000392
chr6	31070000	31100000	6450	chr6	31094242	31094743	5.38	3.78	1.6	6.89e-06	0.000396
chr17	3000000	3020000	14818	chr17	3011550	3012051	6.46	5.09	1.38	6.93e-06	0.000398
chr12	107750000	107770000	12539	chr12	107764267	107764768	3.98	5.53	-1.54	7.04e-06	0.000403
chr16	84710000	84770000	14754	chr16	84758674	84759175	6.34	5.3	1.04	7.2e-06	0.00041
chr10	42740000	42780000	10213	chr10	42749577	42750078	1.11	4.56	-3.45	7.33e-06	0.000416
chr21	38490000	38530000	16910	chr21	38494622	38495123	5.17	3.09	2.07	7.51e-06	0.000425
chr17	56690000	56740000	15233	chr17	56699418	56699919	6.19	5.15	1.04	7.81e-06	0.000439
chr7	107860000	107900000	8060	chr7	107865979	107866480	4.17	5.9	-1.73	7.81e-06	0.000439
chr5	96740000	96770000	5650	chr5	96753323	96753824	4.84	3	1.84	8.07e-06	0.000451
chr12	93100000	93170000	12406	chr12	93104348	93104849	3.39	5.28	-1.89	8.26e-06	0.000461
chr22	48560000	48600000	17272	chr22	48576199	48576700	5.82	3.99	1.83	8.49e-06	0.000471
chr7	27740000	27800000	7492	chr7	27783236	27783737	2.86	4.88	-2.02	8.53e-06	0.000472
chr1	228670000	228740000	1480	chr1	228731262	228731763	3.72	5.29	-1.56	8.69e-06	0.00048
chr17	5570000	5620000	14842	chr17	5583996	5584497	6.75	5.54	1.21	8.7e-06	0.00048
chr13	30090000	30160000	12802	chr13	30108681	30109182	5.96	4.5	1.46	8.72e-06	0.000481
chr20	62780000	62820000	16767	chr20	62783331	62783832	4.77	2.24	2.53	8.75e-06	0.000482
chr3	58140000	58200000	3481	chr3	58169427	58169928	5.54	4.09	1.45	9.13e-06	0.000497
chr7	131050000	131110000	8185	chr7	131061196	131061697	6.22	5.01	1.21	9.28e-06	0.000504
chr18	32260000	32300000	15662	chr18	32276824	32277325	5.07	3.09	1.98	9.82e-06	0.000527
chr15	89740000	89760000	14186	chr15	89741153	89741654	2.82	4.99	-2.17	9.95e-06	0.000533
chr1	228670000	228740000	1480	chr1	228732363	228732864	3.65	5.15	-1.5	1e-05	0.000536
chr22	49280000	49320000	17279	chr22	49307064	49307565	4.95	2.98	1.96	1.02e-05	0.000543
chr7	1410000	1450000	7318	chr7	1441050	1441551	1.87	4.79	-2.92	1.03e-05	0.000546
chr12	93510000	93590000	12410	chr12	93526833	93527334	3.89	5.61	-1.72	1.03e-05	0.000548
chr16	21140000	21180000	14410	chr16	21163174	21163675	4.75	5.92	-1.17	1.05e-05	0.000553
chr3	126240000	126270000	3825	chr3	126259797	126260298	5.45	3.8	1.65	1.05e-05	0.000554
chr11	12020000	12070000	10962	chr11	12068992	12069493	6.09	4.71	1.38	1.07e-05	0.000562
chr15	72700000	72730000	14064	chr15	72729299	72729800	1.61	4.68	-3.08	1.08e-05	0.000566
chr4	76720000	76790000	4635	chr4	76778824	76779325	5.39	4.06	1.33	1.1e-05	0.000573
chr2	54630000	54660000	1959	chr2	54643552	54644053	5.02	2.77	2.26	1.11e-05	0.000577
chr12	3970000	4050000	11843	chr12	3999140	3999641	5.67	4.05	1.62	1.13e-05	0.000588
chr16	14510000	14560000	14371	chr16	14520387	14520888	4.22	5.6	-1.38	1.14e-05	0.00059
chr18	76390000	76410000	15873	chr18	76401530	76402031	5.17	3.43	1.74	1.15e-05	0.000593
chr11	57630000	57680000	11254	chr11	57675405	57675906	5.27	6.47	-1.2	1.16e-05	0.000596
chr2	109110000	109140000	2289	chr2	109128270	109128771	7.58	6.58	1	1.16e-05	0.000596
chr7	26340000	26390000	7480	chr7	26346430	26346931	3.55	5.6	-2.05	1.16e-05	0.000597
chr8	125630000	125670000	9063	chr8	125646777	125647278	6.06	4.9	1.16	1.16e-05	0.000598
chr2	237580000	237610000	3039	chr2	237604456	237604957	5.48	4.08	1.4	1.18e-05	0.000603
chr2	63470000	63500000	2019	chr2	63484540	63485041	2.48	5.77	-3.29	1.18e-05	0.000603
chr2	210180000	210210000	2805	chr2	210200844	210201345	3.95	5.66	-1.72	1.18e-05	0.000604
chr20	51350000	51390000	16666	chr20	51365679	51366180	5.36	3.76	1.6	1.19e-05	0.000606
chr7	51130000	51170000	7676	chr7	51162886	51163387	4.56	5.76	-1.2	1.19e-05	0.000607
chr11	2860000	2900000	10878	chr11	2899524	2900025	6.63	5.52	1.11	1.19e-05	0.000608
chr16	78220000	78250000	14714	chr16	78224963	78225464	2.82	4.98	-2.16	1.2e-05	0.00061
chr1	228670000	228740000	1480	chr1	228693035	228693536	3.73	5.15	-1.42	1.2e-05	0.000612
chr6	46830000	46860000	6590	chr6	46837896	46838397	5.04	3.47	1.57	1.23e-05	0.00062
chr11	7550000	7570000	10911	chr11	7555403	7555904	4.93	6.01	-1.08	1.24e-05	0.000624
chr1	24650000	24700000	222	chr1	24657287	24657788	3.45	5.2	-1.75	1.24e-05	0.000627
chr3	193770000	193810000	4286	chr3	193782321	193782822	5.63	4.27	1.36	1.26e-05	0.000634
chr12	93510000	93590000	12410	chr12	93546146	93546647	2.73	4.87	-2.13	1.28e-05	0.000641
chr19	30210000	30240000	16066	chr19	30215391	30215892	5.61	2.36	3.24	1.34e-05	0.000665
chr12	114630000	114700000	12601	chr12	114696342	114696843	3.42	5.09	-1.67	1.34e-05	0.000666
chr12	130030000	130060000	12716	chr12	130050777	130051278	4.35	1.44	2.91	1.36e-05	0.000674
chr22	27780000	27840000	17067	chr22	27797606	27798107	5.39	3.59	1.81	1.37e-05	0.000678
chr3	42230000	42260000	3338	chr3	42251571	42252072	3.92	5.64	-1.72	1.44e-05	0.000703
chr21	45270000	45310000	16974	chr21	45308639	45309140	6.42	5.05	1.37	1.47e-05	0.000716
chr15	36870000	36900000	13809	chr15	36880265	36880766	5.27	2.86	2.41	1.48e-05	0.000718
chr17	50830000	50870000	15196	chr17	50858866	50859367	3.73	5.25	-1.52	1.49e-05	0.000718
chr14	37560000	37590000	13292	chr14	37568618	37569119	4.62	6.36	-1.75	1.55e-05	0.000743
chr20	51350000	51390000	16666	chr20	51366757	51367258	5.15	3.24	1.91	1.56e-05	0.000745
chr8	52100000	52130000	8645	chr8	52119391	52119892	3.05	5.05	-2	1.58e-05	0.000751
chr14	37420000	37440000	13291	chr14	37428148	37428649	5.65	6.79	-1.14	1.58e-05	0.000753
chr20	12920000	12990000	16335	chr20	12947403	12947904	3.53	5.59	-2.06	1.59e-05	0.000755
chr11	69250000	69300000	11366	chr11	69293045	69293546	4.99	3.38	1.62	1.59e-05	0.000755
chr17	47210000	47240000	15166	chr17	47239646	47240147	6.23	4.87	1.35	1.59e-05	0.000755
chr3	189130000	189160000	4246	chr3	189133042	189133543	5.14	3.65	1.49	1.6e-05	0.000757
chr1	153340000	153360000	922	chr1	153357229	153357730	5.53	3.44	2.09	1.6e-05	0.000758
chr7	83640000	83670000	7883	chr7	83645487	83645988	2.79	4.85	-2.07	1.6e-05	0.000758
chr1	19900000	19960000	178	chr1	19923458	19923959	4.62	1.75	2.87	1.63e-05	0.00077
chr12	93510000	93590000	12410	chr12	93530246	93530747	5.27	6.46	-1.18	1.64e-05	0.000772
chr20	21560000	21620000	16393	chr20	21608030	21608531	6.65	5.63	1.02	1.66e-05	0.000777
chr12	53750000	53780000	12188	chr12	53778467	53778968	3.26	5.1	-1.83	1.66e-05	0.000778
chr18	51110000	51130000	15749	chr18	51117064	51117565	3.63	5.38	-1.75	1.69e-05	0.00079
chr4	89470000	89490000	4745	chr4	89489522	89490023	5.36	3.68	1.68	1.7e-05	0.000791
chr12	79400000	79430000	12339	chr12	79415817	79416318	4.84	5.97	-1.13	1.7e-05	0.000791
chr1	211940000	211970000	1354	chr1	211939867	211940368	5.1	2.84	2.26	1.7e-05	0.000791
chr1	54780000	54830000	506	chr1	54795842	54796343	3.7	5.22	-1.52	1.71e-05	0.000793
chr1	228670000	228740000	1480	chr1	228691619	228692120	2.84	4.97	-2.12	1.72e-05	0.000797
chr12	27620000	27670000	12011	chr12	27651357	27651858	3.42	5.06	-1.64	1.75e-05	0.000808
chr11	27670000	27720000	11068	chr11	27718838	27719339	6.23	4.99	1.25	1.76e-05	0.00081
chr11	75420000	75450000	11422	chr11	75429624	75430125	6.22	4.81	1.42	1.8e-05	0.000825
chr14	25020000	25060000	13197	chr14	25053612	25054113	2.44	4.97	-2.53	1.81e-05	0.000829
chr5	93570000	93600000	5636	chr5	93593594	93594095	5.3	3.31	1.99	1.83e-05	0.000833
chr1	63750000	63790000	574	chr1	63774035	63774536	6.98	5.86	1.12	1.83e-05	0.000834
chr22	48560000	48600000	17272	chr22	48574866	48575367	5.38	3.74	1.65	1.94e-05	0.000872
chr10	17410000	17440000	10050	chr10	17437792	17438293	3.05	4.85	-1.79	1.99e-05	0.000884
chr12	93510000	93590000	12410	chr12	93541461	93541962	5.11	6.27	-1.16	1.99e-05	0.000886
chr8	37120000	37190000	8570	chr8	37145570	37146071	4.8	2.47	2.33	2.02e-05	0.000894
chr2	62760000	62780000	2015	chr2	62775661	62776162	1.09	4.33	-3.24	2.03e-05	9e-04
chr12	58840000	58870000	12229	chr12	58855306	58855807	3.94	5.52	-1.58	2.04e-05	0.000903
chr12	93100000	93170000	12406	chr12	93156977	93157478	5.3	6.39	-1.1	2.09e-05	0.000922
chr2	85700000	85750000	2184	chr2	85711559	85712060	6.33	5.05	1.28	2.11e-05	0.000927
chr15	79830000	79870000	14119	chr15	79850242	79850743	3.39	5.31	-1.92	2.11e-05	0.000929
chr22	24310000	24340000	17031	chr22	24324418	24324919	3.93	5.39	-1.45	2.13e-05	0.000933
chr5	172910000	172950000	6100	chr5	172909580	172910081	5.95	4.89	1.06	2.13e-05	0.000933
chr14	37220000	37260000	13289	chr14	37251007	37251508	4.99	6.21	-1.22	2.14e-05	0.000938
chr8	98160000	98180000	8885	chr8	98178634	98179135	5.33	3.76	1.57	2.15e-05	0.000939
chr12	92980000	93020000	12405	chr12	93007597	93008098	5.23	6.64	-1.41	2.23e-05	0.000967
chr1	20150000	20170000	180	chr1	20164843	20165344	5.38	3.89	1.48	2.25e-05	0.000974
chr22	37280000	37330000	17165	chr22	37283825	37284326	5.3	3.81	1.49	2.25e-05	0.000975
chr1	53670000	53700000	490	chr1	53698288	53698789	6.04	4.79	1.26	2.26e-05	0.000977
chr1	19900000	19960000	178	chr1	19924628	19925129	4.77	2.44	2.33	2.3e-05	0.000991
chr12	92980000	93020000	12405	chr12	93011940	93012441	2.16	4.67	-2.51	2.34e-05	0.001
chr1	228670000	228740000	1480	chr1	228730129	228730630	4.87	5.98	-1.12	2.34e-05	0.001
chr20	12920000	12990000	16335	chr20	12963230	12963731	3.84	5.21	-1.37	2.36e-05	0.00101
chr5	159940000	160000000	6027	chr5	159972121	159972622	5.66	4.15	1.5	2.37e-05	0.00101
chr1	4630000	4670000	28	chr1	4655880	4656381	5.49	4.12	1.37	2.38e-05	0.00102
chr17	3000000	3020000	14818	chr17	3009371	3009872	5.33	3.93	1.4	2.43e-05	0.00103
chr12	79400000	79430000	12339	chr12	79419965	79420466	4.51	5.75	-1.24	2.49e-05	0.00105
chr17	77310000	77350000	15415	chr17	77342138	77342997	5.63	4.18	1.44	2.49e-05	0.00105
chr12	107750000	107770000	12539	chr12	107766097	107766598	2.77	4.92	-2.14	2.49e-05	0.00105
chr20	21560000	21620000	16393	chr20	21613499	21614000	5	3.35	1.65	2.55e-05	0.00107
chr16	14510000	14560000	14371	chr16	14522242	14522743	3.17	4.93	-1.76	2.57e-05	0.00107
chr14	37420000	37440000	13291	chr14	37434884	37435385	5.88	6.99	-1.11	2.6e-05	0.00108
chr18	8450000	8510000	15552	chr18	8500385	8500886	5.48	3.92	1.56	2.71e-05	0.00112
chr19	10260000	10280000	15973	chr19	10270216	10270717	7.87	7.07	0.79	2.73e-05	0.00112
chr14	25020000	25060000	13197	chr14	25054296	25054797	3.48	5.31	-1.83	2.73e-05	0.00112
chr12	103860000	103890000	12503	chr12	103862435	103862936	3.78	5.35	-1.57	2.79e-05	0.00114
chr11	86590000	86620000	11500	chr11	86597421	86597922	4.74	2.41	2.33	2.85e-05	0.00116
chr4	41250000	41290000	4503	chr4	41287835	41288336	5.08	3.36	1.72	2.9e-05	0.00117
chr7	83640000	83670000	7883	chr7	83648388	83648889	5.74	6.63	-0.89	2.92e-05	0.00118
chr14	37420000	37440000	13291	chr14	37424127	37424628	5.78	7.05	-1.27	2.94e-05	0.00119
chr13	98400000	98470000	13082	chr13	98462759	98463260	5.73	4.6	1.13	2.99e-05	0.0012
chr3	124890000	124910000	3818	chr3	124900298	124900799	4.17	5.42	-1.25	3.03e-05	0.00121
chr8	19340000	19420000	8444	chr8	19342513	19343014	3.48	5.13	-1.65	3.07e-05	0.00123
chr15	90610000	90670000	14196	chr15	90660254	90661197	6.31	5.03	1.28	3.14e-05	0.00125
chr15	89870000	89910000	14187	chr15	89872445	89872946	2.53	4.84	-2.3	3.16e-05	0.00125
chr20	60040000	60090000	16741	chr20	60055200	60055701	5.68	4.36	1.31	3.18e-05	0.00126
chr10	17410000	17440000	10050	chr10	17417573	17418074	3.59	5.35	-1.76	3.21e-05	0.00127
chr14	37220000	37260000	13289	chr14	37254361	37254862	3.27	5.11	-1.83	3.21e-05	0.00127
chr1	90710000	90730000	705	chr1	90725431	90725932	6.12	4.42	1.7	3.21e-05	0.00127
chr3	127820000	127840000	3839	chr3	127822548	127823049	7.63	6.65	0.99	3.32e-05	0.0013
chr2	28380000	28460000	1799	chr2	28423599	28424100	5.93	4.74	1.19	3.37e-05	0.00132
chr14	77050000	77080000	13555	chr14	77078216	77078717	5.58	4.36	1.22	3.39e-05	0.00132
chr17	1490000	1530000	14803	chr17	1529355	1529856	5.85	4.19	1.66	3.47e-05	0.00135
chr14	92670000	92710000	13640	chr14	92693197	92693698	5.26	3.67	1.59	3.54e-05	0.00137
chr3	9290000	9320000	3123	chr3	9310333	9310834	5.15	3.64	1.51	3.54e-05	0.00137
chr4	5030000	5070000	4343	chr4	5033409	5033910	5.03	3.39	1.64	3.59e-05	0.00139
chr21	14840000	14880000	16787	chr21	14873407	14873908	2.93	4.88	-1.95	3.61e-05	0.00139
chr4	94400000	94430000	4764	chr4	94409677	94410178	3.74	5.37	-1.62	3.69e-05	0.00141
chr9	20330000	20380000	9270	chr9	20378922	20379423	2.96	5.03	-2.07	3.74e-05	0.00143
chr5	93570000	93600000	5636	chr5	93591251	93591752	4.96	3.3	1.65	3.77e-05	0.00144
chr9	18420000	18460000	9261	chr9	18442788	18443289	4.77	5.89	-1.11	3.85e-05	0.00146
chr7	26480000	26530000	7481	chr7	26516547	26517048	5.24	3.26	1.98	3.87e-05	0.00147
chr17	40540000	40560000	15123	chr17	40541843	40542344	7.12	6.11	1.01	3.88e-05	0.00147
chr15	36870000	36900000	13809	chr15	36877895	36878396	5.19	3.43	1.75	3.97e-05	0.0015
chr11	14280000	14320000	10981	chr11	14308580	14309081	3.46	4.99	-1.53	3.98e-05	0.0015
chr12	93730000	93770000	12412	chr12	93749299	93749800	4.91	6.02	-1.11	4.02e-05	0.00151
chr10	71690000	71710000	10427	chr10	71693734	71694235	5.93	4.36	1.57	4.05e-05	0.00152
chr21	41760000	41840000	16944	chr21	41813209	41813710	4.93	3.12	1.81	4.05e-05	0.00152
chr14	25120000	25170000	13198	chr14	25132540	25133041	4.17	5.45	-1.28	4.08e-05	0.00153
chr7	47550000	47600000	7649	chr7	47571556	47572057	6.94	5.96	0.98	4.08e-05	0.00153
chr9	97380000	97410000	9555	chr9	97406426	97406927	2.76	5.83	-3.07	4.08e-05	0.00153
chr17	72390000	72430000	15371	chr17	72422636	72423137	5.92	4.53	1.39	4.08e-05	0.00153
chr2	64470000	64520000	2027	chr2	64490879	64491380	3.53	5.18	-1.65	4.09e-05	0.00153
chr1	214320000	214370000	1378	chr1	214330506	214331007	3.5	5.41	-1.92	4.12e-05	0.00154
chr10	127890000	127910000	10815	chr10	127909062	127909563	5.36	3.6	1.76	4.15e-05	0.00154
chr2	165380000	165430000	2533	chr2	165409027	165409528	5.22	3.82	1.4	4.17e-05	0.00155
chr1	8690000	8740000	73	chr1	8723528	8724029	3.76	5.26	-1.5	4.18e-05	0.00155
chr8	70130000	70170000	8757	chr8	70131997	70132498	3.49	5.08	-1.6	4.18e-05	0.00155
chr3	42230000	42260000	3338	chr3	42248341	42248842	5.41	6.7	-1.29	4.22e-05	0.00156
chr8	27420000	27480000	8515	chr8	27465056	27465557	3.27	4.93	-1.66	4.27e-05	0.00158
chr7	64310000	64340000	7703	chr7	64321384	64321885	2.7	4.89	-2.19	4.35e-05	0.0016
chr17	40540000	40560000	15123	chr17	40548707	40549208	6.72	5.77	0.95	4.36e-05	0.0016
chr10	30550000	30590000	10144	chr10	30587352	30587853	6.07	5.07	1	4.45e-05	0.00163
chr1	211940000	211970000	1354	chr1	211944170	211944671	5.82	4.21	1.62	4.56e-05	0.00165
chr22	46100000	46140000	17247	chr22	46129477	46129978	5.66	4.47	1.19	4.68e-05	0.00168
chr18	8360000	8410000	15550	chr18	8384543	8385044	2.36	4.84	-2.49	4.69e-05	0.00169
chr10	98440000	98480000	10617	chr10	98477511	98478012	3.23	5.14	-1.9	4.74e-05	0.0017
chr10	117480000	117560000	10733	chr10	117543878	117544379	5.5	4.14	1.35	4.77e-05	0.00171
chr18	8360000	8410000	15550	chr18	8389900	8390401	2.99	4.85	-1.86	4.8e-05	0.00171
chr6	31070000	31100000	6450	chr6	31094847	31095348	5.31	3.38	1.93	4.89e-05	0.00174
chr1	24590000	24640000	221	chr1	24596744	24597245	3.96	5.3	-1.34	4.89e-05	0.00174
chr11	30320000	30360000	11078	chr11	30349471	30349972	3.01	5.21	-2.2	4.9e-05	0.00174
chr21	38490000	38530000	16910	chr21	38503510	38504011	5.6	4.38	1.22	4.91e-05	0.00174
chr10	128000000	128050000	10816	chr10	128010381	128010882	5.28	3.45	1.83	4.94e-05	0.00175
chr12	64880000	64900000	12255	chr12	64893792	64894293	2.99	4.74	-1.75	4.96e-05	0.00175
chr3	15610000	15650000	3173	chr3	15611024	15611525	3.74	5.38	-1.64	4.96e-05	0.00176
chr16	86550000	86580000	14767	chr16	86576338	86576839	5.44	3.77	1.68	4.98e-05	0.00176
chr12	93510000	93590000	12410	chr12	93518805	93519306	3.31	4.95	-1.64	5.14e-05	0.00181
chr20	47760000	47800000	16627	chr20	47795029	47795530	4.82	2.83	1.99	5.18e-05	0.00181
chr10	97900000	97920000	10612	chr10	97919315	97919816	4.8	2.69	2.1	5.22e-05	0.00182
chr22	46790000	46810000	17257	chr22	46801583	46802084	5.33	3.86	1.47	5.26e-05	0.00184
chr5	138170000	138200000	5853	chr5	138199297	138199798	3.27	5.01	-1.73	5.27e-05	0.00184
chr14	99970000	100000000	13702	chr14	99981774	99982275	3.12	4.89	-1.77	5.45e-05	0.00188
chr3	55470000	55510000	3460	chr3	55484968	55485469	5.97	4.64	1.33	5.49e-05	0.00189
chr15	52250000	52280000	13890	chr15	52261530	52262031	7.3	6.23	1.06	5.53e-05	0.0019
chr18	13610000	13650000	15601	chr18	13614772	13615273	6.43	5.26	1.17	5.57e-05	0.00191
chr10	92060000	92100000	10571	chr10	92093418	92093919	2.53	4.66	-2.12	5.58e-05	0.00191
chr12	93100000	93170000	12406	chr12	93150936	93151437	4.03	5.46	-1.43	5.6e-05	0.00192
chr12	124550000	124590000	12698	chr12	124554587	124555088	6.46	5.22	1.24	5.61e-05	0.00192
chr12	42560000	42600000	12086	chr12	42589407	42589908	6.46	5	1.45	5.67e-05	0.00194
chr8	134660000	134710000	9118	chr8	134682072	134683064	5.98	4.7	1.28	5.69e-05	0.00195
chr20	21690000	21740000	16396	chr20	21705607	21706108	5.82	3.05	2.77	5.7e-05	0.00195
chr6	53440000	53520000	6637	chr6	53513939	53514440	3.17	4.95	-1.78	5.76e-05	0.00196
chr21	32390000	32420000	16864	chr21	32406420	32406921	5.88	4.65	1.23	5.78e-05	0.00196
chr20	47190000	47230000	16621	chr20	47200352	47200853	2.76	4.86	-2.09	5.78e-05	0.00196
chr5	96740000	96770000	5650	chr5	96744842	96745343	5.01	3.7	1.32	5.92e-05	0.002
chr10	118710000	118740000	10743	chr10	118720443	118720944	2.03	4.41	-2.38	5.94e-05	0.002
chr15	68540000	68570000	14028	chr15	68543615	68544116	5.16	3.63	1.52	5.97e-05	0.00201
chr8	8970000	9010000	8376	chr8	8970107	8970608	4.49	6.05	-1.56	6.06e-05	0.00203
chr6	43130000	43160000	6557	chr6	43147137	43147638	5.74	6.72	-0.97	6.06e-05	0.00203
chr15	58750000	58770000	13931	chr15	58767506	58768007	3.82	5.22	-1.4	6.17e-05	0.00206
chr12	93100000	93170000	12406	chr12	93141844	93142345	4.27	5.57	-1.3	6.19e-05	0.00206
chr3	15610000	15650000	3173	chr3	15612712	15613213	2.98	4.83	-1.85	6.2e-05	0.00206
chr19	5550000	5590000	15934	chr19	5572682	5573183	5.02	6.16	-1.14	6.26e-05	0.00208
chr4	186010000	186050000	5131	chr4	186029999	186030500	6.7	5.8	0.9	6.32e-05	0.00209
chr7	91620000	91650000	7933	chr7	91637072	91637573	3.59	5.06	-1.47	6.35e-05	0.0021
chr1	47740000	47760000	439	chr1	47752050	47752551	6.82	5.84	0.98	6.37e-05	0.0021
chr7	26480000	26530000	7481	chr7	26508441	26508942	6.06	4.47	1.59	6.37e-05	0.0021
chr2	31320000	31350000	1824	chr2	31319956	31320457	5.42	3.88	1.54	6.57e-05	0.00215
chr6	138800000	138830000	7089	chr6	138807339	138807840	2.76	4.95	-2.19	6.63e-05	0.00216
chr17	66550000	66590000	15321	chr17	66580197	66580698	5.97	4.75	1.22	6.69e-05	0.00218
chr3	102210000	102250000	3698	chr3	102239975	102240476	3.66	5.03	-1.38	6.71e-05	0.00218
chr1	235510000	235540000	1546	chr1	235522875	235523376	2.83	4.95	-2.12	6.76e-05	0.0022
chr2	55160000	55200000	1964	chr2	55175663	55176164	3.73	5.22	-1.49	6.78e-05	0.0022
chr15	91820000	91860000	14205	chr15	91853035	91853536	7.17	6.02	1.15	6.8e-05	0.0022
chr8	134460000	134490000	9117	chr8	134476132	134476633	4.69	2.76	1.94	6.83e-05	0.00221
chr10	12230000	12280000	10002	chr10	12271211	12271712	5.53	4.36	1.17	6.9e-05	0.00222
chr11	119730000	119750000	11672	chr11	119739386	119739887	5.01	3.49	1.52	6.9e-05	0.00222
chr14	24770000	24820000	13195	chr14	24810211	24810712	3.76	5.32	-1.56	6.95e-05	0.00223
chr12	130030000	130060000	12716	chr12	130038427	130038928	5.95	2.44	3.52	6.97e-05	0.00224
chr2	16610000	16630000	1723	chr2	16625093	16625594	5.49	4.39	1.1	7.02e-05	0.00225
chr11	62070000	62120000	11295	chr11	62095214	62095715	4.16	1.53	2.62	7.28e-05	0.00231
chr8	8970000	9010000	8376	chr8	8990513	8991014	3.65	5.11	-1.46	7.46e-05	0.00236
chr20	43910000	43950000	16580	chr20	43941823	43942324	5.42	4.08	1.34	7.51e-05	0.00237
chr7	27740000	27800000	7492	chr7	27791510	27792011	3.98	5.28	-1.3	7.53e-05	0.00237
chr6	46980000	47000000	6591	chr6	46985233	46985734	5.42	4.12	1.31	7.54e-05	0.00237
chr5	14690000	14740000	5207	chr5	14732739	14733240	3.27	4.97	-1.7	7.6e-05	0.00239
chr21	36710000	36750000	16893	chr21	36745216	36745717	6.05	4.44	1.62	7.62e-05	0.00239
chr15	72700000	72730000	14064	chr15	72724071	72724572	4.25	5.87	-1.62	7.76e-05	0.00242
chr11	34920000	34950000	11114	chr11	34925053	34925554	4.33	5.49	-1.16	7.79e-05	0.00243
chr11	126410000	126510000	11743	chr11	126431368	126431869	5.6	3.96	1.64	7.82e-05	0.00244
chr20	47760000	47800000	16627	chr20	47785443	47785944	6.15	4.53	1.62	7.84e-05	0.00245
chr9	134710000	134750000	9878	chr9	134717276	134717777	4.76	3.19	1.57	7.85e-05	0.00245
chr5	14690000	14740000	5207	chr5	14696635	14697136	2.73	4.75	-2.02	7.96e-05	0.00248
chr2	98820000	98850000	2219	chr2	98829100	98829601	6.59	5.71	0.88	8e-05	0.00248
chr12	93510000	93590000	12410	chr12	93535853	93536354	5.32	6.41	-1.09	8.01e-05	0.00249
chr5	93570000	93600000	5636	chr5	93599193	93599694	5.31	3.42	1.89	8.02e-05	0.00249
