chr	start	end	strand	gene_id	gene_name
chr1	109539406	109541406	-	ENSG00000254942.1	AL355310.3
chr1	109547115	109549115	+	ENSG00000065135.12	GNAI3
chr1	109649870	109651870	+	ENSG00000235045.2	RPL7P8
chr1	109654599	109656599	+	ENSG00000168765.17	GSTM4
chr1	110208334	110210334	-	ENSG00000224965.1	LINC02586
chr1	110209843	110211843	+	ENSG00000116396.14	KCNC4
chr1	110449649	110451649	+	ENSG00000143125.6	PROK1
chr1	110456005	110458005	-	ENSG00000270380.1	AL358215.1
chr1	110471043	110473043	+	ENSG00000282887.2	AL358215.2
chr1	110472256	110474256	+	ENSG00000283999.1	AL358215.3
chr1	110479252	110481252	+	ENSG00000240194.7	CYMP
chr1	110487180	110489180	-	ENSG00000235407.1	CYMP-AS1
chr1	110763908	110765908	-	ENSG00000199710.1	AL354713.1
chr1	111378791	111380791	+	ENSG00000236012.2	HIGD1AP12
chr1	111382360	111384360	-	ENSG00000227179.6	PGBP
chr1	111413819	111415819	-	ENSG00000085465.13	OVGP1
chr1	111472292	111474292	+	ENSG00000143110.11	C1orf162
chr1	111482848	111484848	-	ENSG00000121933.19	TMIGD3
chr1	111489817	111491817	-	ENSG00000200360.1	RNU6-792P
chr1	111498929	111500929	-	ENSG00000282608.2	ADORA3
chr1	111649931	111651931	-	ENSG00000201028.1	RNU6-151P
chr1	111753745	111755745	+	ENSG00000064703.12	DDX20
chr1	111907836	111909836	+	ENSG00000237556.1	KCND3-AS1
chr1	111988270	111990270	+	ENSG00000231437.3	LINC01750
chr1	112394714	112396714	+	ENSG00000143079.15	CTTNBP2NL
chr1	112618305	112620305	+	ENSG00000116489.13	CAPZA1
chr1	112625406	112627406	-	ENSG00000235299.2	MRPL53P1
chr1	112693188	112695188	-	ENSG00000225075.1	AL603832.1
chr1	112700606	112702606	-	ENSG00000155366.16	RHOC
chr1	112702114	112704114	-	ENSG00000271810.5	AL603832.3
chr1	112709494	112711494	-	ENSG00000155367.15	PPM1J
chr1	112714172	112716172	+	ENSG00000261595.1	AL603832.2
chr1	112718919	112720919	+	ENSG00000184599.13	TAFA3
chr1	112819670	112821670	-	ENSG00000215866.8	LINC01356
chr1	112848321	112850321	+	ENSG00000224167.2	LINC01357
chr1	113124821	113126821	-	ENSG00000237278.2	RLIMP2
chr1	113448200	113450200	+	ENSG00000232499.2	AL391058.1
chr1	113576257	113578257	-	ENSG00000238256.1	MTND5P20
chr1	113696331	113698331	-	ENSG00000116793.16	PHTF1
chr1	113698384	113700384	-	ENSG00000232450.1	AL133517.1
chr1	113977891	113979891	+	ENSG00000116774.12	OLFML3
chr1	114278511	114280511	-	ENSG00000273698.1	MRPL57P1
chr1	114352486	114354486	+	ENSG00000271419.1	AL035410.2
chr1	114567057	114569057	-	ENSG00000116752.6	BCAS2
chr1	115470441	115472441	+	ENSG00000226973.1	AL512638.1
chr1	115477928	115479928	+	ENSG00000274468.1	AL512638.2
chr1	115576729	115578729	-	ENSG00000270631.1	AL592436.2
chr1	115604971	115606971	+	ENSG00000239984.3	RN7SL420P
chr1	115621372	115623372	-	ENSG00000207502.1	AL592436.1
chr1	115975013	115977013	+	ENSG00000163393.13	SLC22A15
chr1	116371168	116373168	+	ENSG00000163399.16	ATP1A1
chr1	116413266	116415266	-	ENSG00000212385.1	RNU6-817P
chr1	116492516	116494516	-	ENSG00000224950.2	AL390066.2
chr1	116491850	116493850	+	ENSG00000286276.1	AL390066.3
chr1	116514034	116516034	-	ENSG00000116815.16	CD58
chr1	116739481	116741481	-	ENSG00000223489.1	NEFHP1
chr1	117058826	117060826	+	ENSG00000116830.12	TTF2
chr1	117143087	117145087	-	ENSG00000134258.17	VTCN1
chr1	117547915	117549915	+	ENSG00000226755.2	VPS25P1
chr1	118999844	119001844	-	ENSG00000226172.2	AL139420.1
chr1	119000118	119002118	-	ENSG00000239216.1	AL139420.2
chr1	119747502	119749502	-	ENSG00000134240.12	HMGCS2
chr1	145844130	145846130	+	ENSG00000186364.12	NUDT17
chr1	145848022	145850022	-	ENSG00000131788.16	PIAS3
chr1	145850087	145852087	-	ENSG00000278549.1	MIR6736
chr1	145866060	145868060	-	ENSG00000198483.13	ANKRD35
chr1	145890708	145892708	-	ENSG00000143127.13	ITGA10
chr1	145891347	145893347	+	ENSG00000244619.2	AC243547.1
chr1	145910850	145912850	-	ENSG00000131779.11	PEX11B
chr1	145917214	145919214	-	ENSG00000265241.6	RBM8A
chr1	145917513	145919513	+	ENSG00000211451.12	GNRHR2
chr1	145925090	145927090	+	ENSG00000234222.6	LIX1L-AS1
chr1	145925758	145927758	+	ENSG00000280778.1	AC243547.3
chr1	146016968	146018968	-	ENSG00000168509.20	HJV
chr1	147480738	147482738	+	ENSG00000272480.1	OR13Z3P
chr1	147629152	147631152	-	ENSG00000162836.12	ACP6
chr1	147687756	147689756	+	ENSG00000277762.1	RN7SL261P
chr1	149928151	149930151	-	ENSG00000014914.21	MTMR11
chr1	149937312	149939312	-	ENSG00000264522.6	OTUD7B
chr1	150045160	150047160	-	ENSG00000285184.3	AC244033.2
chr1	150052364	150054364	+	ENSG00000223945.2	AC244033.1
chr1	150065779	150067779	+	ENSG00000136631.15	VPS45
chr1	150171549	150173549	+	ENSG00000285554.1	AC242988.2
chr1	150264899	150266899	-	ENSG00000117362.13	APH1A
chr1	150266700	150268700	+	ENSG00000118292.9	C1orf54
chr1	150548062	150550062	-	ENSG00000237781.3	ADAMTSL4-AS2
chr1	150547869	150549869	+	ENSG00000143382.15	ADAMTSL4
chr1	150550429	150552429	+	ENSG00000264553.1	MIR4257
chr1	150559702	150561702	-	ENSG00000203804.4	ADAMTSL4-AS1
chr1	150600039	150602039	-	ENSG00000253047.1	AL356356.1
chr1	150600351	150602351	-	ENSG00000143420.18	ENSA
chr1	150608007	150610007	-	ENSG00000276103.1	AL356356.2
chr1	150809213	150811213	-	ENSG00000143437.21	ARNT
chr1	150812091	150814091	-	ENSG00000200175.1	RNU6-1309P
chr1	150924763	150926763	+	ENSG00000143379.12	SETDB1
chr1	150971623	150973623	+	ENSG00000231073.1	AL590133.1
chr1	150980749	150982749	+	ENSG00000143412.10	ANXA9
chr1	150995586	150997586	-	ENSG00000143409.15	MINDY1
chr1	151006920	151008920	+	ENSG00000143363.17	PRUNE1
chr1	151022246	151024246	-	ENSG00000200759.1	RNU6-884P
chr1	151155149	151157149	+	ENSG00000163154.6	TNFAIP8L2
chr1	151155164	151157164	+	ENSG00000163156.12	SCNM1
chr1	151159248	151161248	-	ENSG00000163155.12	LYSMD1
chr1	151169486	151171486	-	ENSG00000163157.15	TMOD4
chr1	151291297	151293297	-	ENSG00000143393.16	PI4KB
chr1	151300165	151302165	-	ENSG00000265753.2	RN7SL444P
chr1	151398060	151400060	+	ENSG00000159377.11	PSMB4
chr1	151402224	151404224	-	ENSG00000143442.22	POGZ
chr1	151437500	151439500	+	ENSG00000238711.1	RNY4P25
chr1	151555946	151557946	+	ENSG00000223861.1	AL365436.1
chr1	151708933	151710933	+	ENSG00000178796.13	RIIAD1
chr1	151837319	151839319	-	ENSG00000225556.1	C2CD4D
chr1	152017162	152019162	+	ENSG00000240667.1	NBPF18P
chr1	152105817	152107817	-	ENSG00000159450.12	TCHH
chr1	152121034	152123034	+	ENSG00000226716.1	AL589986.1
chr1	152123516	152125516	-	ENSG00000233792.3	PUDPP2
chr1	152153095	152155095	-	ENSG00000215853.3	RPTN
chr1	152166625	152168625	+	ENSG00000237975.7	FLG-AS1
chr1	152204358	152206358	+	ENSG00000236427.1	AL589986.2
chr1	153356354	153358354	+	ENSG00000163220.11	S100A9
chr1	153499963	153501963	-	ENSG00000263841.2	RN7SL44P
chr1	153560608	153562608	-	ENSG00000196754.12	S100A2
chr1	153586313	153588313	-	ENSG00000285867.1	BX470102.2
chr1	153618287	153620287	-	ENSG00000189171.14	S100A13
chr1	153625832	153627832	-	ENSG00000271853.5	AL162258.1
chr1	153626426	153628426	+	ENSG00000160678.11	S100A1
chr1	153657203	153659203	+	ENSG00000143553.11	SNAPIN
chr1	153661288	153663288	-	ENSG00000143621.17	ILF2
chr1	153677188	153679188	+	ENSG00000169418.10	NPR1
chr1	153746351	153748351	-	ENSG00000243613.1	AL513523.6
chr1	153750483	153752483	-	ENSG00000233222.2	AL513523.5
chr1	153788530	153790530	-	ENSG00000143614.10	GATAD2B
chr1	153792447	153794447	+	ENSG00000231827.3	AL513523.4
chr1	153921837	153923837	+	ENSG00000284738.1	AL358472.5
chr1	153929001	153931001	-	ENSG00000198837.10	DENND4B
chr1	153947169	153949169	-	ENSG00000160741.17	CRTC2
chr1	153958599	153960599	-	ENSG00000143570.18	SLC39A1
chr1	153958651	153960651	-	ENSG00000285779.1	AL358472.7
chr1	153961851	153963851	-	ENSG00000276584.1	MIR6737
chr1	153962861	153964861	+	ENSG00000282386.1	AL358472.4
chr1	153965016	153967016	+	ENSG00000273026.1	AL358472.3
chr1	153966034	153968034	+	ENSG00000143578.16	CREB3L4
chr1	153973769	153975769	-	ENSG00000143543.15	JTB
chr1	153975350	153977350	-	ENSG00000285641.1	AL358472.6
chr1	153976243	153978243	+	ENSG00000272654.1	AL358472.2
chr1	153981117	153983117	-	ENSG00000143545.10	RAB13
chr1	153989262	153991262	+	ENSG00000177954.14	RPS27
chr1	153992185	153994185	-	ENSG00000143552.9	NUP210L
chr1	153994132	153996132	+	ENSG00000231416.1	AL358472.1
chr1	154193165	154195165	-	ENSG00000215938.3	MIR190B
chr1	154198585	154200585	-	ENSG00000163263.7	C1orf189
chr1	154319590	154321590	+	ENSG00000143595.13	AQP10
chr1	154324053	154326053	+	ENSG00000143515.18	ATP8B2
chr1	154337243	154339243	+	ENSG00000238365.3	RNU7-57P
chr1	154469272	154471272	-	ENSG00000169291.10	SHE
chr1	154478512	154480512	+	ENSG00000273110.1	AL162591.2
chr1	154548077	154550077	-	ENSG00000160714.10	UBE2Q1
chr1	154552109	154554109	+	ENSG00000229780.1	UBE2Q1-AS1
chr1	154564355	154566355	-	ENSG00000286391.1	AL592078.2
chr1	154566278	154568278	+	ENSG00000160716.6	CHRNB2
chr1	154578565	154580565	-	ENSG00000233875.1	AL592078.1
chr1	154670093	154672093	+	ENSG00000287064.1	AL606500.1
chr1	155044691	155046691	-	ENSG00000232093.1	DCST1-AS1
chr1	155049066	155051066	+	ENSG00000143537.13	ADAM15
chr1	155062237	155064237	+	ENSG00000243364.8	EFNA4
chr1	155062248	155064248	+	ENSG00000251246.1	AL691442.2
chr1	155229475	155231475	+	ENSG00000236675.1	MTX1P1
chr1	155233952	155235952	-	ENSG00000177628.16	GBA
chr1	155255479	155257479	-	ENSG00000116521.11	SCAMP3
chr1	155262368	155264368	-	ENSG00000176444.19	CLK2
chr1	155275963	155277963	+	ENSG00000143630.10	HCN3
chr1	155288793	155290793	-	ENSG00000143627.19	PKLR
chr1	155316363	155318363	-	ENSG00000225855.7	RUSC1-AS1
chr1	155319394	155321394	+	ENSG00000160753.16	RUSC1
chr1	155334768	155336768	-	ENSG00000116539.13	ASH1L
chr1	155345850	155347850	-	ENSG00000283701.1	MIR555
chr1	155358212	155360212	-	ENSG00000207134.1	RNU6-106P
chr1	155585144	155587144	+	ENSG00000225082.2	DAP3P1
chr1	155590101	155592101	-	ENSG00000223503.1	AL353807.1
chr1	155977299	155979299	+	ENSG00000273002.1	AL355388.1
chr1	155989890	155991890	+	ENSG00000224276.1	ARHGEF2-AS1
chr1	156071513	156073513	-	ENSG00000254726.3	MEX3A
chr1	156081073	156083073	+	ENSG00000160789.20	LMNA
chr1	156211482	156213482	+	ENSG00000260238.6	PMF1-BGLAP
chr1	156211493	156213493	+	ENSG00000160783.19	PMF1
chr1	156248724	156250724	-	ENSG00000198952.8	SMG5
chr1	156386726	156388726	+	ENSG00000237390.1	AL139130.1
chr1	156403750	156405750	-	ENSG00000125462.18	C1orf61
chr1	156419841	156421841	-	ENSG00000207933.3	MIR9-1
chr1	156463227	156465227	-	ENSG00000116604.18	MEF2D
chr1	156578227	156580227	+	ENSG00000187862.12	TTC24
chr1	156590262	156592262	+	ENSG00000163382.12	NAXE
chr1	156593987	156595987	-	ENSG00000160818.16	GPATCH4
chr1	156614242	156616242	-	ENSG00000272971.1	AL365181.4
chr1	156617831	156619831	+	ENSG00000132702.13	HAPLN2
chr1	156637283	156639283	-	ENSG00000272068.1	AL365181.2
chr1	156639890	156641890	+	ENSG00000132692.19	BCAN
chr1	156641166	156643166	-	ENSG00000272405.1	AL365181.3
chr1	156646007	156648007	-	ENSG00000229953.1	AL590666.2
chr1	157169616	157171616	+	ENSG00000229961.3	AL357143.1
chr1	158126787	158128787	-	ENSG00000288460.1	AL138899.3
chr1	158175350	158177350	-	ENSG00000227295.2	ELL2P1
chr1	158176530	158178530	+	ENSG00000158473.7	CD1D
chr1	158195133	158197133	-	ENSG00000229914.1	AL138899.2
chr1	158197422	158199422	-	ENSG00000176320.2	AL138899.1
chr1	158998468	159000468	+	ENSG00000163565.18	IFI16
chr1	159061984	159063984	-	ENSG00000163568.15	AIM2
chr1	159080633	159082633	-	ENSG00000233473.2	RAD1P2
chr1	159201807	159203807	+	ENSG00000213088.12	ACKR1
chr1	159779432	159781432	+	ENSG00000158716.9	DUSP23
chr1	159799011	159801011	+	ENSG00000181036.14	FCRL6
chr1	159899479	159901479	-	ENSG00000266458.1	MIR4259
chr1	159898975	159900975	+	ENSG00000287040.1	AL590560.5
chr1	159909594	159911594	-	ENSG00000279430.1	AL590560.4
chr1	159998151	160000151	-	ENSG00000177807.10	KCNJ10
chr1	160018800	160020800	+	ENSG00000237409.2	AL513302.1
chr1	160090840	160092840	-	ENSG00000162729.14	IGSF8
chr1	160260241	160262241	+	ENSG00000228606.3	AL139011.1
chr1	160265840	160267840	-	ENSG00000224261.2	RPSAP18
chr1	160276312	160278312	-	ENSG00000162735.18	PEX19
chr1	160288094	160290094	-	ENSG00000122218.16	COPA
chr1	160607606	160609606	-	ENSG00000117090.15	SLAMF1
chr1	160737557	160739557	+	ENSG00000026751.17	SLAMF7
chr1	160829660	160831660	-	ENSG00000122223.13	CD244
chr1	160846510	160848510	+	ENSG00000226003.2	PPIAP37
chr1	161096861	161098861	+	ENSG00000162755.14	KLHDC9
chr1	161195604	161197604	+	ENSG00000158864.12	NDUFS2
chr1	161213734	161215734	+	ENSG00000158869.11	FCER1G
chr1	161221792	161223792	-	ENSG00000158874.11	APOA2
chr1	161224439	161226439	+	ENSG00000158882.15	TOMM40L
chr1	161225686	161227686	+	ENSG00000284035.1	MIR5187
chr1	161229166	161231166	-	ENSG00000143257.11	NR1I3
chr1	161364233	161366233	-	ENSG00000188931.4	CFAP126
chr1	161378207	161380207	-	ENSG00000236484.2	RRM2P2
chr1	162037516	162039516	+	ENSG00000227818.1	AL590408.1
chr1	162068191	162070191	+	ENSG00000198929.13	NOS1AP
chr1	162394768	162396768	-	ENSG00000198574.6	SH2D1B
chr1	162591603	162593603	+	ENSG00000272574.1	AL596325.2
chr1	162629873	162631873	+	ENSG00000162733.19	DDR2
chr1	162789202	162791202	+	ENSG00000132196.14	HSD17B7
chr1	163067275	163069275	+	ENSG00000117152.13	RGS4
chr1	163160175	163162175	+	ENSG00000232892.1	AL499616.1
chr1	164554084	164556084	+	ENSG00000185630.18	PBX1
chr1	164768616	164770616	-	ENSG00000233693.1	AL357568.1
chr1	165400422	165402422	-	ENSG00000143171.13	RXRG
chr1	165580113	165582113	+	ENSG00000237783.2	AL356441.2
chr1	165596856	165598856	+	ENSG00000236206.2	AL356441.1
chr1	165629713	165631713	+	ENSG00000143198.13	MGST3
chr1	165706056	165708056	-	ENSG00000273365.1	AL451074.6
chr1	165723793	165725793	-	ENSG00000143183.16	TMCO1
chr1	165906421	165908421	+	ENSG00000283936.1	MIR3658
chr1	166473245	166475245	+	ENSG00000230231.1	FMO7P
chr1	166474379	166476379	-	ENSG00000234142.2	LINC01675
chr1	166895211	166897211	-	ENSG00000143195.13	ILDR2
chr1	167051051	167053051	+	ENSG00000227907.1	AL158837.1
chr1	167052336	167054336	-	ENSG00000143167.12	GPA33
chr1	167219331	167221331	-	ENSG00000272205.1	AL451050.2
chr1	167219376	167221376	+	ENSG00000143190.23	POU2F1
chr1	167377608	167379608	+	ENSG00000272033.1	AL136984.1
chr1	167430140	167432140	-	ENSG00000198821.10	CD247
chr1	167518036	167520036	+	ENSG00000227776.1	AKR1D1P1
chr1	167528617	167530617	-	ENSG00000143162.9	CREG1
chr1	167589892	167591892	+	ENSG00000231029.2	AL031733.1
chr1	167719692	167721692	+	ENSG00000197965.12	MPZL1
chr1	167808886	167810886	-	ENSG00000143199.18	ADCY10
chr1	167934283	167936283	+	ENSG00000143164.15	DCAF6
chr1	168449172	168451172	-	ENSG00000215833.3	QRSL1P1
chr1	168575105	168577105	+	ENSG00000143184.5	XCL1
chr1	168578153	168580153	-	ENSG00000229757.2	AL031736.2
chr1	169102624	169104624	+	ENSG00000237707.1	AL031726.1
chr1	169104197	169106197	+	ENSG00000143153.13	ATP1B1
chr1	169463409	169465409	-	ENSG00000117479.15	SLC19A2
chr1	169588349	169590349	-	ENSG00000174175.17	SELP
chr1	171780160	171782160	+	ENSG00000010165.20	EEF1AKNMT
chr1	171802017	171804017	+	ENSG00000213060.4	AL031864.1
chr1	172419185	172421185	+	ENSG00000180999.11	C1orf105
chr1	172612928	172614928	-	ENSG00000251943.1	RNU6-693P
chr1	172747060	172749060	+	ENSG00000229785.1	SLC25A38P1
chr1	172751086	172753086	+	ENSG00000279061.1	Z98043.1
chr1	173417293	173419293	-	ENSG00000203739.4	AL645568.1
chr1	173823153	173825153	+	ENSG00000117593.12	DARS2
chr1	174756350	174758350	-	ENSG00000223828.1	BANF1P4
chr1	175156486	175158486	-	ENSG00000235750.10	KIAA0040
chr1	175314694	175316694	-	ENSG00000116147.17	TNR
chr1	176367199	176369199	-	ENSG00000225904.1	MORF4L1P7
chr1	176856802	176858802	-	ENSG00000152092.16	ASTN1
chr1	177169458	177171458	+	ENSG00000198797.7	BRINP2
chr1	177923456	177925456	-	ENSG00000120341.18	SEC16B
chr1	177928288	177930288	-	ENSG00000254154.8	CRYZL2P-SEC16B
chr1	178511063	178513063	-	ENSG00000285910.1	AL513013.1
chr1	178511609	178513609	+	ENSG00000240021.10	TEX35
chr1	178541252	178543252	+	ENSG00000213057.5	C1orf220
chr1	178559413	178561413	+	ENSG00000201347.1	RNA5SP69
chr1	178746183	178748183	-	ENSG00000228196.1	PTPN2P1
chr1	178753154	178755154	-	ENSG00000201791.1	AL162255.1
chr1	178849035	178851035	-	ENSG00000116194.13	ANGPTL1
chr1	179080570	179082570	+	ENSG00000186283.14	TOR3A
chr1	179098830	179100830	-	ENSG00000143322.21	ABL2
chr1	179254233	179256233	+	ENSG00000223794.1	COX5BP8
chr1	179364220	179366220	+	ENSG00000162779.22	AXDND1
chr1	179585205	179587205	+	ENSG00000227141.2	AL160286.1
chr1	179588872	179590872	+	ENSG00000261060.1	AL160286.2
chr1	179815684	179817684	-	ENSG00000229407.5	AL359853.1
chr1	179839467	179841467	-	ENSG00000169905.12	TOR1AIP2
chr1	180153369	180155369	+	ENSG00000116260.17	QSOX1
chr1	180518516	180520516	-	ENSG00000206905.1	AL358354.1
chr1	180905151	180907151	+	ENSG00000225857.5	LINC02816
chr1	181031925	181033925	+	ENSG00000153029.14	MR1
chr1	181189971	181191971	-	ENSG00000225359.1	AL358393.1
chr1	182085051	182087051	+	ENSG00000225982.1	AL355482.2
chr1	182095838	182097838	-	ENSG00000228918.4	LINC01344
chr1	182381204	182383204	-	ENSG00000135821.18	GLUL
chr1	182397617	182399617	-	ENSG00000203730.3	TEDDM1
chr1	182406121	182408121	+	ENSG00000203729.8	LINC00272
chr1	182407692	182409692	+	ENSG00000121446.20	RGSL1
chr1	182433393	182435393	-	ENSG00000270443.1	AL139344.1
chr1	182440077	182442077	+	ENSG00000233537.1	TEDDM2P
chr1	182598123	182600123	-	ENSG00000143333.7	RGS16
chr1	182787793	182789793	+	ENSG00000135838.13	NPL
chr1	182954890	182956890	-	ENSG00000226570.2	AL450304.1
chr1	182958574	182960574	-	ENSG00000176855.11	KRT18P28
chr1	183929354	183931354	-	ENSG00000198756.12	COLGALT2
chr1	184080157	184082157	-	ENSG00000286655.1	AL158011.2
chr1	184385253	184387253	-	ENSG00000271387.1	AL445228.3
chr1	184385529	184387529	+	ENSG00000116667.14	C1orf21
chr1	184662782	184664782	+	ENSG00000286378.1	AL713852.2
chr1	184689737	184691737	-	ENSG00000116406.19	EDEM3
chr1	184998210	185000210	+	ENSG00000260976.2	LINC01633
chr1	185249813	185251813	+	ENSG00000201421.1	AL356273.1
chr1	185316279	185318279	+	ENSG00000273004.1	AL078644.2
chr1	185320657	185322657	-	ENSG00000261024.7	AL078644.1
chr1	186399546	186401546	+	ENSG00000262180.2	OCLM
chr1	186671291	186673291	-	ENSG00000073756.12	PTGS2
chr1	186679122	186681122	+	ENSG00000273129.1	PACERR
chr1	197910402	197912402	+	ENSG00000143355.16	LHX9
chr1	198678639	198680639	-	ENSG00000236278.2	PEBP1P3
chr1	200052561	200054561	+	ENSG00000252860.1	RNU6-570P
chr1	200314935	200316935	-	ENSG00000273093.1	AC097065.2
chr1	200550997	200552997	-	ENSG00000118193.12	KIF14
chr1	200623396	200625396	-	ENSG00000118197.14	DDX59
chr1	200968890	200970890	-	ENSG00000116852.14	KIF21B
chr1	201113453	201115453	-	ENSG00000232237.3	ASCL5
chr1	201807111	201809111	+	ENSG00000221028.1	MIR1231
chr1	201887180	201889180	+	ENSG00000198892.6	SHISA4
chr1	201892342	201894342	+	ENSG00000223774.5	AL513217.1
chr1	201895956	201897956	-	ENSG00000163431.13	LMOD1
chr1	201976961	201978961	+	ENSG00000206637.1	SNORA70H
chr1	201977142	201979142	+	ENSG00000238003.1	RPL10P4
chr1	201995196	201997196	-	ENSG00000234678.2	ELF3-AS1
chr1	202001624	202003624	+	ENSG00000275207.1	MIR6740
chr1	202006445	202008445	+	ENSG00000163435.16	ELF3
chr1	202009870	202011870	+	ENSG00000249007.1	AL691482.4
chr1	202121417	202123417	+	ENSG00000170075.9	GPR37L1
chr1	202132904	202134904	-	ENSG00000143862.8	ARL8A
chr1	202192401	202194401	+	ENSG00000133067.17	LGR6
chr1	202331157	202333157	-	ENSG00000077152.11	UBE2T
chr1	202347199	202349199	+	ENSG00000077157.22	PPP1R12B
chr1	202630928	202632928	+	ENSG00000225620.1	AC104463.1
chr1	202723995	202725995	-	ENSG00000117139.18	KDM5B
chr1	203212327	203214327	-	ENSG00000133063.16	CHIT1
chr1	203271721	203273721	+	ENSG00000231507.2	LINC01353
chr1	203340128	203342128	-	ENSG00000122176.12	FMOD
chr1	203352865	203354865	-	ENSG00000229652.1	AL359837.1
chr1	203860099	203862099	+	ENSG00000182004.13	SNRPE
chr1	203872074	203874074	-	ENSG00000236430.1	KRT8P29
chr1	204129562	204131562	+	ENSG00000261065.1	AL592146.1
chr1	204130562	204132562	-	ENSG00000143845.15	ETNK2
chr1	204139904	204141904	+	ENSG00000230550.2	ERLNC1
chr1	204154319	204156319	-	ENSG00000143839.15	REN
chr1	204181506	204183506	+	ENSG00000225522.2	AL592114.2
chr1	204189841	204191841	-	ENSG00000170498.9	KISS1
chr1	204218353	204220353	-	ENSG00000143850.16	PLEKHA6
chr1	204367931	204369931	-	ENSG00000280924.1	LINC00628
chr1	204376350	204378350	+	ENSG00000226330.1	AL606489.1
chr1	204561913	204563913	-	ENSG00000200408.1	RNA5SP74
chr1	204945108	204947108	+	ENSG00000229657.2	AL391822.1
chr1	205089663	205091663	+	ENSG00000271580.1	AL583832.1
chr1	205349747	205351747	+	ENSG00000235363.1	SNRPGP10
chr1	205503095	205505095	+	ENSG00000117266.15	CDK18
chr1	205788594	205790594	-	ENSG00000133065.11	SLC41A1
chr1	205912548	205914548	-	ENSG00000174502.19	SLC26A9
chr1	206106436	206108436	-	ENSG00000198049.7	AVPR1B
chr1	206116283	206118283	+	ENSG00000226780.1	AC244035.1
chr1	206490616	206492616	-	ENSG00000162888.4	C1orf147
chr1	206902817	206904817	-	ENSG00000162894.12	FCMR
chr1	206904428	206906428	+	ENSG00000271680.1	AC098935.2
chr1	206906119	206908119	+	ENSG00000226945.1	AC098935.1
chr1	207087360	207089360	+	ENSG00000123843.13	C4BPB
chr1	207102733	207104733	+	ENSG00000123838.11	C4BPA
chr1	207401191	207403191	-	ENSG00000283044.1	AL391597.1
chr1	207494647	207496647	+	ENSG00000203710.11	CR1
chr1	208021742	208023742	-	ENSG00000076356.7	PLXNA2
chr1	208104602	208106602	+	ENSG00000287220.1	AL590138.1
chr1	208254790	208256790	-	ENSG00000226843.1	AL606753.1
chr1	209430633	209432633	+	ENSG00000284485.1	MIR205
chr1	209582214	209584214	+	ENSG00000008118.10	CAMK1G
chr1	210302184	210304184	+	ENSG00000233455.2	AL035414.1
chr1	211132088	211134088	-	ENSG00000234233.1	KCNH1-IT1
chr1	211325115	211327115	+	ENSG00000082512.15	TRAF5
chr1	211490755	211492755	+	ENSG00000223649.1	AC105275.1
chr1	211658157	211660157	-	ENSG00000117650.13	NEK2
chr1	211659689	211661689	-	ENSG00000224763.1	FDPSP8
chr1	211674249	211676249	+	ENSG00000231057.4	AC096637.3
chr1	211828136	211830136	+	ENSG00000229258.6	LPGAT1-AS1
chr1	211939899	211941899	-	ENSG00000143493.13	INTS7
chr1	212024061	212026061	+	ENSG00000212187.1	AC092814.1
chr1	212034053	212036053	+	ENSG00000143476.18	DTL
chr1	212051024	212053024	-	ENSG00000220749.4	RPL21P28
chr1	212076113	212078113	+	ENSG00000264358.1	MIR3122
chr1	212283910	212285910	+	ENSG00000066027.12	PPP2R5A
chr1	212295948	212297948	+	ENSG00000230063.1	AL360091.2
chr1	212298995	212300995	-	ENSG00000234915.1	AL360091.3
chr1	212308551	212310551	-	ENSG00000225338.1	RPL23AP18
chr1	212363431	212365431	-	ENSG00000065600.12	PACC1
