chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loopID	Benign	Malignant	Consistent_in_benign_or_tumour	loop_type
chr1	167570000	167600000	chr1	167680000	167700000	1069	1070	1069_1070	2	4	TRUE	shared
chr10	113680000	113710000	chr10	114090000	114120000	10700	10705	10700_10705	5	10	TRUE	shared
chr10	113790000	113820000	chr10	114090000	114120000	10702	10705	10702_10705	5	11	TRUE	shared
chr10	114290000	114310000	chr10	114420000	114480000	10707	10708	10707_10708	5	9	TRUE	shared
chr10	114420000	114480000	chr10	114770000	114810000	10708	10711	10708_10711	4	5	TRUE	shared
chr10	114540000	114570000	chr10	114770000	114810000	10710	10711	10710_10711	5	12	TRUE	shared
chr10	114870000	114890000	chr10	115100000	115140000	10712	10713	10712_10713	4	7	TRUE	shared
chr10	116670000	116700000	chr10	116770000	116820000	10726	10727	10726_10727	3	4	TRUE	shared
chr10	116670000	116700000	chr10	117160000	117180000	10726	10729	10726_10729	0	7	TRUE	shared
chr10	116770000	116820000	chr10	117160000	117180000	10727	10729	10727_10729	5	12	TRUE	shared
chr10	117480000	117560000	chr10	118090000	118120000	10733	10736	10733_10736	0	4	TRUE	shared
chr10	117480000	117560000	chr10	118200000	118250000	10733	10737	10733_10737	4	12	TRUE	shared
chr10	117480000	117560000	chr10	118410000	118440000	10733	10738	10733_10738	4	6	TRUE	shared
chr10	118560000	118590000	chr10	118710000	118740000	10741	10743	10741_10743	5	10	TRUE	shared
chr10	118560000	118590000	chr10	118790000	118820000	10741	10744	10741_10744	5	6	TRUE	shared
chr10	119180000	119210000	chr10	119520000	119570000	10747	10751	10747_10751	1	5	TRUE	shared
chr10	119590000	119620000	chr10	119850000	119880000	10752	10756	10752_10756	2	3	TRUE	shared
chr10	120940000	120970000	chr10	121590000	121620000	10765	10774	10765_10774	3	8	TRUE	shared
chr10	122280000	122320000	chr10	122430000	122450000	10778	10780	10778_10780	5	6	TRUE	shared
chr10	122280000	122320000	chr10	122550000	122570000	10778	10781	10778_10781	3	7	TRUE	shared
chr1	168430000	168460000	chr1	168570000	168620000	1077	1078	1077_1078	2	4	TRUE	shared
chr10	123040000	123100000	chr10	123540000	123610000	10782	10785	10782_10785	5	9	TRUE	shared
chr10	123120000	123150000	chr10	123370000	123390000	10783	10784	10783_10784	4	11	TRUE	shared
chr10	123120000	123150000	chr10	123540000	123610000	10783	10785	10783_10785	4	8	TRUE	shared
chr10	123540000	123610000	chr10	123950000	123980000	10785	10786	10785_10786	5	12	TRUE	shared
chr10	123540000	123610000	chr10	124360000	124400000	10785	10791	10785_10791	3	7	TRUE	shared
chr10	123990000	124030000	chr10	124360000	124400000	10787	10791	10787_10791	5	12	TRUE	shared
chr1	168570000	168620000	chr1	169100000	169130000	1078	1083	1078_1083	3	8	TRUE	shared
chr1	168570000	168620000	chr1	169320000	169360000	1078	1087	1078_1087	5	12	TRUE	shared
chr10	124520000	124550000	chr10	124730000	124760000	10792	10794	10792_10794	5	8	TRUE	shared
chr10	124520000	124550000	chr10	124800000	124830000	10792	10796	10792_10796	5	5	TRUE	shared
chr10	125020000	125070000	chr10	125690000	125730000	10799	10803	10799_10803	2	5	TRUE	shared
chr1	12090000	12130000	chr1	12200000	12230000	107	108	107_108	5	8	TRUE	shared
chr1	12090000	12130000	chr1	12590000	12680000	107	114	107_114	2	5	TRUE	shared
chr10	125140000	125160000	chr10	125690000	125730000	10800	10803	10800_10803	1	3	TRUE	shared
chr10	125960000	126000000	chr10	126370000	126410000	10804	10806	10804_10806	3	5	TRUE	shared
chr10	125960000	126000000	chr10	126490000	126520000	10804	10807	10804_10807	5	10	TRUE	shared
chr10	125960000	126000000	chr10	126740000	126760000	10804	10808	10804_10808	1	3	TRUE	shared
chr10	127890000	127910000	chr10	128000000	128050000	10815	10816	10815_10816	4	10	TRUE	shared
chr10	130180000	130210000	chr10	131840000	131900000	10832	10847	10832_10847	1	5	TRUE	shared
chr10	131840000	131900000	chr10	132020000	132030000	10847	10848	10847_10848	5	8	TRUE	shared
chr10	132380000	132400000	chr10	132630000	132650000	10852	10855	10852_10855	1	3	TRUE	shared
chr10	132440000	132480000	chr10	132630000	132650000	10853	10855	10853_10855	5	12	TRUE	shared
chr11	2180000	2210000	chr11	2860000	2900000	10872	10878	10872_10878	0	3	TRUE	shared
chr11	2410000	2440000	chr11	2860000	2900000	10874	10878	10874_10878	3	10	TRUE	shared
chr11	2520000	2560000	chr11	2860000	2900000	10875	10878	10875_10878	4	12	TRUE	shared
chr11	3830000	3860000	chr11	4070000	4080000	10883	10884	10883_10884	5	11	TRUE	shared
chr11	4620000	4660000	chr11	4810000	4830000	10888	10889	10888_10889	4	7	TRUE	shared
chr11	4620000	4660000	chr11	5000000	5020000	10888	10891	10888_10891	1	6	TRUE	shared
chr11	6000000	6040000	chr11	6310000	6360000	10900	10902	10900_10902	4	7	TRUE	shared
chr11	6490000	6540000	chr11	6680000	6710000	10904	10906	10904_10906	3	10	TRUE	shared
chr11	7080000	7150000	chr11	7660000	7710000	10907	10912	10907_10912	4	8	TRUE	shared
chr11	7550000	7570000	chr11	7660000	7710000	10911	10912	10911_10912	3	7	TRUE	shared
chr11	8200000	8240000	chr11	8550000	8580000	10916	10920	10916_10920	5	11	TRUE	shared
chr11	8670000	8710000	chr11	8940000	8970000	10921	10923	10921_10923	1	3	TRUE	shared
chr11	9610000	9640000	chr11	10300000	10350000	10931	10936	10931_10936	1	4	TRUE	shared
chr11	9740000	9790000	chr11	9960000	9990000	10932	10934	10932_10934	5	8	TRUE	shared
chr11	9740000	9790000	chr11	10300000	10350000	10932	10936	10932_10936	5	11	TRUE	shared
chr11	9850000	9880000	chr11	10300000	10350000	10933	10936	10933_10936	2	3	TRUE	shared
chr11	9960000	9990000	chr11	10300000	10350000	10934	10936	10934_10936	3	7	TRUE	shared
chr11	10390000	10420000	chr11	10640000	10670000	10937	10942	10937_10942	3	8	TRUE	shared
chr11	10390000	10420000	chr11	10720000	10750000	10937	10944	10937_10944	5	9	TRUE	shared
chr11	10770000	10800000	chr11	11010000	11050000	10945	10948	10945_10948	4	8	TRUE	shared
chr11	10770000	10800000	chr11	11750000	11820000	10945	10958	10945_10958	3	3	TRUE	shared
chr11	10920000	10960000	chr11	11750000	11820000	10947	10958	10947_10958	4	7	TRUE	shared
chr11	11010000	11050000	chr11	11750000	11820000	10948	10958	10948_10958	5	11	TRUE	shared
chr11	11750000	11820000	chr11	12020000	12070000	10958	10962	10958_10962	2	7	TRUE	shared
chr11	11750000	11820000	chr11	12250000	12350000	10958	10963	10958_10963	0	3	TRUE	shared
chr11	12020000	12070000	chr11	12250000	12350000	10962	10963	10962_10963	5	11	TRUE	shared
chr11	12250000	12350000	chr11	12860000	12910000	10963	10973	10963_10973	4	11	TRUE	shared
chr11	12490000	12540000	chr11	12860000	12910000	10966	10973	10966_10973	4	4	TRUE	shared
chr11	12590000	12620000	chr11	12860000	12910000	10968	10973	10968_10973	1	5	TRUE	shared
chr11	13150000	13230000	chr11	13330000	13360000	10976	10977	10976_10977	5	11	TRUE	shared
chr11	13940000	13980000	chr11	14230000	14260000	10979	10980	10979_10980	5	10	TRUE	shared
chr11	14280000	14320000	chr11	14430000	14480000	10981	10982	10981_10982	5	5	TRUE	shared
chr11	14520000	14550000	chr11	14870000	14930000	10984	10988	10984_10988	4	7	TRUE	shared
chr11	14870000	14930000	chr11	15070000	15080000	10988	10989	10988_10989	0	3	TRUE	shared
chr11	15300000	15350000	chr11	16590000	16650000	10994	11006	10994_11006	4	6	TRUE	shared
chr11	15620000	15660000	chr11	16590000	16650000	10997	11006	10997_11006	5	9	TRUE	shared
chr11	15780000	15850000	chr11	16590000	16650000	11001	11006	11001_11006	3	7	TRUE	shared
chr11	15900000	15940000	chr11	16590000	16650000	11002	11006	11002_11006	1	3	TRUE	shared
chr11	15970000	15990000	chr11	16590000	16650000	11003	11006	11003_11006	0	3	TRUE	shared
chr11	17220000	17240000	chr11	17490000	17520000	11012	11014	11012_11014	0	4	TRUE	shared
chr11	17370000	17390000	chr11	17490000	17520000	11013	11014	11013_11014	5	12	TRUE	shared
chr11	19060000	19090000	chr11	19530000	19580000	11026	11030	11026_11030	4	9	TRUE	shared
chr11	19060000	19090000	chr11	19730000	19760000	11026	11031	11026_11031	1	6	TRUE	shared
chr11	19240000	19270000	chr11	19530000	19580000	11028	11030	11028_11030	3	5	TRUE	shared
chr11	19290000	19330000	chr11	19530000	19580000	11029	11030	11029_11030	4	8	TRUE	shared
chr11	19530000	19580000	chr11	19730000	19760000	11030	11031	11030_11031	5	12	TRUE	shared
chr11	19530000	19580000	chr11	19880000	19920000	11030	11033	11030_11033	5	11	TRUE	shared
chr11	19730000	19760000	chr11	19880000	19920000	11031	11033	11031_11033	3	3	TRUE	shared
chr11	19930000	19970000	chr11	20100000	20140000	11034	11035	11034_11035	5	10	TRUE	shared
chr11	27120000	27200000	chr11	27470000	27500000	11062	11067	11062_11067	5	8	TRUE	shared
chr11	27290000	27310000	chr11	27470000	27500000	11063	11067	11063_11067	1	3	TRUE	shared
chr11	27670000	27720000	chr11	28500000	28540000	11068	11071	11068_11071	1	5	TRUE	shared
chr11	27670000	27720000	chr11	28690000	28710000	11068	11072	11068_11072	1	3	TRUE	shared
chr11	27670000	27720000	chr11	29150000	29180000	11068	11073	11068_11073	3	5	TRUE	shared
chr11	30320000	30360000	chr11	30850000	30890000	11078	11081	11078_11081	5	9	TRUE	shared
chr11	32030000	32060000	chr11	32160000	32200000	11092	11094	11092_11094	5	9	TRUE	shared
chr1	171780000	171820000	chr1	172390000	172470000	1109	1112	1109_1112	1	3	TRUE	shared
chr1	12290000	12320000	chr1	12590000	12680000	110	114	110_114	5	10	TRUE	shared
chr11	33320000	33390000	chr11	33660000	33710000	11100	11101	11100_11101	5	9	TRUE	shared
chr11	33320000	33390000	chr11	33800000	33830000	11100	11103	11100_11103	4	4	TRUE	shared
chr11	33840000	33860000	chr11	33970000	34010000	11104	11105	11104_11105	5	7	TRUE	shared
chr11	34150000	34190000	chr11	34350000	34370000	11106	11107	11106_11107	5	11	TRUE	shared
chr1	171970000	172060000	chr1	172390000	172470000	1110	1112	1110_1112	7	11	TRUE	shared
chr11	34560000	34600000	chr11	34870000	34900000	11111	11113	11111_11113	5	10	TRUE	shared
chr11	34560000	34600000	chr11	35380000	35430000	11111	11116	11111_11116	2	4	TRUE	shared
chr11	34920000	34950000	chr11	35380000	35430000	11114	11116	11114_11116	5	10	TRUE	shared
chr11	35590000	35630000	chr11	36120000	36150000	11118	11121	11118_11121	3	6	TRUE	shared
chr11	35590000	35630000	chr11	36250000	36270000	11118	11122	11118_11122	4	11	TRUE	shared
chr1	172070000	172110000	chr1	172390000	172470000	1111	1112	1111_1112	2	8	TRUE	shared
chr11	36280000	36310000	chr11	36460000	36500000	11123	11124	11123_11124	5	8	TRUE	shared
chr1	172390000	172470000	chr1	172700000	172770000	1112	1116	1112_1116	1	4	TRUE	shared
chr1	172700000	172770000	chr1	173190000	173230000	1116	1120	1116_1120	2	9	TRUE	shared
chr11	43870000	43910000	chr11	44020000	44060000	11183	11184	11183_11184	3	10	TRUE	shared
chr11	44090000	44130000	chr11	44240000	44320000	11185	11187	11185_11187	0	7	TRUE	shared
chr11	44090000	44130000	chr11	44510000	44570000	11185	11189	11185_11189	5	12	TRUE	shared
chr11	44240000	44320000	chr11	44510000	44570000	11187	11189	11187_11189	5	12	TRUE	shared
chr11	44240000	44320000	chr11	44890000	44940000	11187	11196	11187_11196	1	4	TRUE	shared
chr11	44510000	44570000	chr11	44890000	44940000	11189	11196	11189_11196	5	8	TRUE	shared
chr11	44610000	44650000	chr11	44890000	44940000	11190	11196	11190_11196	5	10	TRUE	shared
chr11	44610000	44650000	chr11	45290000	45400000	11190	11200	11190_11200	1	4	TRUE	shared
chr11	44710000	44740000	chr11	44890000	44940000	11193	11196	11193_11196	4	8	TRUE	shared
chr11	44890000	44940000	chr11	45090000	45120000	11196	11198	11196_11198	4	4	TRUE	shared
chr11	44890000	44940000	chr11	45290000	45400000	11196	11200	11196_11200	5	12	TRUE	shared
chr11	44890000	44940000	chr11	45760000	45790000	11196	11206	11196_11206	0	3	TRUE	shared
chr11	45090000	45120000	chr11	45290000	45400000	11198	11200	11198_11200	3	10	TRUE	shared
chr11	45290000	45400000	chr11	45640000	45680000	11200	11203	11200_11203	6	9	TRUE	shared
chr11	45290000	45400000	chr11	45760000	45790000	11200	11206	11200_11206	5	12	TRUE	shared
chr11	46370000	46420000	chr11	46520000	46550000	11216	11217	11216_11217	5	11	TRUE	shared
chr11	46370000	46420000	chr11	46600000	46630000	11216	11218	11216_11218	3	5	TRUE	shared
chr11	46870000	46910000	chr11	47140000	47180000	11223	11226	11223_11226	5	11	TRUE	shared
chr11	46870000	46910000	chr11	47300000	47370000	11223	11229	11223_11229	4	6	TRUE	shared
chr1	173410000	173450000	chr1	173810000	173850000	1122	1124	1122_1124	3	8	TRUE	shared
chr11	56830000	56860000	chr11	57230000	57270000	11246	11248	11246_11248	5	12	TRUE	shared
chr11	57110000	57140000	chr11	57230000	57270000	11247	11248	11247_11248	2	8	TRUE	shared
chr11	57320000	57360000	chr11	57520000	57540000	11249	11252	11249_11252	2	4	TRUE	shared
chr11	57450000	57470000	chr11	57630000	57680000	11250	11254	11250_11254	0	3	TRUE	shared
chr11	57690000	57730000	chr11	58500000	58550000	11255	11263	11255_11263	2	3	TRUE	shared
chr11	57800000	57840000	chr11	58500000	58550000	11257	11263	11257_11263	5	5	TRUE	shared
chr11	58640000	58680000	chr11	59050000	59080000	11264	11267	11264_11267	2	3	TRUE	shared
chr11	58640000	58680000	chr11	59100000	59120000	11264	11268	11264_11268	0	3	TRUE	shared
chr11	59520000	59550000	chr11	59660000	59700000	11273	11274	11273_11274	3	8	TRUE	shared
chr11	60340000	60370000	chr11	60480000	60500000	11279	11280	11279_11280	1	5	TRUE	shared
chr11	60340000	60370000	chr11	60600000	60640000	11279	11281	11279_11281	4	8	TRUE	shared
chr11	61450000	61480000	chr11	61630000	61650000	11288	11290	11288_11290	5	8	TRUE	shared
chr1	174750000	174800000	chr1	174970000	174990000	1128	1129	1128_1129	5	7	TRUE	shared
chr11	61770000	61810000	chr11	62070000	62120000	11292	11295	11292_11295	5	5	TRUE	shared
chr11	61880000	61920000	chr11	62070000	62120000	11294	11295	11294_11295	5	6	TRUE	shared
chr11	62380000	62430000	chr11	62540000	62570000	11299	11300	11299_11300	5	7	TRUE	shared
chr1	12380000	12420000	chr1	12590000	12680000	112	114	112_114	3	8	TRUE	shared
chr11	62900000	62920000	chr11	63010000	63040000	11304	11305	11304_11305	5	11	TRUE	shared
chr1	175140000	175160000	chr1	175310000	175330000	1130	1131	1130_1131	5	12	TRUE	shared
chr11	63460000	63500000	chr11	63620000	63650000	11312	11314	11312_11314	5	7	TRUE	shared
chr11	63990000	64020000	chr11	64130000	64160000	11320	11321	11320_11321	5	9	TRUE	shared
chr11	64350000	64380000	chr11	64640000	64680000	11322	11325	11322_11325	1	4	TRUE	shared
chr11	65340000	65400000	chr11	65500000	65530000	11328	11330	11328_11330	5	12	TRUE	shared
chr11	65690000	65730000	chr11	65970000	66010000	11332	11336	11332_11336	2	6	TRUE	shared
chr11	66550000	66590000	chr11	66670000	66710000	11344	11345	11344_11345	5	3	TRUE	shared
chr11	66670000	66710000	chr11	66820000	66850000	11345	11346	11345_11346	5	12	TRUE	shared
chr11	68020000	68060000	chr11	68190000	68210000	11349	11350	11349_11350	3	7	TRUE	shared
chr11	68240000	68270000	chr11	68420000	68450000	11351	11352	11351_11352	5	9	TRUE	shared
chr11	68620000	68650000	chr11	69060000	69080000	11353	11362	11353_11362	0	4	TRUE	shared
chr11	69090000	69130000	chr11	69630000	69710000	11363	11368	11363_11368	4	12	TRUE	shared
chr11	69250000	69300000	chr11	69630000	69710000	11366	11368	11366_11368	4	6	TRUE	shared
chr11	69630000	69710000	chr11	69870000	69930000	11368	11370	11368_11370	5	11	TRUE	shared
chr11	69630000	69710000	chr11	70180000	70210000	11368	11371	11368_11371	5	11	TRUE	shared
chr1	176350000	176390000	chr1	176840000	176920000	1136	1141	1136_1141	3	10	TRUE	shared
chr11	69870000	69930000	chr11	70180000	70210000	11370	11371	11370_11371	5	12	TRUE	shared
chr11	70450000	70490000	chr11	70750000	70770000	11372	11374	11372_11374	5	8	TRUE	shared
chr1	176540000	176570000	chr1	176840000	176920000	1137	1141	1137_1141	4	9	TRUE	shared
chr11	71960000	71980000	chr11	72410000	72440000	11386	11391	11386_11391	0	4	TRUE	shared
chr11	71990000	72030000	chr11	72100000	72150000	11387	11388	11387_11388	3	4	TRUE	shared
chr11	72710000	72740000	chr11	73150000	73180000	11395	11400	11395_11400	5	4	TRUE	shared
chr11	72830000	72850000	chr11	73150000	73180000	11397	11400	11397_11400	5	12	TRUE	shared
chr11	72830000	72850000	chr11	73230000	73270000	11397	11401	11397_11401	2	6	TRUE	shared
chr11	72910000	72950000	chr11	73150000	73180000	11399	11400	11399_11400	0	4	TRUE	shared
chr1	12450000	12480000	chr1	12590000	12680000	113	114	113_114	3	5	TRUE	shared
chr11	73380000	73410000	chr11	73640000	73660000	11404	11406	11404_11406	2	5	TRUE	shared
chr11	74240000	74270000	chr11	74430000	74470000	11410	11412	11410_11412	4	8	TRUE	shared
chr11	74240000	74270000	chr11	74560000	74590000	11410	11413	11410_11413	1	4	TRUE	shared
chr11	74430000	74470000	chr11	74560000	74590000	11412	11413	11412_11413	3	6	TRUE	shared
chr1	176840000	176920000	chr1	177760000	177800000	1141	1148	1141_1148	3	7	TRUE	shared
chr1	176840000	176920000	chr1	177910000	177970000	1141	1150	1141_1150	3	11	TRUE	shared
chr11	75270000	75290000	chr11	75380000	75410000	11420	11421	11420_11421	1	3	TRUE	shared
chr11	75420000	75450000	chr11	75520000	75550000	11422	11423	11422_11423	4	9	TRUE	shared
chr11	77180000	77220000	chr11	77530000	77560000	11439	11441	11439_11441	5	11	TRUE	shared
chr11	77180000	77220000	chr11	77610000	77630000	11439	11442	11439_11442	0	3	TRUE	shared
chr11	78210000	78230000	chr11	78550000	78570000	11443	11445	11443_11445	2	5	TRUE	shared
chr11	78410000	78430000	chr11	78550000	78570000	11444	11445	11444_11445	4	8	TRUE	shared
chr11	78630000	78660000	chr11	78950000	78980000	11446	11450	11446_11450	4	7	TRUE	shared
chr11	78630000	78660000	chr11	79060000	79110000	11446	11451	11446_11451	5	8	TRUE	shared
chr11	78630000	78660000	chr11	79490000	79510000	11446	11456	11446_11456	3	5	TRUE	shared
chr11	81630000	81670000	chr11	82680000	82730000	11465	11474	11465_11474	3	6	TRUE	shared
chr11	82850000	82930000	chr11	83160000	83190000	11475	11477	11475_11477	0	3	TRUE	shared
chr11	82850000	82930000	chr11	83210000	83270000	11475	11478	11475_11478	6	9	TRUE	shared
chr11	82850000	82930000	chr11	83780000	83850000	11475	11482	11475_11482	4	6	TRUE	shared
chr11	83280000	83320000	chr11	83710000	83730000	11479	11481	11479_11481	2	3	TRUE	shared
chr11	83280000	83320000	chr11	83780000	83850000	11479	11482	11479_11482	4	8	TRUE	shared
chr11	85940000	85960000	chr11	86190000	86230000	11495	11497	11495_11497	2	7	TRUE	shared
chr11	86030000	86050000	chr11	86190000	86230000	11496	11497	11496_11497	5	3	TRUE	shared
chr11	86430000	86470000	chr11	86800000	86840000	11499	11502	11499_11502	5	10	TRUE	shared
chr11	86590000	86620000	chr11	86800000	86840000	11500	11502	11500_11502	3	4	TRUE	shared
chr11	86940000	86980000	chr11	87270000	87300000	11504	11507	11504_11507	5	9	TRUE	shared
chr1	177910000	177970000	chr1	178270000	178320000	1150	1152	1150_1152	0	4	TRUE	shared
chr11	93220000	93250000	chr11	93530000	93560000	11520	11522	11520_11522	3	4	TRUE	shared
chr11	93220000	93250000	chr11	93630000	93660000	11520	11523	11520_11523	5	6	TRUE	shared
chr11	94610000	94630000	chr11	94870000	94900000	11529	11532	11529_11532	4	4	TRUE	shared
chr11	95140000	95160000	chr11	95740000	95780000	11537	11540	11537_11540	4	8	TRUE	shared
chr1	178490000	178560000	chr1	178740000	178780000	1153	1155	1153_1155	5	11	TRUE	shared
chr1	178490000	178560000	chr1	178980000	179020000	1153	1158	1153_1158	5	12	TRUE	shared
chr11	95820000	95850000	chr11	96340000	96410000	11541	11543	11541_11543	5	6	TRUE	shared
chr11	96020000	96070000	chr11	96340000	96410000	11542	11543	11542_11543	5	4	TRUE	shared
chr11	100570000	100590000	chr11	100840000	100860000	11547	11549	11547_11549	3	3	TRUE	shared
chr11	100970000	101010000	chr11	101410000	101470000	11552	11553	11552_11553	1	4	TRUE	shared
chr11	101410000	101470000	chr11	101840000	101870000	11553	11554	11553_11554	5	3	TRUE	shared
chr11	102300000	102350000	chr11	102490000	102510000	11558	11559	11558_11559	4	3	TRUE	shared
chr1	178740000	178780000	chr1	178980000	179020000	1155	1158	1155_1158	4	8	TRUE	shared
chr11	107560000	107590000	chr11	107680000	107700000	11572	11573	11572_11573	1	5	TRUE	shared
chr11	109940000	109960000	chr11	110180000	110210000	11584	11585	11584_11585	1	3	TRUE	shared
chr11	109940000	109960000	chr11	110360000	110390000	11584	11587	11584_11587	1	3	TRUE	shared
chr11	110420000	110480000	chr11	111210000	111260000	11588	11598	11588_11598	5	11	TRUE	shared
chr11	110420000	110480000	chr11	111420000	111460000	11588	11600	11588_11600	5	4	TRUE	shared
chr11	110700000	110720000	chr11	111210000	111260000	11591	11598	11591_11598	4	5	TRUE	shared
chr11	111280000	111300000	chr11	111420000	111460000	11599	11600	11599_11600	5	12	TRUE	shared
chr1	179070000	179100000	chr1	179350000	179380000	1159	1163	1159_1163	5	8	TRUE	shared
