chr	start	end	width	strand	Conc	Conc_T2E	Conc_NonT2E	Fold	p.value	FDR	peak_ID
chr7	26525942	26526443	501	*	6.32	6.75	5.5	1.25	4.2e-06	0.000272	1689
chr1	207077213	207077714	501	*	4.75	3.8	5.43	-1.63	4.21e-06	0.000272	1690
chr1	12383840	12384341	501	*	4.76	5.3	3.53	1.77	4.3e-06	0.000275	1705
chr10	29124756	29125257	501	*	5.1	4.3	5.71	-1.41	4.31e-06	0.000276	1707
chr6	169959277	169959778	501	*	5.53	6	4.56	1.44	4.32e-06	0.000276	1710
chr8	18670085	18670586	501	*	4.7	3.65	5.41	-1.76	4.69e-06	0.000295	1737
chr3	57057018	57057519	501	*	4.59	5.11	3.48	1.62	4.71e-06	0.000295	1742
chr9	89557463	89557964	501	*	3.89	4.64	1.2	3.44	4.72e-06	0.000296	1743
chr3	42520109	42520610	501	*	5.2	5.65	4.29	1.36	4.85e-06	0.000303	1749
chr13	23852269	23852770	501	*	3.81	1.63	4.79	-3.16	4.95e-06	0.000307	1761
chr7	154911520	154912021	501	*	4.64	5.25	3.07	2.18	5.31e-06	0.000325	1783
chr9	112078043	112078544	501	*	5.37	5.78	4.6	1.18	5.31e-06	0.000325	1785
chr22	43257849	43258350	501	*	4.36	4.99	2.73	2.26	5.44e-06	0.000331	1795
chr7	55029876	55030377	501	*	4.7	3.86	5.33	-1.46	5.52e-06	0.000335	1801
chr7	41189551	41190052	501	*	4.83	5.4	3.5	1.89	5.54e-06	0.000336	1803
chr4	2714302	2714803	501	*	5.29	5.72	4.47	1.26	5.59e-06	0.000338	1807
chr9	89598763	89599264	501	*	4.46	3.52	5.14	-1.62	5.9e-06	0.000354	1820
chr12	79737768	79738269	501	*	4.9	3.89	5.6	-1.7	5.94e-06	0.000356	1822
chr22	50036050	50036551	501	*	4.35	4.94	2.95	1.98	5.95e-06	0.000357	1824
chr2	64494008	64494509	501	*	4.37	3.15	5.15	-2	5.97e-06	0.000357	1826
chr17	50697175	50697676	501	*	4.08	2.66	4.91	-2.25	5.97e-06	0.000357	1827
chr2	178418647	178419148	501	*	4.2	3.06	4.95	-1.89	6.02e-06	0.000359	1832
chr7	91035289	91035790	501	*	3.73	2.17	4.6	-2.43	6.02e-06	0.000359	1833
chr18	76697330	76697831	501	*	5.2	5.69	4.2	1.49	6.04e-06	0.000359	1837
chr5	142551581	142552082	501	*	5.91	6.38	4.93	1.45	6.11e-06	0.000363	1838
chr2	64477931	64478432	501	*	4.68	3.71	5.37	-1.67	6.23e-06	0.000369	1847
chr1	11729327	11729828	501	*	5.64	6.04	4.88	1.16	6.25e-06	0.000369	1849
chr10	33196900	33197401	501	*	5.6	4.87	6.19	-1.32	6.26e-06	0.000369	1854
chr8	52971740	52972241	501	*	4.05	2.91	4.79	-1.88	6.52e-06	0.000379	1876
chr15	90895448	90895949	501	*	4.66	5.14	3.71	1.43	6.53e-06	0.00038	1877
chr8	27426274	27426775	501	*	4.74	3.96	5.34	-1.38	6.57e-06	0.000381	1884
chr3	42129151	42129652	501	*	5.88	5.18	6.45	-1.27	6.64e-06	0.000385	1887
chr2	210201449	210201950	501	*	3.63	2.03	4.51	-2.48	6.66e-06	0.000386	1888
chr2	105378238	105378739	501	*	4.83	5.31	3.83	1.49	6.81e-06	0.000392	1895
chr6	31094242	31094743	501	*	4.87	5.38	3.78	1.6	6.89e-06	0.000396	1899
chr12	107764267	107764768	501	*	4.87	3.98	5.53	-1.54	7.04e-06	0.000403	1910
chr10	42749577	42750078	501	*	3.55	1.11	4.56	-3.45	7.33e-06	0.000416	1924
chr21	38494622	38495123	501	*	4.57	5.17	3.09	2.07	7.51e-06	0.000425	1932
chr1	155179157	155179658	501	*	4.48	5.04	3.19	1.85	7.71e-06	0.000435	1936
chr17	56699418	56699919	501	*	5.81	6.19	5.15	1.04	7.81e-06	0.000439	1943
chr7	107865979	107866480	501	*	5.19	4.17	5.9	-1.73	7.81e-06	0.000439	1944
chr5	96753323	96753824	501	*	4.28	4.84	3	1.84	8.07e-06	0.000451	1954
chr1	54413356	54413857	501	*	5.81	6.24	5	1.24	8.15e-06	0.000455	1956
chr12	93104348	93104849	501	*	4.53	3.39	5.28	-1.89	8.26e-06	0.000461	1959
chr22	48576199	48576700	501	*	5.26	5.82	3.99	1.83	8.49e-06	0.000471	1969
chr7	27783236	27783737	501	*	4.1	2.86	4.88	-2.02	8.53e-06	0.000472	1972
chr1	228731262	228731763	501	*	4.63	3.72	5.29	-1.56	8.69e-06	0.00048	1976
chr17	5583996	5584497	501	*	6.33	6.75	5.54	1.21	8.7e-06	0.00048	1979
chr13	30108681	30109182	501	*	5.48	5.96	4.5	1.46	8.72e-06	0.000481	1981
chr20	62783331	62783832	501	*	4.11	4.77	2.24	2.53	8.75e-06	0.000482	1984
chr3	58169427	58169928	501	*	5.06	5.54	4.09	1.45	9.13e-06	0.000497	2006
chr7	131061196	131061697	501	*	5.8	6.22	5.01	1.21	9.28e-06	0.000504	2013
chr18	32276824	32277325	501	*	4.49	5.07	3.09	1.98	9.82e-06	0.000527	2036
chr15	89741153	89741654	501	*	4.17	2.82	4.99	-2.17	9.95e-06	0.000533	2039
chr17	57682602	57683103	501	*	3.65	4.36	1.37	2.99	9.97e-06	0.000534	2042
chr1	228732363	228732864	501	*	4.51	3.65	5.15	-1.5	1e-05	0.000536	2043
chr22	49307064	49307565	501	*	4.37	4.95	2.98	1.96	1.02e-05	0.000543	2051
chr7	1441050	1441551	501	*	3.84	1.87	4.79	-2.92	1.03e-05	0.000546	2054
chr12	93526833	93527334	501	*	4.9	3.89	5.61	-1.72	1.03e-05	0.000548	2060
chr16	21163174	21163675	501	*	5.39	4.75	5.92	-1.17	1.05e-05	0.000553	2067
chr3	126259797	126260298	501	*	4.93	5.45	3.8	1.65	1.05e-05	0.000554	2068
chr11	12068992	12069493	501	*	5.63	6.09	4.71	1.38	1.07e-05	0.000562	2077
chr15	72729299	72729800	501	*	3.71	1.61	4.68	-3.08	1.08e-05	0.000566	2086
chr4	76778824	76779325	501	*	4.94	5.39	4.06	1.33	1.1e-05	0.000573	2089
chr2	54643552	54644053	501	*	4.4	5.02	2.77	2.26	1.11e-05	0.000577	2095
chr7	7591216	7591717	501	*	3.74	2.19	4.61	-2.42	1.13e-05	0.000585	2104
chr12	3999140	3999641	501	*	5.15	5.67	4.05	1.62	1.13e-05	0.000588	2106
chr16	14520387	14520888	501	*	5	4.22	5.6	-1.38	1.14e-05	0.00059	2109
chr18	76401530	76402031	501	*	4.63	5.17	3.43	1.74	1.15e-05	0.000593	2116
chr11	57675405	57675906	501	*	5.93	5.27	6.47	-1.2	1.16e-05	0.000596	2121
chr7	26346430	26346931	501	*	4.81	3.55	5.6	-2.05	1.16e-05	0.000597	2124
chr2	237604456	237604957	501	*	5.01	5.48	4.08	1.4	1.18e-05	0.000603	2130
chr2	63484540	63485041	501	*	4.77	2.48	5.77	-3.29	1.18e-05	0.000603	2131
chr2	210200844	210201345	501	*	4.96	3.95	5.66	-1.72	1.18e-05	0.000604	2132
chr20	51365679	51366180	501	*	4.85	5.36	3.76	1.6	1.19e-05	0.000606	2135
chr7	51162886	51163387	501	*	5.21	4.56	5.76	-1.2	1.19e-05	0.000607	2136
chr6	16346530	16347031	501	*	5.46	5.98	4.33	1.66	1.19e-05	0.000608	2142
chr16	78224963	78225464	501	*	4.17	2.82	4.98	-2.16	1.2e-05	0.00061	2147
chr1	228693035	228693536	501	*	4.53	3.73	5.15	-1.42	1.2e-05	0.000612	2150
chr1	222738979	222739480	501	*	4.2	3.03	4.95	-1.92	1.22e-05	0.000619	2159
chr6	46837896	46838397	501	*	4.54	5.04	3.47	1.57	1.23e-05	0.00062	2161
chr11	7555403	7555904	501	*	5.51	4.93	6.01	-1.08	1.24e-05	0.000624	2164
chr1	24657287	24657788	501	*	4.49	3.45	5.2	-1.75	1.24e-05	0.000627	2167
chr3	193782321	193782822	501	*	5.17	5.63	4.27	1.36	1.26e-05	0.000634	2171
chr10	13400224	13400725	501	*	5.09	5.55	4.16	1.39	1.27e-05	0.000636	2175
chr12	93546146	93546647	501	*	4.06	2.73	4.87	-2.13	1.28e-05	0.000641	2181
chr19	30215391	30215892	501	*	4.87	5.61	2.36	3.24	1.34e-05	0.000665	2200
chr12	114696342	114696843	501	*	4.39	3.42	5.09	-1.67	1.34e-05	0.000666	2203
chr12	130050777	130051278	501	*	3.65	4.35	1.44	2.91	1.36e-05	0.000674	2211
chr22	27797606	27798107	501	*	4.84	5.39	3.59	1.81	1.37e-05	0.000678	2216
chr4	6556605	6557106	501	*	4.43	5.06	2.76	2.29	1.4e-05	0.000685	2226
chr22	47291810	47292311	501	*	5.4	5.82	4.58	1.24	1.42e-05	0.000693	2232
chr3	42251571	42252072	501	*	4.93	3.92	5.64	-1.72	1.44e-05	0.000703	2240
chr21	45308639	45309140	501	*	5.97	6.42	5.05	1.37	1.47e-05	0.000716	2249
chr15	36880265	36880766	501	*	4.62	5.27	2.86	2.41	1.48e-05	0.000718	2258
chr17	50858866	50859367	501	*	4.6	3.73	5.25	-1.52	1.49e-05	0.000718	2259
chr14	37568618	37569119	501	*	5.65	4.62	6.36	-1.75	1.55e-05	0.000743	2280
chr17	64535275	64535776	501	*	4.5	3.32	5.27	-1.94	1.55e-05	0.000743	2281
chr20	51366757	51367258	501	*	4.58	5.15	3.24	1.91	1.56e-05	0.000745	2282
chr8	52119391	52119892	501	*	4.27	3.05	5.05	-2	1.58e-05	0.000751	2295
chr14	37428148	37428649	501	*	6.27	5.65	6.79	-1.14	1.58e-05	0.000753	2296
chr20	12947403	12947904	501	*	4.8	3.53	5.59	-2.06	1.59e-05	0.000755	2297
chr17	47239646	47240147	501	*	5.77	6.23	4.87	1.35	1.59e-05	0.000755	2299
chr18	4107001	4107502	501	*	5	3.99	5.7	-1.71	1.6e-05	0.000757	2307
chr3	189133042	189133543	501	*	4.65	5.14	3.65	1.49	1.6e-05	0.000757	2308
chr7	83645487	83645988	501	*	4.06	2.79	4.85	-2.07	1.6e-05	0.000758	2310
chr1	19923458	19923959	501	*	3.92	4.62	1.75	2.87	1.63e-05	0.00077	2316
chr20	21608030	21608531	501	*	6.28	6.65	5.63	1.02	1.66e-05	0.000777	2328
chr12	53778467	53778968	501	*	4.36	3.26	5.1	-1.83	1.66e-05	0.000778	2333
chr4	89489522	89490023	501	*	4.83	5.36	3.68	1.68	1.7e-05	0.000791	2343
chr12	79415817	79416318	501	*	5.45	4.84	5.97	-1.13	1.7e-05	0.000791	2344
chr1	54795842	54796343	501	*	4.57	3.7	5.22	-1.52	1.71e-05	0.000793	2352
chr1	228691619	228692120	501	*	4.16	2.84	4.97	-2.12	1.72e-05	0.000797	2355
chr12	27651357	27651858	501	*	4.38	3.42	5.06	-1.64	1.75e-05	0.000808	2371
chr11	27718838	27719339	501	*	5.8	6.23	4.99	1.25	1.76e-05	0.00081	2374
chr1	183234178	183234679	501	*	6.43	6.82	5.71	1.11	1.77e-05	0.000812	2376
chr11	75429624	75430125	501	*	5.75	6.22	4.81	1.42	1.8e-05	0.000825	2383
chr14	25053612	25054113	501	*	4.08	2.44	4.97	-2.53	1.81e-05	0.000829	2390
chr5	93593594	93594095	501	*	4.72	5.3	3.31	1.99	1.83e-05	0.000833	2395
chr15	69535241	69535742	501	*	4.21	3.21	4.91	-1.69	1.86e-05	0.000845	2410
chr12	64078904	64079405	501	*	4.82	4.1	5.39	-1.29	1.88e-05	0.00085	2414
chr22	48574866	48575367	501	*	4.86	5.38	3.74	1.65	1.94e-05	0.000872	2433
chr20	51692255	51692756	501	*	4.46	5.05	3.05	2	1.98e-05	0.000882	2448
chr14	102683645	102684146	501	*	4.49	2.14	5.49	-3.36	1.98e-05	0.000882	2450
chr8	37145570	37146071	501	*	4.17	4.8	2.47	2.33	2.02e-05	0.000894	2463
chr2	62775661	62776162	501	*	3.34	1.09	4.33	-3.24	2.03e-05	9e-04	2464
chr4	98931379	98931880	501	*	4.76	5.28	3.66	1.62	2.05e-05	0.000908	2470
chr12	93156977	93157478	501	*	5.89	5.3	6.39	-1.1	2.09e-05	0.000922	2477
chr2	85711559	85712060	501	*	5.89	6.33	5.05	1.28	2.11e-05	0.000927	2483
chr2	100825556	100826057	501	*	5.26	4.4	5.91	-1.52	2.11e-05	0.000928	2484
chr15	79850242	79850743	501	*	4.55	3.39	5.31	-1.92	2.11e-05	0.000929	2488
chr22	24324418	24324919	501	*	4.76	3.93	5.39	-1.45	2.13e-05	0.000933	2495
chr5	172909580	172910081	501	*	5.57	5.95	4.89	1.06	2.13e-05	0.000933	2496
chr14	37251007	37251508	501	*	5.66	4.99	6.21	-1.22	2.14e-05	0.000938	2498
chr8	98178634	98179135	501	*	4.83	5.33	3.76	1.57	2.15e-05	0.000939	2506
chr12	93007597	93008098	501	*	6.02	5.23	6.64	-1.41	2.23e-05	0.000967	2520
chr1	20164843	20165344	501	*	4.89	5.38	3.89	1.48	2.25e-05	0.000974	2522
chr22	37283825	37284326	501	*	4.81	5.3	3.81	1.49	2.25e-05	0.000975	2523
chr1	53698288	53698789	501	*	5.61	6.04	4.79	1.26	2.26e-05	0.000977	2525
chr18	2762421	2762922	501	*	3.93	2.58	4.75	-2.17	2.27e-05	0.000979	2527
chr1	19924628	19925129	501	*	4.14	4.77	2.44	2.33	2.3e-05	0.000991	2540
chr12	93011940	93012441	501	*	3.79	2.16	4.67	-2.51	2.34e-05	0.001	2550
chr7	71769999	71770500	501	*	3.12	3.9	-0.07	3.96	2.34e-05	0.001	2551
chr1	228730129	228730630	501	*	5.47	4.87	5.98	-1.12	2.34e-05	0.001	2552
chr20	12963230	12963731	501	*	4.61	3.84	5.21	-1.37	2.36e-05	0.00101	2557
chr16	77180816	77181317	501	*	3.75	2.35	4.57	-2.23	2.36e-05	0.00101	2558
chr5	159972121	159972622	501	*	5.17	5.66	4.15	1.5	2.37e-05	0.00101	2559
chr1	4655880	4656381	501	*	5.03	5.49	4.12	1.37	2.38e-05	0.00102	2561
chr18	13437743	13438244	501	*	4.56	5.06	3.52	1.54	2.43e-05	0.00103	2575
chr12	79419965	79420466	501	*	5.19	4.51	5.75	-1.24	2.49e-05	0.00105	2584
chr12	107766097	107766598	501	*	4.11	2.77	4.92	-2.14	2.49e-05	0.00105	2588
chr16	14522242	14522743	501	*	4.22	3.17	4.93	-1.76	2.57e-05	0.00107	2613
chr8	29727980	29728481	501	*	5.21	4.36	5.85	-1.49	2.62e-05	0.00109	2629
chr9	113398303	113398804	501	*	4.25	3.17	4.98	-1.81	2.7e-05	0.00111	2647
chr18	8500385	8500886	501	*	4.98	5.48	3.92	1.56	2.71e-05	0.00112	2652
chr14	25054296	25054797	501	*	4.58	3.48	5.31	-1.83	2.73e-05	0.00112	2658
chr1	212699950	212700451	501	*	7.06	7.41	6.44	0.97	2.76e-05	0.00113	2666
chr12	103862435	103862936	501	*	4.69	3.78	5.35	-1.57	2.79e-05	0.00114	2677
chr11	86597421	86597922	501	*	4.1	4.74	2.41	2.33	2.85e-05	0.00116	2691
chr4	41287835	41288336	501	*	4.54	5.08	3.36	1.72	2.9e-05	0.00117	2702
chr10	17382357	17382858	501	*	5	4.29	5.57	-1.28	2.92e-05	0.00118	2706
chr7	83648388	83648889	501	*	6.21	5.74	6.63	-0.89	2.92e-05	0.00118	2707
chr14	37424127	37424628	501	*	6.49	5.78	7.05	-1.27	2.94e-05	0.00119	2709
chr12	2064146	2064647	501	*	6.65	7.05	5.91	1.14	2.97e-05	0.0012	2716
chr13	98462759	98463260	501	*	5.33	5.73	4.6	1.13	2.99e-05	0.0012	2719
chr3	124900298	124900799	501	*	4.86	4.17	5.42	-1.25	3.03e-05	0.00121	2723
chr8	19342513	19343014	501	*	4.44	3.48	5.13	-1.65	3.07e-05	0.00123	2734
chr5	73298766	73299559	793	*	4.85	5.34	3.84	1.5	3.08e-05	0.00123	2737
chr15	89872445	89872946	501	*	3.99	2.53	4.84	-2.3	3.16e-05	0.00125	2754
chrX	1820282	1820783	501	*	3.53	4.2	1.57	2.62	3.2e-05	0.00126	2764
chr9	120619911	120620797	886	*	5.2	4.48	5.78	-1.3	3.21e-05	0.00127	2766
chr22	42816173	42816674	501	*	5.58	5.03	6.07	-1.03	3.21e-05	0.00127	2768
chr14	37254361	37254862	501	*	4.37	3.27	5.11	-1.83	3.21e-05	0.00127	2769
chr1	90725431	90725932	501	*	5.59	6.12	4.42	1.7	3.21e-05	0.00127	2771
chr3	127822548	127823049	501	*	7.27	7.63	6.65	0.99	3.32e-05	0.0013	2788
chr2	28423599	28424100	501	*	5.52	5.93	4.74	1.19	3.37e-05	0.00132	2792
chr14	77078216	77078717	501	*	5.16	5.58	4.36	1.22	3.39e-05	0.00132	2795
chr9	92790533	92791034	501	*	4.85	4.08	5.45	-1.38	3.39e-05	0.00132	2796
chr5	68187472	68187973	501	*	5.99	6.49	4.9	1.59	3.42e-05	0.00133	2800
chr17	1529355	1529856	501	*	5.33	5.85	4.19	1.66	3.47e-05	0.00135	2811
chr14	92693197	92693698	501	*	4.75	5.26	3.67	1.59	3.54e-05	0.00137	2823
chr3	9310333	9310834	501	*	4.66	5.15	3.64	1.51	3.54e-05	0.00137	2824
chr4	5033409	5033910	501	*	4.51	5.03	3.39	1.64	3.59e-05	0.00139	2832
chr21	14873407	14873908	501	*	4.12	2.93	4.88	-1.95	3.61e-05	0.00139	2835
chr20	51690616	51691117	501	*	4.59	5.12	3.46	1.66	3.7e-05	0.00141	2854
chr9	20378922	20379423	501	*	4.23	2.96	5.03	-2.07	3.74e-05	0.00143	2857
chr5	93591251	93591752	501	*	4.44	4.96	3.3	1.65	3.77e-05	0.00144	2859
chr6	7056444	7056945	501	*	4.56	3.68	5.21	-1.53	3.85e-05	0.00146	2876
chr9	18442788	18443289	501	*	5.37	4.77	5.89	-1.11	3.85e-05	0.00146	2877
chr7	26516547	26517048	501	*	4.66	5.24	3.26	1.98	3.87e-05	0.00147	2880
chr17	40541843	40542344	501	*	6.75	7.12	6.11	1.01	3.88e-05	0.00147	2881
chr18	8331319	8331820	501	*	3.62	1.76	4.55	-2.79	3.94e-05	0.00149	2889
chr15	36877895	36878396	501	*	4.64	5.19	3.43	1.75	3.97e-05	0.0015	2894
chr11	14308580	14309081	501	*	4.34	3.46	4.99	-1.53	3.98e-05	0.0015	2896
chr12	93749299	93749800	501	*	5.51	4.91	6.02	-1.11	4.02e-05	0.00151	2902
chr10	71693734	71694235	501	*	5.43	5.93	4.36	1.57	4.05e-05	0.00152	2907
chr21	41813209	41813710	501	*	4.38	4.93	3.12	1.81	4.05e-05	0.00152	2910
chr14	25132540	25133041	501	*	4.88	4.17	5.45	-1.28	4.08e-05	0.00153	2914
chr7	47571556	47572057	501	*	6.58	6.94	5.96	0.98	4.08e-05	0.00153	2916
chr9	97406426	97406927	501	*	4.86	2.76	5.83	-3.07	4.08e-05	0.00153	2917
chr17	72422636	72423137	501	*	5.45	5.92	4.53	1.39	4.08e-05	0.00153	2918
chr2	64490879	64491380	501	*	4.49	3.53	5.18	-1.65	4.09e-05	0.00153	2919
chr1	214330506	214331007	501	*	4.66	3.5	5.41	-1.92	4.12e-05	0.00154	2928
chr10	127909062	127909563	501	*	4.82	5.36	3.6	1.76	4.15e-05	0.00154	2934
chr1	8723528	8724029	501	*	4.62	3.76	5.26	-1.5	4.18e-05	0.00155	2939
chr8	70131997	70132498	501	*	4.41	3.49	5.08	-1.6	4.18e-05	0.00155	2941
chr3	42248341	42248842	501	*	6.13	5.41	6.7	-1.29	4.22e-05	0.00156	2947
chr8	27465056	27465557	501	*	4.24	3.27	4.93	-1.66	4.27e-05	0.00158	2955
chr7	64321384	64321885	501	*	4.07	2.7	4.89	-2.19	4.35e-05	0.0016	2969
chr17	40548707	40549208	501	*	6.37	6.72	5.77	0.95	4.36e-05	0.0016	2972
chr10	30790774	30791275	501	*	5.37	5.8	4.57	1.23	4.38e-05	0.00161	2974
chr12	12592836	12593337	501	*	5	4.37	5.54	-1.17	4.53e-05	0.00165	3001
chr1	211944170	211944671	501	*	5.31	5.82	4.21	1.62	4.56e-05	0.00165	3008
chr6	43495548	43496049	501	*	5.34	5.74	4.62	1.12	4.57e-05	0.00166	3011
chr18	2757207	2757708	501	*	4.14	3.21	4.81	-1.6	4.58e-05	0.00166	3014
chr2	215834344	215834845	501	*	4.64	5.19	3.41	1.78	4.61e-05	0.00167	3022
chr22	46129477	46129978	501	*	5.24	5.66	4.47	1.19	4.68e-05	0.00168	3032
chr18	8384543	8385044	501	*	3.96	2.36	4.84	-2.49	4.69e-05	0.00169	3037
chr10	98477511	98478012	501	*	4.38	3.23	5.14	-1.9	4.74e-05	0.0017	3045
chr5	3602525	3603026	501	*	5.22	5.91	3.16	2.74	4.76e-05	0.00171	3048
chr10	117543878	117544379	501	*	5.04	5.5	4.14	1.35	4.77e-05	0.00171	3052
chr18	8389900	8390401	501	*	4.11	2.99	4.85	-1.86	4.8e-05	0.00171	3056
chr1	220680179	220680680	501	*	3.76	2.33	4.59	-2.26	4.8e-05	0.00172	3057
chr6	31094847	31095348	501	*	4.74	5.31	3.38	1.93	4.89e-05	0.00174	3072
chr1	24596744	24597245	501	*	4.71	3.96	5.3	-1.34	4.89e-05	0.00174	3073
chr11	30349471	30349972	501	*	4.39	3.01	5.21	-2.2	4.9e-05	0.00174	3074
chr10	128010381	128010882	501	*	4.72	5.28	3.45	1.83	4.94e-05	0.00175	3079
chr12	64893792	64894293	501	*	4.02	2.99	4.74	-1.75	4.96e-05	0.00175	3085
chr3	15611024	15611525	501	*	4.69	3.74	5.38	-1.64	4.96e-05	0.00176	3087
chr12	93518805	93519306	501	*	4.27	3.31	4.95	-1.64	5.14e-05	0.00181	3108
chr20	47795029	47795530	501	*	4.24	4.82	2.83	1.99	5.18e-05	0.00181	3118
chr20	57435823	57436324	501	*	5.83	6.23	5.1	1.12	5.26e-05	0.00184	3129
chr22	46801583	46802084	501	*	4.85	5.33	3.86	1.47	5.26e-05	0.00184	3130
chr5	138199297	138199798	501	*	4.3	3.27	5.01	-1.73	5.27e-05	0.00184	3132
chr20	10417595	10418096	501	*	4.76	3.86	5.42	-1.56	5.38e-05	0.00187	3150
chr14	99981774	99982275	501	*	4.17	3.12	4.89	-1.77	5.45e-05	0.00188	3161
chr3	55484968	55485469	501	*	5.52	5.97	4.64	1.33	5.49e-05	0.00189	3167
chr15	52261530	52262031	501	*	6.92	7.3	6.23	1.06	5.53e-05	0.0019	3178
chr18	13614772	13615273	501	*	6.02	6.43	5.26	1.17	5.57e-05	0.00191	3182
chr10	92093418	92093919	501	*	3.85	2.53	4.66	-2.12	5.58e-05	0.00191	3184
chr12	93150936	93151437	501	*	4.84	4.03	5.46	-1.43	5.6e-05	0.00192	3186
chr19	38863870	38864371	501	*	3.81	4.4	2.34	2.06	5.64e-05	0.00193	3190
chr12	42589407	42589908	501	*	5.98	6.46	5	1.45	5.67e-05	0.00194	3193
chr17	64540881	64541382	501	*	5.56	4.9	6.1	-1.2	5.68e-05	0.00194	3195
chr8	134682072	134683064	992	*	5.54	5.98	4.7	1.28	5.69e-05	0.00195	3198
chr5	173891300	173891801	501	*	5.45	4.79	5.99	-1.19	5.72e-05	0.00195	3203
chr6	53513939	53514440	501	*	4.23	3.17	4.95	-1.78	5.76e-05	0.00196	3215
chr21	32406420	32406921	501	*	5.46	5.88	4.65	1.23	5.78e-05	0.00196	3218
chr20	47200352	47200853	501	*	4.06	2.76	4.86	-2.09	5.78e-05	0.00196	3220
chr5	96744842	96745343	501	*	4.57	5.01	3.7	1.32	5.92e-05	0.002	3236
chr12	101571256	101571757	501	*	4.83	4.14	5.39	-1.25	5.93e-05	0.002	3237
chr12	47038359	47038860	501	*	3.97	2.5	4.82	-2.32	5.93e-05	0.002	3239
chr10	118720443	118720944	501	*	3.55	2.03	4.41	-2.38	5.94e-05	0.002	3241
chr15	68543615	68544116	501	*	4.66	5.16	3.63	1.52	5.97e-05	0.00201	3245
chr18	8346235	8346736	501	*	4.14	2.7	4.98	-2.28	6e-05	0.00201	3252
chr16	54079376	54079877	501	*	5.09	5.5	4.34	1.17	6.04e-05	0.00202	3260
chr8	8970107	8970608	501	*	5.39	4.49	6.05	-1.56	6.06e-05	0.00203	3263
chr6	43147137	43147638	501	*	6.26	5.74	6.72	-0.97	6.06e-05	0.00203	3265
chr12	93141844	93142345	501	*	4.99	4.27	5.57	-1.3	6.19e-05	0.00206	3285
chr3	15612712	15613213	501	*	4.09	2.98	4.83	-1.85	6.2e-05	0.00206	3288
chr19	5572682	5573183	501	*	5.64	5.02	6.16	-1.14	6.26e-05	0.00208	3294
chr4	186029999	186030500	501	*	6.37	6.7	5.8	0.9	6.32e-05	0.00209	3300
chr7	91637072	91637573	501	*	4.42	3.59	5.06	-1.47	6.35e-05	0.0021	3305
chr13	46209650	46210151	501	*	4.95	4.05	5.61	-1.56	6.36e-05	0.0021	3307
chr1	47752050	47752551	501	*	6.47	6.82	5.84	0.98	6.37e-05	0.0021	3308
chr7	26508441	26508942	501	*	5.55	6.06	4.47	1.59	6.37e-05	0.0021	3309
chr2	31319956	31320457	501	*	4.92	5.42	3.88	1.54	6.57e-05	0.00215	3334
chr6	138807339	138807840	501	*	4.13	2.76	4.95	-2.19	6.63e-05	0.00216	3347
chr5	58070328	58070829	501	*	4.21	3.18	4.92	-1.74	6.64e-05	0.00216	3349
chr17	66580197	66580698	501	*	5.55	5.97	4.75	1.22	6.69e-05	0.00218	3356
chr3	102239975	102240476	501	*	4.43	3.66	5.03	-1.38	6.71e-05	0.00218	3358
chr1	235522875	235523376	501	*	4.14	2.83	4.95	-2.12	6.76e-05	0.0022	3363
chr2	55175663	55176164	501	*	4.58	3.73	5.22	-1.49	6.78e-05	0.0022	3368
chr15	90225481	90225982	501	*	5.66	6.07	4.92	1.14	6.82e-05	0.00221	3377
chr7	99838968	99839469	501	*	5.09	4.44	5.63	-1.19	6.83e-05	0.00221	3378
chr8	134476132	134476633	501	*	4.12	4.69	2.76	1.94	6.83e-05	0.00221	3379
chr13	34357446	34357947	501	*	5.41	5.81	4.65	1.17	6.89e-05	0.00222	3388
chr10	12271211	12271712	501	*	5.12	5.53	4.36	1.17	6.9e-05	0.00222	3389
chr11	119739386	119739887	501	*	4.52	5.01	3.49	1.52	6.9e-05	0.00222	3392
chr12	130038427	130038928	501	*	5.2	5.95	2.44	3.52	6.97e-05	0.00224	3407
chr11	62095214	62095715	501	*	3.48	4.16	1.53	2.62	7.28e-05	0.00231	3446
chr1	55212324	55212825	501	*	5.38	4.81	5.88	-1.07	7.32e-05	0.00232	3450
chr8	8990513	8991014	501	*	4.48	3.65	5.11	-1.46	7.46e-05	0.00236	3462
chr20	43941823	43942324	501	*	4.97	5.42	4.08	1.34	7.51e-05	0.00237	3465
chr7	27791510	27792011	501	*	4.71	3.98	5.28	-1.3	7.53e-05	0.00237	3469
chr6	46985233	46985734	501	*	4.98	5.42	4.12	1.31	7.54e-05	0.00237	3470
chr5	14732739	14733240	501	*	4.27	3.27	4.97	-1.7	7.6e-05	0.00239	3475
chr5	134879608	134880109	501	*	4.47	3.73	5.07	-1.34	7.63e-05	0.00239	3482
chr15	72724071	72724572	501	*	5.19	4.25	5.87	-1.62	7.76e-05	0.00242	3498
chr11	34925053	34925554	501	*	4.96	4.33	5.49	-1.16	7.79e-05	0.00243	3500
chr11	126431368	126431869	501	*	5.08	5.6	3.96	1.64	7.82e-05	0.00244	3503
chr20	47785443	47785944	501	*	5.64	6.15	4.53	1.62	7.84e-05	0.00245	3504
chr9	134717276	134717777	501	*	4.26	4.76	3.19	1.57	7.85e-05	0.00245	3505
chr17	76384105	76384606	501	*	6.86	7.26	6.14	1.11	7.9e-05	0.00246	3508
