chr	start	end	strand	gene_id	gene_name
chr1	35195969	35196062	+	ENSG00000201868.1	AL590434.1
chr1	35268709	35422058	+	ENSG00000146463.12	ZMYM4
chr1	35292196	35292498	-	ENSG00000240374.3	RN7SL503P
chr1	35310274	35310425	+	ENSG00000201542.1	AL160000.1
chr1	35433492	35557950	-	ENSG00000142687.18	KIAA0319L
chr1	35557473	35567274	+	ENSG00000020129.16	NCDN
chr1	35569813	35577729	-	ENSG00000239636.1	AC004865.2
chr1	35573314	35595328	+	ENSG00000116819.8	TFAP2E
chr1	35713877	35718894	-	ENSG00000142686.8	C1orf216
chr1	35720218	35769978	-	ENSG00000092853.14	CLSPN
chr1	35739389	35743576	+	ENSG00000232335.1	AL354864.1
chr1	36084094	36088275	+	ENSG00000092850.12	TEKT2
chr1	36088892	36093932	+	ENSG00000116863.11	ADPRHL2
chr1	36095239	36125222	-	ENSG00000171812.13	COL8A2
chr1	36136570	36156053	-	ENSG00000054116.12	TRAPPC3
chr1	36155579	36180849	+	ENSG00000116871.15	MAP7D1
chr1	36191915	36192170	+	ENSG00000264592.2	RN7SL131P
chr1	36224432	36305357	+	ENSG00000054118.15	THRAP3
chr1	36306368	36329340	+	ENSG00000214193.11	SH3D21
chr1	36322031	36324154	-	ENSG00000142694.6	EVA1B
chr1	36329630	36335406	+	ENSG00000286379.1	AL591845.1
chr1	36339624	36385896	-	ENSG00000196182.10	STK40
chr1	36391238	36397908	-	ENSG00000181817.6	LSM10
chr1	36402721	36402859	-	ENSG00000222821.1	RNU4-27P
chr1	36415827	36450451	-	ENSG00000116885.18	OSCP1
chr1	36418450	36418578	-	ENSG00000201448.1	SNORA63C
chr1	36630335	36630857	+	ENSG00000230214.1	FTLP18
chr1	36703953	36710582	+	ENSG00000284705.1	AL596257.1
chr1	37154761	37325100	-	ENSG00000223944.2	AL353604.1
chr1	37330852	37330996	+	ENSG00000230451.2	RPS29P6
chr1	37350934	37474411	-	ENSG00000233621.2	LINC01137
chr1	37474580	37484377	+	ENSG00000163874.11	ZC3H12A
chr1	37480230	37480289	+	ENSG00000283724.1	MIR6732
chr1	37492575	37514774	-	ENSG00000163875.15	MEAF6
chr1	37534449	37554293	-	ENSG00000163877.11	SNIP1
chr1	37544763	37545294	+	ENSG00000232273.1	FTH1P1
chr1	37566816	37595937	-	ENSG00000134697.13	GNL2
chr1	37596126	37607336	+	ENSG00000284748.1	AL513220.1
chr1	37611350	37634892	-	ENSG00000169218.14	RSPO1
chr1	37681570	37692249	-	ENSG00000116922.14	C1orf109
chr1	37692481	37709719	+	ENSG00000134690.11	CDCA8
chr1	37713880	37765133	-	ENSG00000183317.17	EPHA10
chr1	37793802	37801137	+	ENSG00000185090.14	MANEAL
chr1	37799720	37800879	-	ENSG00000233728.1	AL929472.3
chr1	37802945	37808208	-	ENSG00000196449.4	YRDC
chr1	37809574	37859592	-	ENSG00000188786.10	MTF1
chr1	37860697	37861580	+	ENSG00000230955.1	AL929472.2
chr1	37860697	37947057	-	ENSG00000204084.13	INPP5B
chr1	37884237	37884317	+	ENSG00000252448.1	AL929472.5
chr1	37885023	37885117	+	ENSG00000222282.1	RNU6-584P
chr1	37956975	37990075	-	ENSG00000183431.12	SF3A3
chr1	37991462	37991569	+	ENSG00000212541.1	RNU6-510P
chr1	37996770	38005606	-	ENSG00000183386.10	FHL3
chr1	38009258	38024820	+	ENSG00000183520.12	UTP11
chr1	38043829	38046793	-	ENSG00000185668.8	POU3F1
chr1	38047314	38119025	+	ENSG00000224592.5	MIR3659HG
chr1	38193619	38210340	+	ENSG00000287987.1	AL390839.2
chr1	38754216	38815979	-	ENSG00000284632.1	AL354702.2
chr1	38838198	38859772	-	ENSG00000116954.8	RRAGC
chr1	38839333	38874494	-	ENSG00000273637.1	AL139260.2
chr1	38859912	38965038	+	ENSG00000228436.3	AL139260.1
chr1	38862493	38873368	-	ENSG00000214114.9	MYCBP
chr1	38864501	38881617	-	ENSG00000274944.4	AL139260.3
chr1	38874069	38881587	-	ENSG00000131233.10	GJA9
chr1	38991276	39006059	+	ENSG00000174574.16	AKIRIN1
chr1	39026318	39034636	+	ENSG00000168653.11	NDUFS5
chr1	39081316	39487177	+	ENSG00000127603.28	MACF1
chr1	39120940	39121043	-	ENSG00000206654.1	RNU6-608P
chr1	39249838	39257649	-	ENSG00000226438.1	AL442071.1
chr1	39304294	39304898	-	ENSG00000217897.2	HSPE1P8
chr1	39692182	39763914	+	ENSG00000084072.17	PPIE
chr1	39718028	39718595	+	ENSG00000225333.6	AL035404.1
chr1	39723566	39723627	-	ENSG00000252413.1	RNU7-121P
chr1	39799422	39809450	+	ENSG00000284719.1	AL033527.4
chr1	39801414	39817460	-	ENSG00000284678.1	LINC02811
chr1	39895426	39902256	-	ENSG00000116990.11	MYCL
chr1	39897745	39899098	+	ENSG00000236546.1	MYCL-AS1
chr1	39955112	39969968	+	ENSG00000168389.17	MFSD2A
chr1	39962680	39963404	+	ENSG00000228477.1	AL663070.2
chr1	40040233	40072649	+	ENSG00000131236.17	CAP1
chr1	40071461	40097727	-	ENSG00000131238.17	PPT1
chr1	40132764	40133448	+	ENSG00000226745.2	AL512599.1
chr1	40161387	40240921	+	ENSG00000117000.9	RLF
chr1	40177843	40177949	+	ENSG00000207508.1	RNU6-1237P
chr1	40300489	40317813	-	ENSG00000049089.15	COL9A2
chr1	40333078	40333557	-	ENSG00000227311.3	AL031985.2
chr1	40344850	40423326	+	ENSG00000084070.12	SMAP2
chr1	40364766	40365183	+	ENSG00000213172.3	AL031985.1
chr1	40531573	40548167	+	ENSG00000117010.17	ZNF684
chr1	40620680	40665682	-	ENSG00000117016.10	RIMS3
chr1	40783787	40840452	+	ENSG00000117013.17	KCNQ4
chr1	40861054	40862363	-	ENSG00000179862.7	CITED4
chr1	40863914	40876670	+	ENSG00000229528.1	AC119677.1
chr1	40938104	40939763	-	ENSG00000228940.1	AL391730.1
chr1	40939294	40945524	+	ENSG00000286668.1	AL391730.2
chr1	40942251	40942515	-	ENSG00000233118.2	UBE2V1P8
chr1	41241772	41338644	+	ENSG00000287400.1	AC093151.7
chr1	41242373	41284861	+	ENSG00000235358.2	AC093151.2
chr1	41264550	41264862	-	ENSG00000213987.4	AC093151.1
chr1	41506365	42035925	-	ENSG00000127124.16	HIVEP3
chr1	41585306	41628816	-	ENSG00000284895.1	AC119676.1
chr1	42036143	42051784	+	ENSG00000287587.1	AL158216.1
chr1	42040597	42041729	+	ENSG00000227538.1	HNRNPFP1
chr1	42140635	42141391	+	ENSG00000228776.2	AC114492.1
chr1	42153410	42155820	+	ENSG00000044012.4	GUCA2B
chr1	42162690	42164745	-	ENSG00000197273.4	GUCA2A
chr1	42176539	42335877	-	ENSG00000198815.9	FOXJ3
chr1	42335386	42338376	-	ENSG00000227527.2	AC096540.1
chr1	42430329	42456253	-	ENSG00000066185.13	ZMYND12
chr1	42456117	42473385	+	ENSG00000127125.9	PPCS
chr1	42463221	42657190	+	ENSG00000186409.17	CCDC30
chr1	42491739	42492493	+	ENSG00000230116.1	AL445669.1
chr1	42569033	42569139	+	ENSG00000200254.1	RNU6-536P
chr1	42570970	42571390	+	ENSG00000236180.2	AL445669.2
chr1	42733093	42740254	-	ENSG00000164007.11	CLDN19
chr1	42746335	42767084	-	ENSG00000117385.16	P3H1
chr1	42767249	42779491	+	ENSG00000164008.16	C1orf50
chr1	42767292	42794493	+	ENSG00000283580.3	AC098484.3
chr1	42775813	42776790	-	ENSG00000228452.1	AC098484.1
chr1	42903232	42903912	+	ENSG00000225099.1	ATP6V1E1P1
chr1	42925375	42958868	-	ENSG00000117394.23	SLC2A1
chr1	43104086	43104497	+	ENSG00000277513.1	AL161637.1
chr1	43164175	43270936	-	ENSG00000117395.12	EBNA1BP2
chr1	43172149	43254358	+	ENSG00000243710.7	CFAP57
chr1	43354684	43358658	-	ENSG00000234694.1	AL139289.1
chr1	43358981	43363203	+	ENSG00000117399.14	CDC20
chr1	43363398	43368074	-	ENSG00000066322.15	ELOVL1
chr1	43364648	43364715	-	ENSG00000283836.1	MIR6734
chr1	43383917	43389808	-	ENSG00000159479.17	MED8
chr1	43385113	43389155	+	ENSG00000229431.1	MED8-AS1
chr1	43389882	43454247	+	ENSG00000198198.17	SZT2
chr1	43525187	43623666	+	ENSG00000142949.17	PTPRF
chr1	43650149	43931014	+	ENSG00000284989.1	AL451062.4
chr1	43705824	43931165	+	ENSG00000126091.20	ST3GAL3
chr1	43933320	43937240	+	ENSG00000117407.17	ARTN
chr1	43937918	43940781	-	ENSG00000237950.3	AL357079.1
chr1	43944370	43946551	-	ENSG00000288573.1	AL357079.3
chr1	43946950	43968022	+	ENSG00000117408.11	IPO13
chr1	43991500	44031467	-	ENSG00000196517.12	SLC6A9
chr1	44030437	44115913	+	ENSG00000230615.7	AL139220.2
chr1	44213455	44220681	+	ENSG00000178028.14	DMAP1
chr1	44221070	44355260	-	ENSG00000117419.16	ERI3
chr1	44390722	44390823	+	ENSG00000199385.1	RNU6-369P
chr1	44405194	44651724	+	ENSG00000187147.18	RNF220
chr1	44674692	44725591	+	ENSG00000198520.12	ARMH1
chr1	44731055	44731170	-	ENSG00000200169.1	RNU5D-1
chr1	44739818	44767767	+	ENSG00000142945.13	KIF2C
chr1	44819844	44843253	-	ENSG00000117425.14	PTCH2
chr1	44843921	44844082	-	ENSG00000226499.1	AL136380.1
chr1	44850522	44986722	-	ENSG00000070785.17	EIF2B3
chr1	45002540	45011324	-	ENSG00000126107.15	HECTD3
chr1	45010950	45015575	+	ENSG00000126088.14	UROD
chr1	45016399	45306209	-	ENSG00000162415.7	ZSWIM5
chr1	45303910	45305619	+	ENSG00000281912.1	LINC01144
chr1	45329262	45491155	-	ENSG00000288208.1	AL451136.1
chr1	45343883	45491163	-	ENSG00000070759.17	TESK2
chr1	45493866	45500079	-	ENSG00000280670.3	CCDC163
chr1	45500300	45513382	+	ENSG00000132763.15	MMACHC
chr1	45511036	45523047	-	ENSG00000117450.14	PRDX1
chr1	45550543	45570049	+	ENSG00000117448.13	AKR1A1
chr1	45580892	45580996	-	ENSG00000281133.1	AL355480.3
chr1	45581219	45581321	-	ENSG00000280836.1	AL355480.1
chr1	45583846	45618904	+	ENSG00000132780.17	NASP
chr1	45786987	46036122	+	ENSG00000086015.22	MAST2
chr1	46040140	46133036	-	ENSG00000117461.15	PIK3R3
chr1	46043661	46176488	-	ENSG00000278139.1	AL358075.4
chr1	46046818	46048368	+	ENSG00000226957.1	AL358075.1
chr1	46175073	46185962	+	ENSG00000117472.10	TSPAN1
chr1	46175486	46176478	-	ENSG00000250719.1	P3R3URF
chr1	46188682	46220305	-	ENSG00000085998.14	POMGNT1
chr1	46203334	46221256	+	ENSG00000171357.6	LURAP1
chr1	46432129	46482493	+	ENSG00000232022.7	FAAHP1
chr1	46446600	46451317	-	ENSG00000224863.3	LINC01398
chr1	46532166	46543969	-	ENSG00000282881.2	TMEM275
chr1	46538611	46570255	+	ENSG00000269956.2	MKNK1-AS1
chr1	46545644	46551527	-	ENSG00000162456.9	KNCN
chr1	46557408	46616843	-	ENSG00000079277.21	MKNK1
chr1	46607715	46616891	-	ENSG00000142961.14	MOB3C
chr1	46632737	46673867	-	ENSG00000123472.12	ATPAF1
chr1	46675159	46719114	-	ENSG00000159658.12	EFCAB14
chr1	46742329	46743133	+	ENSG00000236476.2	AL593856.1
chr1	46994382	46994502	-	ENSG00000261196.1	CYP4A43P
chr1	47000898	47001087	-	ENSG00000261593.1	CYP4A27P
chr1	47002995	47003148	-	ENSG00000261290.1	CYP4A44P
chr1	47096653	47179271	-	ENSG00000225506.2	CYP4A22-AS1
chr1	47164510	47165920	-	ENSG00000225514.1	MTND1P34
chr1	47179250	47180339	+	ENSG00000224805.2	LINC00853
chr1	47183582	47191044	-	ENSG00000162366.8	PDZK1IP1
chr1	47333797	47378839	+	ENSG00000162368.13	CMPK1
chr1	47380928	47408477	-	ENSG00000225762.1	LINC01389
chr1	47416285	47418052	+	ENSG00000186790.6	FOXE3
chr1	47432133	47434641	-	ENSG00000237424.1	FOXD2-AS1
chr1	47436017	47440691	+	ENSG00000186564.5	FOXD2
chr1	47688463	47704029	+	ENSG00000227947.2	LINC01738
chr1	47760528	47997385	-	ENSG00000269113.4	TRABD2B
chr1	47761132	47765547	-	ENSG00000223814.1	AL691459.1
chr1	48050659	48091736	+	ENSG00000226133.6	LINC02794
chr1	48078787	48082196	-	ENSG00000231413.1	AL356289.1
chr1	48089368	48089634	+	ENSG00000237180.1	CYP46A4P
chr1	48096092	48182428	-	ENSG00000242267.6	SKINT1L
chr1	48102068	48104736	+	ENSG00000279096.2	AL356289.2
chr1	48172972	48206857	+	ENSG00000223720.2	AL109659.1
chr1	48222685	48248644	+	ENSG00000117834.12	SLC5A9
chr1	48227888	48229561	-	ENSG00000272491.1	AL109659.2
chr1	48295373	48472208	-	ENSG00000132122.12	SPATA6
chr1	48344209	48344315	+	ENSG00000206700.1	RNU6-723P
chr1	48497263	48497736	-	ENSG00000232514.1	AL356968.1
chr1	48532854	50023954	-	ENSG00000186094.17	AGBL4
chr1	48552991	48558106	+	ENSG00000287661.1	AL391844.1
chr1	49025595	49187585	+	ENSG00000229846.2	AC099788.1
chr1	50024029	50203786	+	ENSG00000162374.17	ELAVL4
chr1	50326131	50327007	+	ENSG00000234080.3	AL596275.1
chr1	50398825	50399773	-	ENSG00000229316.1	HMGB1P45
chr1	50437028	50960267	-	ENSG00000185104.20	FAF1
chr1	50582404	50582511	+	ENSG00000207194.1	RNU6-1026P
chr1	50780340	50781150	+	ENSG00000230585.2	PHBP12
chr1	51059837	51059905	+	ENSG00000265538.1	MIR4421
chr1	51060018	51060103	+	ENSG00000275816.1	MIR6500
chr1	51195095	51235096	-	ENSG00000203356.2	LINC01562
chr1	51287258	51345116	-	ENSG00000085831.15	TTC39A
chr1	51354263	51519266	-	ENSG00000085832.17	EPS15
chr1	51518309	51561629	+	ENSG00000227070.1	EPS15-AS1
chr1	51538625	51538729	-	ENSG00000252032.1	RNU6-1281P
chr1	51561866	51594897	-	ENSG00000227742.2	CALR4P
chr1	51577179	51798427	+	ENSG00000117859.19	OSBPL9
chr1	51907956	51990700	-	ENSG00000169213.7	RAB3B
chr1	51995740	51996039	+	ENSG00000264613.2	RN7SL290P
chr1	52142094	52346686	+	ENSG00000157077.14	ZFYVE9
chr1	52150104	52150419	+	ENSG00000241745.3	RN7SL788P
chr1	52404602	52420836	+	ENSG00000134748.13	PRPF38A
chr1	52408282	52553487	-	ENSG00000134744.14	TUT4
chr1	52633168	52669683	+	ENSG00000182183.15	SHISAL2A
chr1	52684449	52698347	-	ENSG00000162377.6	COA7
chr1	52709122	52709442	+	ENSG00000233664.1	NDUFS5P3
chr1	52714399	52714695	+	ENSG00000239640.3	RN7SL62P
chr1	52726453	52827336	+	ENSG00000162378.13	ZYG11B
chr1	52754322	52754462	+	ENSG00000252018.1	RNU2-30P
chr1	52842511	52894998	+	ENSG00000203995.10	ZYG11A
chr1	52895910	52927212	-	ENSG00000121310.17	ECHDC2
chr1	52920422	52920596	+	ENSG00000230953.2	AC099677.1
chr1	52925249	52925423	-	ENSG00000231866.2	AC099677.2
chr1	52927276	53051698	+	ENSG00000116171.18	SCP2
chr1	52928674	52928772	+	ENSG00000264834.1	AC099677.4
chr1	52934930	52935017	+	ENSG00000266188.1	AC099677.6
chr1	53180921	53186900	+	ENSG00000277397.1	AL606760.4
chr1	53196792	53214197	+	ENSG00000157184.7	CPT2
chr1	53242364	53328469	-	ENSG00000157193.18	LRP8
chr1	53267935	53268601	+	ENSG00000234578.1	AL355483.3
chr1	53459399	53467488	+	ENSG00000143006.7	DMRTB1
chr1	53506237	53738106	-	ENSG00000174332.5	GLIS1
chr1	53688749	53688812	-	ENSG00000239007.1	RNU7-95P
chr1	53851719	53889798	-	ENSG00000058799.15	YIPF1
chr1	53916574	53945929	-	ENSG00000081870.11	HSPB11
chr1	53946085	53968168	+	ENSG00000116212.15	LRRC42
chr1	53974969	53976031	-	ENSG00000219102.3	HNRNPA3P12
chr1	54007298	54018186	-	ENSG00000203985.11	LDLRAD1
chr1	54053584	54112519	+	ENSG00000116205.14	TCEANC2
chr1	54089856	54090093	+	ENSG00000225183.1	AL353898.1
chr1	54099968	54100224	-	ENSG00000279049.1	AL353898.2
chr1	54132686	54200073	-	ENSG00000256407.2	AL357673.1
chr1	54132968	54153770	-	ENSG00000157211.11	CDCP2
chr1	54137746	54142980	+	ENSG00000280425.2	AL357673.2
chr1	54169651	54200036	-	ENSG00000215883.10	CYB5RL
chr1	54184041	54225464	+	ENSG00000116221.15	MRPL37
chr1	54225432	54413479	-	ENSG00000157216.15	SSBP3
chr1	54285405	54287371	+	ENSG00000225632.1	AL161644.1
chr1	54416256	54420860	+	ENSG00000232245.1	AL035415.1
chr1	54514417	54517383	+	ENSG00000287582.1	AC099796.2
chr1	54516412	54517259	-	ENSG00000235741.1	LINC02784
chr1	54524824	54524931	+	ENSG00000237173.1	AC099796.1
chr1	54641754	54710266	+	ENSG00000184313.20	MROH7
chr1	54641786	54742308	+	ENSG00000271723.5	MROH7-TTC4
chr1	54779712	54801323	-	ENSG00000006555.11	TTC22
chr1	54792885	54794905	+	ENSG00000237453.1	AC096536.1
chr1	54806063	54842252	+	ENSG00000162398.11	LEXM
chr1	55066359	55215364	-	ENSG00000162402.14	USP24
chr1	55217645	55324691	+	ENSG00000231090.2	MIR4422HG
chr1	55222379	55223372	+	ENSG00000231095.1	GYG1P3
chr1	55329288	56070513	+	ENSG00000234810.4	AL603840.1
chr1	55367466	55368774	+	ENSG00000231900.3	GOT2P1
chr1	55372710	55373316	-	ENSG00000232198.2	MTCO2P34
chr1	55376526	55376852	-	ENSG00000199831.1	RN7SKP291
chr1	55868254	55950119	+	ENSG00000233079.3	LINC01755
chr1	56154545	56477687	-	ENSG00000260971.4	AC119674.1
chr1	56173433	56524495	-	ENSG00000284686.1	AC119674.2
chr1	56414935	56417137	+	ENSG00000223956.3	LINC01767
chr1	56494761	56645301	-	ENSG00000162407.9	PLPP3
chr1	56585612	56586242	-	ENSG00000224980.1	RPL23AP85
chr1	56645314	56715335	+	ENSG00000162409.11	PRKAA2
chr1	56718789	56819696	-	ENSG00000187889.13	FYB2
chr1	56823679	56826920	-	ENSG00000229913.1	AL360295.1
chr1	56854797	56918223	+	ENSG00000157131.11	C8A
chr1	56994778	58546734	-	ENSG00000173406.15	DAB1
chr1	58047889	58049335	-	ENSG00000229887.4	HNRNPA1P6
chr1	58056133	58056480	-	ENSG00000223416.3	RPS26P15
chr1	58060139	58080274	+	ENSG00000235038.1	AL445193.2
chr1	58415384	58546802	-	ENSG00000162600.12	OMA1
chr1	58546168	58563897	+	ENSG00000286918.1	AL035411.3
chr1	58552913	58553333	-	ENSG00000270209.1	AL035411.2
chr1	58643440	58700077	-	ENSG00000162601.11	MYSM1
chr1	58715609	58771295	+	ENSG00000283445.1	AL136985.3
chr1	58780791	58784047	-	ENSG00000177606.7	JUN
chr1	58785128	58901109	+	ENSG00000234807.7	LINC01135
chr1	58812808	58813342	-	ENSG00000272226.1	AL136985.2
chr1	58882868	58931897	-	ENSG00000232453.7	LINC02777
chr1	58933643	59240555	+	ENSG00000237352.4	LINC01358
chr1	59054397	59056049	-	ENSG00000241042.1	AL592431.2
chr1	59055999	59078116	-	ENSG00000235215.2	AL592431.1
chr1	59131932	59296491	-	ENSG00000224609.8	AC093425.1
chr1	59289303	59289640	-	ENSG00000270457.1	AC093424.1
chr1	59296638	59810647	+	ENSG00000172456.17	FGGY
chr1	59733227	59733296	-	ENSG00000266150.1	MIR4711
chr1	59754747	59789182	-	ENSG00000226883.1	AL035416.1
chr1	59974757	59975054	-	ENSG00000265535.2	RN7SL475P
chr1	60114875	60149784	+	ENSG00000238242.2	LINC02778
chr1	60659631	60868009	-	ENSG00000231252.3	AC099792.1
chr1	60865259	61462788	+	ENSG00000162599.17	NFIA
chr1	60912675	61056885	-	ENSG00000237928.6	NFIA-AS2
chr1	61481087	61533271	+	ENSG00000284808.1	AC099791.3
chr1	61654194	61654908	+	ENSG00000223920.2	AC099791.1
chr1	61742406	62178675	+	ENSG00000132849.20	PATJ
chr1	61852499	61852602	+	ENSG00000212360.1	RNU6-1177P
chr1	62436297	62451804	+	ENSG00000162607.13	USP1
chr1	62454298	62688386	-	ENSG00000116641.18	DOCK7
chr1	62530636	62530873	+	ENSG00000270549.1	AL451044.1
chr1	62784132	62865516	+	ENSG00000125703.15	ATG4C
chr1	63159083	63317274	-	ENSG00000224209.8	LINC00466
chr1	63320884	63324441	-	ENSG00000230798.5	FOXD3-AS1
chr1	63322567	63325128	+	ENSG00000187140.6	FOXD3
chr1	63326925	63326984	-	ENSG00000275836.1	MIR6068
chr1	63367575	63438553	+	ENSG00000088035.18	ALG6
chr1	63440770	63593721	-	ENSG00000142856.16	ITGB3BP
chr1	63487957	63508204	+	ENSG00000286429.1	BX004807.1
chr1	63523372	63572693	+	ENSG00000203965.13	EFCAB7
chr1	63593411	63660245	+	ENSG00000079739.17	PGM1
chr1	63655743	63656047	+	ENSG00000244256.3	RN7SL130P
chr1	63774017	64181498	+	ENSG00000185483.12	ROR1
chr1	63788721	63789304	-	ENSG00000177452.7	AL161742.1
chr1	64094442	64171297	-	ENSG00000223949.7	ROR1-AS1
chr1	64203627	64267368	+	ENSG00000177414.13	UBE2U
chr1	64470129	64693058	+	ENSG00000158966.16	CACHD1
chr1	64745095	64833232	+	ENSG00000162437.14	RAVER2
chr1	64833229	65067754	-	ENSG00000162434.13	JAK1
chr1	65057755	65057842	-	ENSG00000265996.1	MIR3671
chr1	65058434	65058508	-	ENSG00000199135.1	MIR101-1
chr1	65077413	65078131	-	ENSG00000235804.2	AL357078.1
chr1	65092392	65092614	-	ENSG00000234496.2	MRPS21P1
chr1	65147549	65232145	+	ENSG00000162433.15	AK4
chr1	65248219	65415871	+	ENSG00000116675.16	DNAJC6
chr1	65415816	65416006	+	ENSG00000222624.1	RNU2-15P
chr1	65420587	65436007	+	ENSG00000213625.9	LEPROT
chr1	65420652	65641559	+	ENSG00000116678.19	LEPR
chr1	65703962	65714847	+	ENSG00000285079.1	AL513493.1
chr1	65792514	66374579	+	ENSG00000184588.18	PDE4B
chr1	66533383	66751139	+	ENSG00000118473.22	SGIP1
chr1	66752459	66779047	+	ENSG00000152760.10	TCTEX1D1
chr1	66797741	66801256	-	ENSG00000172410.4	INSL5
chr1	66812885	66924856	-	ENSG00000152763.17	WDR78
chr1	66924895	66988619	+	ENSG00000198160.14	MIER1
chr1	66999350	67054148	-	ENSG00000116704.8	SLC35D1
chr1	67092165	67231853	-	ENSG00000203963.11	C1orf141
chr1	67138907	67259979	+	ENSG00000162594.16	IL23R
chr1	67307364	67397090	+	ENSG00000081985.11	IL12RB2
chr1	67522299	67532612	+	ENSG00000235200.3	LINC01702
chr1	67541127	67541233	+	ENSG00000207504.1	RNU6-1031P
chr1	67561073	67561446	+	ENSG00000238139.2	AL590559.1
chr1	67685201	67688334	+	ENSG00000116717.13	GADD45A
chr1	67701475	67833467	-	ENSG00000172380.6	GNG12
chr1	67772593	67772653	-	ENSG00000238778.1	RNU7-80P
chr1	67832303	68202987	+	ENSG00000232284.7	GNG12-AS1
chr1	68098473	68233120	-	ENSG00000116729.14	WLS
chr1	68375327	68375663	-	ENSG00000237622.1	ELOCP18
chr1	68381441	68381657	-	ENSG00000229440.1	AL139413.1
chr1	68428822	68449954	-	ENSG00000116745.7	RPE65
chr1	68474152	68497221	-	ENSG00000024526.17	DEPDC1
chr1	68479129	68483539	+	ENSG00000233589.1	AL138789.1
chr1	68496676	68538627	+	ENSG00000234264.1	DEPDC1-AS1
chr1	68633701	68640425	+	ENSG00000285041.1	AL035412.1
chr1	68679202	68943452	+	ENSG00000285407.1	AL033530.1
chr1	69568261	70151945	+	ENSG00000033122.20	LRRC7
chr1	69706950	69710274	-	ENSG00000287283.1	AL117353.1
chr1	70144805	70205579	-	ENSG00000066557.6	LRRC40
chr1	70205682	70253052	+	ENSG00000116754.13	SRSF11
chr1	70218589	70221023	-	ENSG00000228988.1	AL353771.1
chr1	70411218	70439851	+	ENSG00000116761.12	CTH
chr1	70430896	70431178	+	ENSG00000278636.1	AL354872.3
chr1	70530526	70531492	+	ENSG00000233020.1	AL354872.1
chr1	70852353	71047808	-	ENSG00000050628.20	PTGER3
chr1	71048855	71067184	+	ENSG00000235079.1	ZRANB2-AS1
chr1	71063291	71081289	-	ENSG00000132485.14	ZRANB2
chr1	71067631	71067716	-	ENSG00000207721.1	MIR186
chr1	71081324	71489976	+	ENSG00000229956.11	ZRANB2-AS2
chr1	71395943	72282539	-	ENSG00000172260.15	NEGR1
chr1	71570956	71573558	+	ENSG00000231985.1	AL354949.1
chr1	74733152	74766678	+	ENSG00000162623.16	TYW3
chr1	75202131	75611116	-	ENSG00000137968.16	SLC44A5
chr1	75641178	75724049	-	ENSG00000230863.3	AL137803.1
chr1	76074746	76634603	+	ENSG00000184005.11	ST6GALNAC3
chr1	76353583	76354246	-	ENSG00000223905.1	AC103592.1
chr1	77088989	77219430	-	ENSG00000142892.15	PIGK
chr1	77129114	77129668	+	ENSG00000226084.5	AC113935.1
chr1	77282019	77559966	+	ENSG00000154027.19	AK5
chr1	77944055	77979110	-	ENSG00000162613.16	FUBP1
chr1	77979542	78138444	+	ENSG00000137960.6	GIPC2
chr1	78170481	78171237	-	ENSG00000233333.2	RNFT1P2
chr1	78229599	78369464	+	ENSG00000237413.5	AC096531.2
chr1	78303884	78540701	+	ENSG00000122420.10	PTGFR
chr1	78317157	78317263	-	ENSG00000227556.1	AC096531.1
chr1	78619922	78646145	+	ENSG00000137959.16	IFI44L
chr1	78666272	78666695	+	ENSG00000238015.2	AC104837.2
chr1	78889764	79282124	-	ENSG00000162618.15	ADGRL4
chr1	81306160	81992436	+	ENSG00000117114.19	ADGRL2
chr1	81513880	81557702	-	ENSG00000234953.2	AL138799.4
chr1	81557121	81557832	-	ENSG00000242598.1	MED28P8
chr1	83865024	83999150	-	ENSG00000137941.17	TTLL7
chr1	84078062	84238498	+	ENSG00000142875.19	PRKACB
chr1	84298366	84389957	+	ENSG00000203943.8	SAMD13
chr1	84398532	84415018	+	ENSG00000137976.7	DNASE2B
chr1	84498350	84556688	-	ENSG00000285851.1	AL359762.3
chr1	84506300	84566194	+	ENSG00000122432.17	SPATA1
chr1	84607099	84610697	+	ENSG00000285374.1	AL359762.2
chr1	84925583	84997113	-	ENSG00000153898.13	MCOLN2
chr1	84999147	85133138	+	ENSG00000162643.13	WDR63
chr1	85249953	85259672	-	ENSG00000162642.14	C1orf52
chr1	85264296	85264402	+	ENSG00000223254.1	AL590113.1
chr1	85276388	85448124	+	ENSG00000223653.6	AL078459.1
chr1	85318481	85578363	-	ENSG00000153904.20	DDAH1
chr1	85482281	85578250	-	ENSG00000282057.1	AC092807.4
chr1	85578500	85578742	-	ENSG00000272691.1	AC092807.3
chr1	85580761	85583950	+	ENSG00000142871.17	CCN1
chr1	85592280	85592356	+	ENSG00000199934.1	AC092807.1
chr1	85649417	85708433	-	ENSG00000117174.11	ZNHIT6
chr1	85729233	86156943	-	ENSG00000171502.15	COL24A1
