name	chr	start	end	strand	Ensembl_ID	22Rv1	DU145	LNCaP	MDA PCa 2b	NCI-H660	PC3	VCaP	start_tad	end_tad	Fraction
AC008770.2	chr19	11925074	11979290	+	ENSG00000267179.1								11600000	12160000	0.580489285714286
AC008770.4	chr19	11987640	12078106	+	ENSG00000286098.1								11600000	12160000	0.692214285714286
AC008870.1	chr16	23690309	23713226	-	ENSG00000134398.15								23680000	24040000	0.907705555555555
AC008878.1	chr19	7507051	7519622	+	ENSG00000267952.1								7320000	7520000	0.935255
AC008878.2	chr19	7533594	7540059	+	ENSG00000268614.1								7520000	7840000	0.04248125
AC008878.3	chr19	7382833	7470241	+	ENSG00000268861.7								7320000	7520000	0.314165
AC008982.1	chr19	38817470	38840178	-	ENSG00000268083.5								38600000	38960000	0.332838888888889
AC009070.1	chr16	80828735	81006894	-	ENSG00000286221.1								80800000	81040000	0.137941666666667
AC009133.6	chr16	29812260	29820092	+	ENSG00000280893.1								29640000	30040000	0.43065
AC009163.3	chr16	75528531	75545428	-	ENSG00000260092.1								75440000	75640000	0.47286
AC009163.5	chr16	75412683	75464706	-	ENSG00000261717.5								74560000	75480000	0.0166239130434783
AC009412.1	chr7	6329411	6348959	-	ENSG00000286075.1								6000000	6360000	0.0306694444444444
AC009690.1	chr15	72284726	72375981	-	ENSG00000260729.1								72200000	72640000	0.600043181818182
AC009690.3	chr15	72266745	72319946	-	ENSG00000273025.1								72200000	72640000	0.727395454545455
AC009779.4	chr12	55716035	55724703	+	ENSG00000258311.5								55640000	55960000	0.237609375
AC009879.2	chr8	66430184	66445324	+	ENSG00000285655.1								66400000	66640000	0.125766666666667
AC009879.3	chr8	66432485	66518524	+	ENSG00000285791.1								66400000	66640000	0.135354166666667
AC010132.3	chr7	42909272	42932174	-	ENSG00000256646.7								42880000	43280000	0.869565
AC010197.2	chr12	21536202	21657798	-	ENSG00000285854.1								21280000	21720000	0.141368181818182
AC010255.3	chr5	122129621	122183949	+	ENSG00000250803.6								122120000	122520000	0.0240525
AC010319.2	chr19	17436610	17460804	-	ENSG00000269035.1								17320000	17480000	0.119975
AC010325.1	chr19	50776140	50793142	-	ENSG00000261341.6								50520000	50800000	0.0244928571428571
AC010326.1	chr19	57940832	57947706	-	ENSG00000152454.4								57920000	58160000	0.884558333333333
AC010326.3	chr19	57876764	57916591	-	ENSG00000269476.1								57120000	57920000	0.00426125
AC010327.2	chr19	55154756	55160671	-	ENSG00000267110.1								55120000	55480000	0.887025
AC010422.3	chr19	12643830	12648397	-	ENSG00000269242.1								12160000	12680000	0.060775
AC010422.5	chr19	12664827	12669397	-	ENSG00000269590.1								12160000	12680000	0.0203903846153846
AC010422.6	chr19	12525719	12580975	-	ENSG00000269693.1								12160000	12680000	0.190432692307692
AC010422.8	chr19	12668070	12681834	-	ENSG00000285589.1								11600000	12960000	0.204533823529412
AC010463.1	chr19	17267417	17282966	+	ENSG00000269307.1								17040000	17320000	0.812203571428572
AC010522.1	chr19	57819718	57858941	+	ENSG00000268750.7								57120000	57920000	0.8746475
AC010531.1	chr16	87302875	87334273	-	ENSG00000131152.4								87280000	87760000	0.88693125
AC010542.3	chr16	66469811	66517312	-	ENSG00000260851.6								66360000	66600000	0.344533333333333
AC010547.4	chr16	71447599	71489311	-	ENSG00000261611.6								71400000	71640000	0.627870833333333
AC010615.4	chr19	21405158	21491266	+	ENSG00000269237.1								21200000	21600000	0.512895
AC010616.1	chr19	41956878	41994232	-	ENSG00000285505.1								41840000	42400000	0.724585714285714
AC010619.2	chr19	49462751	49486231	+	ENSG00000269469.1								49440000	49680000	0.0947958333333333
AC010646.1	chr19	17235939	17255448	-	ENSG00000269095.1								17040000	17320000	0.230542857142857
AC011005.1	chr7	129126517	129130793	+	ENSG00000230626.4								129120000	129640000	0.0125326923076923
AC011195.3	chr17	58660423	58692018	-	ENSG00000266826.2								58520000	58720000	0.13991
AC011330.3	chr15	43614207	43632283	-	ENSG00000284772.1								43560000	43720000	0.54823125
AC011448.1	chr19	19516226	19536076	+	ENSG00000258674.5								19200000	20120000	0.343723913043478
AC011452.2	chr19	49909500	49958391	-	ENSG00000269179.1								49880000	50080000	0.608045
AC011455.2	chr19	38915403	38949855	-	ENSG00000269547.1								38600000	38960000	0.0281805555555556
AC011462.1	chr19	41350852	41425001	+	ENSG00000255730.5								41200000	41440000	0.62855
AC011473.4	chr19	50996017	51009581	-	ENSG00000269741.5								50800000	51120000	0.345059375
AC011479.2	chr19	38289150	38304910	+	ENSG00000267748.4								37880000	38400000	0.786826923076923
AC011498.4	chr19	4528426	4540067	-	ENSG00000267385.1								4480000	5040000	0.8927375
AC011499.1	chr19	5784004	5785619	-	ENSG00000267157.1								5720000	5960000	0.7265875
AC011511.1	chr19	10305426	10316009	-	ENSG00000167807.15								10080000	10400000	0.262471875
AC011511.4	chr19	10315470	10320678	-	ENSG00000267303.1								10080000	10400000	0.24788125
AC011530.1	chr19	45779436	45785973	-	ENSG00000268434.5								45680000	45880000	0.470135
AC012184.2	chr16	70299193	70372582	+	ENSG00000260537.2								70240000	70520000	0.211403571428571
AC012213.5	chr8	103398657	103501895	-	ENSG00000285982.1								103080000	103520000	0.0411477272727273
AC012254.2	chr18	47108187	47176345	-	ENSG00000267228.7								47040000	47240000	0.318275
AC012309.1	chr19	37093018	37210512	-	ENSG00000267360.6								36320000	37240000	0.0320521739130435
AC012488.2	chr2	189661518	189667881	+	ENSG00000286165.1								189640000	189800000	0.1344875
AC012531.3	chr12	53985844	54034888	+	ENSG00000273049.1								53760000	54240000	0.470508333333333
AC012651.1	chr15	42348102	42412317	+	ENSG00000258461.5								42160000	42480000	0.58781875
AC013271.1	chr2	109898431	109968557	+	ENSG00000284337.1								109720000	110640000	0.193946739130435
AC013394.1	chr15	92883412	92949230	+	ENSG00000279765.3								92800000	93040000	0.34755
AC013470.2	chr7	12469620	12542222	+	ENSG00000226690.8								12360000	12680000	0.3425625
AC013489.1	chr15	88459500	88546585	-	ENSG00000173867.10								88440000	88880000	0.757761363636364
AC013717.1	chr2	44168850	44320310	+	ENSG00000285542.1								44040000	44960000	0.140054347826087
AC015688.4	chr17	27623363	27640777	+	ENSG00000266728.5								27600000	27760000	0.14601875
AC015802.6	chr17	76563709	76570544	-	ENSG00000284526.1								76440000	76720000	0.533771428571429
AC015813.2	chr17	57989037	58007246	-	ENSG00000266086.3								57840000	58160000	0.47735625
AC017083.3	chr2	68131237	68261230	-	ENSG00000273398.6								68040000	68320000	0.209892857142857
AC018362.3	chr15	42497394	42548786	-	ENSG00000285942.1								42480000	42680000	0.65607
AC018512.1	chr15	43772616	43799133	-	ENSG00000262560.1								43720000	44520000	0.90108375
AC018523.2	chr11	14493782	14520344	-	ENSG00000256206.2								14480000	14920000	0.908309090909091
AC018630.2	chr12	10845848	11171600	-	ENSG00000275778.2								10760000	11280000	0.208461538461538
AC018709.1	chr4	186426545	186555328	-	ENSG00000272297.2								186240000	186640000	0.21168
AC018755.2	chr19	51612090	51646889	-	ENSG00000268500.5								51320000	51680000	0.091975
AC018809.3	chr3	9929851	9945358	+	ENSG00000288550.1								9720000	10320000	0.349751666666667
AC019117.4	chr7	17299294	17467234	+	ENSG00000283321.1								16960000	17720000	0.446439473684211
AC019257.8	chr8	1763887	1958627	+	ENSG00000283239.1								1720000	2240000	0.0843980769230769
AC020636.2	chr3	150882996	150941743	-	ENSG00000260234.5								150520000	151160000	0.3410265625
AC020907.6	chr19	35106509	35124297	+	ENSG00000285526.1								34960000	35160000	0.732545
AC020909.1	chr19	50415798	50428409	+	ENSG00000142539.9								50320000	50520000	0.47899
AC020915.5	chr19	58228913	58315183	+	ENSG00000283515.1								58160000	58360000	0.344565
AC020922.1	chr19	55352300	55359516	-	ENSG00000267706.3								55120000	55480000	0.334677777777778
AC020929.1	chr19	40466240	40576464	+	ENSG00000160460.16								40120000	40640000	0.665846153846154
AC021066.1	chr12	52249299	52309163	+	ENSG00000170442.12								52120000	52360000	0.538745833333333
AC021072.1	chr12	53241888	53242723	+	ENSG00000283536.2								53000000	53320000	0.7559
AC021087.5	chr5	218297	314955	+	ENSG00000286001.1								40000	440000	0.4457425
AC021092.2	chr19	44112180	44134822	+	ENSG00000256294.8								43840000	44480000	0.42528125
AC021660.3	chr3	98521132	98585498	-	ENSG00000285635.1								98360000	98600000	0.060425
AC022137.3	chr19	53431983	53461862	+	ENSG00000286261.1								53400000	53560000	0.19989375
AC022335.1	chr12	21047178	21176895	+	ENSG00000257062.6								20640000	21200000	0.727103571428571
AC022384.1	chr3	10249371	10285796	+	ENSG00000272410.5								9720000	10320000	0.882285
AC022400.7	chr10	73796513	73811651	-	ENSG00000272916.5								73720000	74240000	0.823748076923077
AC022414.1	chr5	77086731	77427124	+	ENSG00000284762.1								77040000	77520000	0.09735625
AC022415.3	chr19	12075326	12113325	+	ENSG00000286132.1								11600000	12160000	0.848796428571429
AC022506.1	chr12	57517711	57520480	-	ENSG00000285133.1								57480000	57760000	0.855428571428572
AC022826.2	chr8	73688690	73878854	-	ENSG00000258677.2								73680000	74080000	0.502865
AC022966.1	chr17	78787380	78841441	-	ENSG00000055483.19								78440000	79000000	0.283141071428571
AC023055.1	chr12	55757274	55827546	-	ENSG00000257390.5								55640000	55960000	0.41391875
AC023490.7	chr22	18633983	18634682	+	ENSG00000286175.1								18160000	18960000	0.59247875
AC024558.2	chr3	126571778	126608555	-	ENSG00000288436.1								126480000	127000000	0.752778846153846
AC024592.3	chr19	5866170	5903787	-	ENSG00000267740.5								5720000	5960000	0.234220833333333
AC025165.3	chr12	57772659	57797554	+	ENSG00000257921.6								57760000	57960000	0.063295
AC025165.6	chr12	57615279	57626125	+	ENSG00000287908.1								57480000	57760000	0.483139285714286
AC025263.2	chr12	69801668	69855363	+	ENSG00000258052.1								69640000	69880000	0.673616666666667
AC025283.2	chr16	3365098	3479550	+	ENSG00000285329.1								3160000	3520000	0.569716666666667
AC025287.4	chr16	75660226	75677009	-	ENSG00000284484.1								75640000	75800000	0.76869375
AC026316.4	chr3	170418867	170860380	+	ENSG00000285218.1								170400000	170880000	0.03930625
AC026464.1	chr16	69335275	69351730	-	ENSG00000259900.5								69120000	69360000	0.0344583333333333
AC026464.3	chr16	69335090	69356306	-	ENSG00000260371.1								69120000	69360000	0.0153916666666667
AC026464.4	chr16	69299681	69322700	+	ENSG00000260914.3								69120000	69360000	0.748670833333333
AC026464.6	chr16	69328643	69334871	-	ENSG00000272617.3								69120000	69360000	0.104704166666667
AC026740.3	chr5	716807	766919	-	ENSG00000286094.1								680000	840000	0.45675625
AC026786.1	chr12	133130983	133202369	+	ENSG00000256825.4								132920000	133275309	0.593801451694159
AC026954.2	chr17	7312660	7319174	-	ENSG00000261915.6								7200000	7720000	0.770819230769231
AC027644.4	chr7	66628957	66811189	+	ENSG00000284461.2								66560000	67080000	0.132609615384615
AC027796.3	chr17	3585148	3636249	-	ENSG00000262304.2								3280000	3640000	0.0104194444444444
AC034102.2	chr12	56101330	56109289	+	ENSG00000257411.2								55960000	56120000	0.8833125
AC034228.3	chr5	131807142	132011637	-	ENSG00000281938.2								131800000	132200000	0.4709075
AC040160.1	chr16	67277509	67289499	+	ENSG00000196155.13								67240000	67480000	0.1562875
AC040162.1	chr16	67929613	67936017	-	ENSG00000261884.2								67840000	68080000	0.599929166666667
AC046185.1	chr17	63702844	63752097	-	ENSG00000125695.12								63640000	63840000	0.439515
AC048338.1	chr12	122207778	122266423	-	ENSG00000256861.1								122200000	122520000	0.792428125
AC048338.2	chr12	122207661	122227534	-	ENSG00000284934.1								122200000	122520000	0.91395625
AC053503.6	chr2	219491866	219498244	+	ENSG00000286143.1								219400000	219560000	0.5741625
AC055811.2	chr17	17202648	17237185	-	ENSG00000264187.1								16880000	17320000	0.188215909090909
AC055839.2	chr17	5499438	5501145	-	ENSG00000286190.1								5480000	6240000	0.972177631578947
AC067752.1	chr10	62520447	62672011	+	ENSG00000285551.1								62280000	63160000	0.273235227272727
AC067968.1	chr19	44025353	44087318	+	ENSG00000267022.1								43840000	44480000	0.2896140625
AC068234.1	chr17	47253896	47344292	+	ENSG00000259753.1								47080000	47480000	0.43474
AC068533.4	chr7	66087760	66152277	+	ENSG00000249319.2								66000000	66560000	0.156714285714286
AC068547.1	chr2	151802650	151973949	-	ENSG00000283228.1								151600000	152000000	0.0651275
AC068580.4	chr11	1734820	1763954	-	ENSG00000250644.3								1480000	1920000	0.35465
AC068631.3	chr3	186581994	186597103	+	ENSG00000283149.1								186560000	186840000	0.07855
AC068775.1	chr12	10412311	10436001	-	ENSG00000255641.1								10400000	10440000	0.099975
AC068831.8	chr15	90966189	91022566	-	ENSG00000284946.1								90920000	91040000	0.145283333333333
AC068896.3	chr10	124617079	124791727	-	ENSG00000258539.1								124400000	124800000	0.0206825
AC068946.1	chr2	219075328	219170827	-	ENSG00000280537.2								218960000	219360000	0.4729325
AC068946.2	chr2	219209771	219222738	-	ENSG00000284820.1								219160000	219400000	0.738591666666667
AC069257.4	chr3	196248229	196318222	-	ENSG00000272741.1								196200000	196520000	0.63055625
AC069288.1	chr7	1815803	2242215	-	ENSG00000286192.1								1560000	2360000	0.14723125
AC069368.1	chr15	64841882	64930920	+	ENSG00000249240.2								64680000	65280000	0.269803333333333
AC069503.2	chr12	121888808	121921470	+	ENSG00000256950.2								121680000	122200000	0.401553846153846
AC072022.2	chr3	187743685	187746028	+	ENSG00000285938.1								187720000	188040000	0.074015625
AC073082.1	chr2	48632290	48755724	-	ENSG00000279956.1								48600000	49240000	0.75668125
AC073111.4	chr7	150400701	150412470	+	ENSG00000284691.1								150320000	150760000	0.183411363636364
AC073283.3	chr2	47065940	47176511	-	ENSG00000273269.3								46920000	47320000	0.3587225
AC073508.2	chr17	40627355	40665141	-	ENSG00000264058.2								40600000	40880000	0.767353571428571
AC073585.2	chr10	122832166	122879583	-	ENSG00000286088.1								122760000	123560000	0.85052125
AC073610.2	chr12	48903502	48957365	-	ENSG00000272822.2								48640000	49040000	0.2065875
AC073612.1	chr12	71674203	71698968	+	ENSG00000258064.1								71400000	71760000	0.761675
AC073896.1	chr12	56285915	56316059	-	ENSG00000144785.8								56120000	56480000	0.455391666666667
AC074143.1	chr16	67163384	67165815	+	ENSG00000265690.7								66880000	67240000	0.787177777777778
AC078927.1	chr12	66123916	66169985	-	ENSG00000228144.2								66120000	66680000	0.910741071428571
AC079447.1	chr2	99141484	99322741	+	ENSG00000241962.9								98880000	99520000	0.40856875
AC079594.2	chr3	160227453	160449829	-	ENSG00000248710.1								160040000	160520000	0.146189583333333
AC080128.3	chr3	133928147	133929812	-	ENSG00000288547.1								133920000	134200000	0.964957142857143
AC083800.1	chr3	119147374	119187807	+	ENSG00000251012.2								119120000	119480000	0.0760388888888889
AC083977.1	chr8	32647201	32647390	+	ENSG00000286131.1								32560000	32800000	0.3633375
AC084121.11	chr8	7723090	7726101	+	ENSG00000285913.1								6960000	8240000	0.5961640625
AC084121.12	chr8	7738386	7741396	+	ENSG00000285937.1								6960000	8240000	0.6081140625
AC084121.13	chr8	7768976	7771988	+	ENSG00000285950.1								6960000	8240000	0.6320125
AC084121.5	chr8	7761329	7764340	+	ENSG00000285607.1								6960000	8240000	0.62603828125
AC084121.6	chr8	7730738	7733749	+	ENSG00000285620.1								6960000	8240000	0.6021390625
AC084121.7	chr8	7753681	7756692	+	ENSG00000285657.1								6960000	8240000	0.62006328125
AC084121.8	chr8	7746033	7749044	+	ENSG00000285720.1								6960000	8240000	0.61408828125
AC084121.9	chr8	7715442	7718453	+	ENSG00000285814.1								6960000	8240000	0.5901890625
AC084337.2	chr11	6481484	6508978	+	ENSG00000283977.1								6360000	6520000	0.759275
AC087289.3	chr17	75898644	75930129	-	ENSG00000267426.5								75880000	76080000	0.749355
AC087498.1	chr17	3385929	3386874	+	ENSG00000180042.5								3280000	3640000	0.294247222222222
AC087632.2	chr15	64181179	64381440	-	ENSG00000259316.11								64160000	64400000	0.0773333333333333
AC087721.2	chr15	41284006	41380996	+	ENSG00000285920.2								40880000	41400000	0.776934615384615
AC090004.1	chr3	14135216	14148252	+	ENSG00000268279.4								14120000	14200000	0.1902
AC090227.2	chr18	49795792	49837623	-	ENSG00000266997.2								49480000	49880000	0.1059425
AC090360.1	chr18	80034345	80097088	+	ENSG00000267127.7								79920000	80120000	0.571725
AC090517.4	chr15	56652487	56918571	-	ENSG00000285253.1								56440000	57320000	0.456169318181818
AC090527.3	chr15	45587350	45676314	+	ENSG00000260170.1								45400000	45680000	0.669107142857143
AC091167.2	chr15	90249555	90272208	+	ENSG00000261147.1								90080000	90280000	0.847775
AC091167.6	chr15	90266316	90314499	+	ENSG00000275674.1								90240000	90640000	0.06579
AC091167.7	chr15	90234199	90265462	+	ENSG00000284626.1								90080000	90280000	0.770995
AC091230.1	chr15	74836117	74843346	-	ENSG00000140474.14								74760000	74960000	0.58327
AC091551.1	chr18	50968018	51058144	+	ENSG00000267699.2								50800000	51080000	0.600064285714286
AC091959.3	chr5	146203549	146339251	+	ENSG00000275740.1								146120000	146520000	0.2088725
AC092017.3	chr1	211082871	211188533	-	ENSG00000283952.1								210400000	211240000	0.0612702380952381
AC092073.1	chr19	34396314	34409364	+	ENSG00000266953.6								34360000	34520000	0.2269625
AC092143.1	chr16	89919164	89936092	+	ENSG00000198211.8								89560000	90080000	0.6907
AC092279.1	chr19	24033404	24129961	+	ENSG00000213096.10								23880000	24200000	0.4793875
AC092329.3	chr19	23222754	23274221	-	ENSG00000283201.1								23160000	23440000	0.592067857142857
AC092442.1	chr4	6064976	6070162	-	ENSG00000284684.1								5800000	6200000	0.324595
AC092587.1	chr2	99154997	99195298	+	ENSG00000273155.1								99080000	99320000	0.3124875
AC092647.5	chr7	55887276	55955239	+	ENSG00000249773.3								55760000	55960000	0.63638
AC092718.3	chr16	81053586	81096296	-	ENSG00000260643.2								81040000	81360000	0.824075
AC092718.8	chr16	81022315	81096284	-	ENSG00000284512.1								81000000	81360000	0.732544444444445
AC092835.1	chr2	95207534	95259774	+	ENSG00000233757.6								95160000	95400000	0.198058333333333
